gen,0_ABAT,0_ABCC3,0_ABCE1,0_ACAA1,0_ACADL,0_ACADS,0_ACAP1,0_ACAT2,0_ACBD6,0_ACIN1,0_ACO2,0_ACOT1,0_ACSS1,0_ACTN1,0_ACVRL1,0_ADA,0_ADAL,0_ADAM23,0_ADAM33,0_ADAM8,0_ADCY2,0_ADCY9,0_ADD1,0_ADSL,0_AEBP1,0_AFG3L2,0_AFP,0_AGL,0_AGPAT4,0_AHI1,0_AK3,0_AK7,0_AKR1C3,0_ALAD,0_ALB,0_ALDH1L2,0_ALDH6A1,0_ALG6,0_ALKBH2,0_ALKBH5,0_AMZ2,0_ANKHD1,0_ANKRA2,0_ANKRD49,0_ANKZF1,0_ANO10,0_ANO6,0_ANXA3,0_ANXA4,0_ANXA7,0_AOAH,0_AP1AR,0_AP4B1,0_APCS,0_APLP2,0_APOO,0_ARFGEF2,0_ARGLU1,0_ARHGAP12,0_ARHGAP33,0_ARHGAP6,0_ARHGEF12,0_ARL6,0_ARMC9,0_ARSB,0_ARSD,0_ASAP1,0_ASB8,0_ATM,0_ATP1A1,0_ATP2A3,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1F,0_AURKAIP1,0_B9D2,0_BACH1,0_BAIAP2L2,0_BAP1,0_BAZ1A,0_BCL10,0_BCL2L1,0_BCL2L10,0_BCL7B,0_BICD2,0_BIK,0_BIRC3,0_BSG,0_BUB3,0_C16orf70,0_C1orf162,0_C3orf14,0_C4orf19,0_C5orf46,0_CA13,0_CACNA1H,0_CAMK4,0_CAMLG,0_CAND2,0_CANT1,0_CAP2,0_CAPG,0_CAPZA1,0_CARD11,0_CBR1,0_CBWD1,0_CBWD2,0_CCAR1,0_CCDC127,0_CCDC88C,0_CCDC96,0_CCL4,0_CCNA2,0_CCNH,0_CCNL2,0_CCR4,0_CCT5,0_CCT6B,0_CD200,0_CD300C,0_CDC16,0_CDC42BPB,0_CDC6,0_CDC73,0_CDCA5,0_CDCA7L,0_CDH2,0_CDH23,0_CDK1,0_CDK18,0_CDKN1A,0_CDKN2AIPNL,0_CDKN2C,0_CEP55,0_CFHR1,0_CHCHD3,0_CHI3L2,0_CHKB,0_CHRDL1,0_CHRM2,0_CHST12,0_CHST15,0_CIB2,0_CIR1,0_CISH,0_CLCC1,0_CLDN8,0_CLEC11A,0_CLK1,0_CLK2,0_CLMN,0_CLN5,0_CLTA,0_CNIH4,0_CNNM3,0_CNOT1,0_CNTNAP1,0_COIL,0_COL1A1,0_COL1A2,0_COL6A2,0_COPS2,0_COQ7,0_CORO1C,0_COX4I1,0_CPNE1,0_CPT2,0_CRAT,0_CRISPLD2,0_CROT,0_CRY2,0_CSTF3,0_CTDSPL,0_CTSZ,0_CUL5,0_CUTC,0_CX3CL1,0_CYLD,0_CYP1B1,0_DCAF11,0_DCAF12L1,0_DCAF4,0_DCLK3,0_DCTN5,0_DDAH1,0_DDX55,0_DDX58,0_DEK,0_DEPDC1B,0_DFFA,0_DGKA,0_DGKG,0_DGUOK,0_DHRS1,0_DKK3,0_DMP1,0_DMTF1,0_DNA2,0_DNAJA3,0_DNAJB11,0_DNAJC1,0_DNAJC12,0_DNAJC18,0_DNAJC2,0_DNAL4,0_DNASE1L3,0_DOCK6,0_DPAGT1,0_DPPA4,0_DPY30,0_DPYSL3,0_DTNBP1,0_DTYMK,0_DUS4L,0_DUSP19,0_DUSP22,0_DYNC2LI1,0_DYNLT3,0_DYRK1A,0_EEF1A1,0_EFHC2,0_EFNA5,0_EGFL7,0_EIF2B1,0_EIF2B4,0_EIF2S2,0_EIF3D,0_EIF3E,0_EIF3I,0_EIF4E,0_ELF2,0_ELOVL5,0_EME1,0_ENDOD1,0_ENGASE,0_ENHO,0_ENPP3,0_ENTPD1,0_EPHA3,0_EPHX2,0_EPS15,0_ERCC5,0_ERGIC1,0_ETFB,0_ETFDH,0_EXOC7,0_EXOSC1,0_EXOSC9,0_F2RL1,0_FAAH,0_FABP7,0_FADS1,0_FAF2,0_FAM156A,0_FAM160A1,0_FAM172A,0_FAM193B,0_FAM199X,0_FAM20A,0_FANCC,0_FANCL,0_FBL,0_FBXL2,0_FBXO21,0_FGB,0_FGG,0_FILIP1L,0_FKBP7,0_FLNA,0_FLT4,0_FNIP2,0_FNTA,0_FSD1L,0_FXYD2,0_FXYD3,0_G3BP2,0_GAPDH,0_GBA2,0_GBP4,0_GBP5,0_GCAT,0_GFM1,0_GGCX,0_GHITM,0_GLIPR1,0_GLMN,0_GLRX5,0_GOLT1B,0_GORASP2,0_GPC4,0_GPHN,0_GPR132,0_GPR143,0_GPR63,0_GPRC5C,0_GPRC5D,0_GPX4,0_GRAMD1B,0_GREM2,0_GRHL1,0_GRK5,0_GSR,0_GSTA1,0_GSTO2,0_GSTZ1,0_GTF2H1,0_GUF1,0_HADHB,0_HAL,0_HAX1,0_HCCS,0_HEBP2,0_HEG1,0_HIBCH,0_HINT1,0_HINT3,0_HK1,0_HLA-DQA1,0_HM13,0_HMGA2,0_HMGCR,0_HMGXB4,0_HMOX2,0_HNRNPA3,0_HP1BP3,0_HPCAL1,0_HSD17B12,0_HSD17B6,0_HSD17B7,0_HSDL2,0_HSPA13,0_HTR3B,0_HTRA3,0_IDI1,0_IDO1,0_IFNGR2,0_IFT20,0_IK,0_IKBKB,0_IKZF4,0_IL17RD,0_IL20RA,0_INF2,0_INTU,0_IRF2BP1,0_IRF7,0_ITGB5,0_ITIH3,0_JARID2,0_JMJD6,0_JUP,0_KAT5,0_KATNAL2,0_KCND1,0_KCNJ2,0_KCNS3,0_KCTD16,0_KDM6B,0_KIAA1755,0_KIF13B,0_KIF18A,0_KIF1B,0_KIF4A,0_KIFAP3,0_KISS1R,0_KLHL20,0_KLHL36,0_KNTC1,0_KRT19,0_KRT4,0_KTN1,0_LARS2,0_LAYN,0_LBP,0_LCA5,0_LDHD,0_LENG8,0_LGMN,0_LMBR1,0_LPCAT1,0_LRBA,0_LRCH2,0_LRPPRC,0_LRRC59,0_LRRFIP1,0_LRRN4CL,0_LSM6,0_LUC7L,0_LZTS1,0_MACC1,0_MAEA,0_MAGEA4,0_MAGEE1,0_MAN2B1,0_MAP3K12,0_MAP3K8,0_MAP4,0_MAP7,0_MAPK11,0_MAPK13,0_MAPKAP1,0_MAZ,0_MBD4,0_MBIP,0_MCM9,0_MCRS1,0_MDC1,0_MDM2,0_MECR,0_MED27,0_MICALL2,0_MID1,0_MIPEP,0_MIS12,0_MKI67,0_MKNK1,0_MLPH,0_MLX,0_MME,0_MMP11,0_MMP2,0_MN1,0_MPPE1,0_MPV17L,0_MPZL1,0_MRPL1,0_MRPL41,0_MRPL9,0_MRPS18C,0_MRPS22,0_MRPS24,0_MRPS36,0_MSTN,0_MTMR11,0_MTR,0_MX1,0_MXI1,0_MYO10,0_NAA25,0_NAP1L1,0_NAP1L4,0_NAPA,0_NARS2,0_NCBP1,0_NCL,0_NCSTN,0_NDRG1,0_NDUFA10,0_NDUFA5,0_NDUFA9,0_NDUFAF1,0_NDUFB8,0_NDUFS4,0_NECAP2,0_NEUROD1,0_NFE2L1,0_NFKB2,0_NFKBIE,0_NFS1,0_NFYA,0_NLGN1,0_NLN,0_NOMO3,0_NOP58,0_NOTCH3,0_NR2C1,0_NR3C2,0_NR5A2,0_NSDHL,0_NSL1,0_NT5E,0_NTRK3,0_NUDT11,0_NUMB,0_NUP35,0_NUP85,0_OGT,0_ONECUT2,0_ORM1,0_OTP,0_P2RX4,0_P4HA1,0_P4HA2,0_PA2G4,0_PADI1,0_PAICS,0_PAM,0_PARP16,0_PARP3,0_PARVA,0_PCBP3,0_PCDHGA1,0_PCDHGA12,0_PCDHGA8,0_PCDHGB3,0_PCDHGB5,0_PCGF3,0_PCID2,0_PCK1,0_PDCD5,0_PDCD6IP,0_PDE12,0_PDHA1,0_PDHX,0_PDIA3,0_PDIA6,0_PDK1,0_PDP2,0_PEBP1,0_PECR,0_PEPD,0_PFN1,0_PGK2,0_PGLYRP2,0_PGS1,0_PHC1,0_PHF5A,0_PHLDA3,0_PHLDB2,0_PHYH,0_PIBF1,0_PIGH,0_PIGL,0_PIN1,0_PIP5K1A,0_PITPNM2,0_PIWIL4,0_PKIB,0_PLA2G15,0_PLA2G5,0_PLCG1,0_PLEKHA2,0_PLK1,0_PLRG1,0_PMM2,0_POGZ,0_PPARA,0_PPAT,0_PPM1F,0_PPP1R13B,0_PPP2R2C,0_PPP3R2,0_PRC1,0_PRCP,0_PRDM1,0_PRDX2,0_PRDX4,0_PRDX5,0_PRICKLE4,0_PRKAA2,0_PRODH2,0_PRPF38B,0_PRRC1,0_PRRT3,0_PRTFDC1,0_PSAPL1,0_PSMA1,0_PSMA6,0_PSMC5,0_PSMD4,0_PSMF1,0_PTGR1,0_PTGR2,0_PTGS1,0_PTPN22,0_PTPN3,0_PXDN,0_PXK,0_PYCR1,0_RAB13,0_RAB25,0_RAB3D,0_RABEPK,0_RABGAP1,0_RAC2,0_RAD23A,0_RAD51,0_RAD54L2,0_RAD9B,0_RAF1,0_RALA,0_RALBP1,0_RANBP1,0_RANBP3L,0_RARB,0_RASA2,0_RASAL1,0_RASSF1,0_RAVER2,0_RB1,0_RBL1,0_RBM22,0_RBM25,0_RBM28,0_RBM38,0_RBM45,0_RBM6,0_RBMX2,0_REC8,0_REM1,0_REN,0_RENBP,0_RFC5,0_RFFL,0_RGL2,0_RHOT1,0_RIMS2,0_RNF123,0_RNF17,0_RNF213,0_RPGR,0_RPL13,0_RPL19,0_RPL27,0_RPP25,0_RPP30,0_RPP38,0_RPS14,0_RPS16,0_RPS17,0_RPS18,0_RPS23,0_RPS4X,0_RPS5,0_RPS6KA1,0_RPS6KB1,0_RRAGD,0_RRP15,0_RUNX1,0_RUVBL1,0_S100A13,0_SAMD9,0_SAMD9L,0_SAMHD1,0_SAP30BP,0_SARDH,0_SCFD2,0_SCLT1,0_SCML4,0_SCO1,0_SDC3,0_SDHB,0_SDHD,0_SEC14L2,0_SEC24D,0_SEMA3A,0_SEMA4B,0_SENP7,0_SERPINA1,0_SERPINA3,0_SERPINF2,0_SERPINH1,0_SESTD1,0_SFXN2,0_SGMS1,0_SH2B3,0_SH3D19,0_SHROOM3,0_SIM2,0_SIPA1L1,0_SIX5,0_SKA1,0_SKP2,0_SLC16A1,0_SLC1A5,0_SLC20A1,0_SLC26A6,0_SLC29A1,0_SLC29A2,0_SLC30A9,0_SLC36A1,0_SLC39A9,0_SLC41A3,0_SLC46A2,0_SLC9A2,0_SLC9A9,0_SLMAP,0_SMARCA2,0_SMC4,0_SMTN,0_SNAI1,0_SNN,0_SNRNP27,0_SNRNP48,0_SNRNP70,0_SNRPB2,0_SNX16,0_SNX33,0_SOX30,0_SP3,0_SPAG5,0_SPARC,0_SPAST,0_SPG11,0_SPINT2,0_SRCAP,0_SREBF2,0_SRM,0_SRP19,0_SRRM2,0_SSB,0_SSR4,0_SSX2IP,0_STAP2,0_STAT4,0_STEAP3,0_STK36,0_STRADA,0_STRADB,0_SUB1,0_SUCLG1,0_SUOX,0_SURF6,0_SYNJ2,0_SYNJ2BP,0_TADA2B,0_TADA3,0_TAF7,0_TANK,0_TBC1D19,0_TBC1D7,0_TBCC,0_TBCE,0_TBP,0_TCERG1,0_TCF12,0_TCF4,0_TCIRG1,0_TES,0_TFE3,0_TGFA,0_THRA,0_TIFA,0_TIMM8A,0_TLE1,0_TMEM115,0_TMEM116,0_TMEM132E,0_TMEM139,0_TMEM176A,0_TMEM176B,0_TMEM18,0_TMEM184C,0_TMEM25,0_TMPO,0_TMPPE,0_TMPRSS2,0_TMX4,0_TNFRSF18,0_TNFRSF21,0_TNIK,0_TNIP2,0_TOP1MT,0_TOP2A,0_TOP2B,0_TOPBP1,0_TPD52L2,0_TPST1,0_TPX2,0_TRA2B,0_TRAFD1,0_TRAP1,0_TRDMT1,0_TRIM17,0_TRIM27,0_TRIM35,0_TRIM4,0_TRIM69,0_TRIOBP,0_TRMT1,0_TRPC1,0_TSEN34,0_TSPAN1,0_TSPYL1,0_TST,0_TTC17,0_TTC30B,0_TTC39C,0_TTC4,0_TTK,0_TTLL1,0_TTLL11,0_TTLL3,0_TUBA1C,0_TUSC1,0_TXLNA,0_TXN2,0_U2AF1,0_UBE2C,0_UBE2G2,0_UBE3C,0_UBXN6,0_UGGT1,0_UGT8,0_UNC45A,0_UNC50,0_UNC93B1,0_UPB1,0_UPK3B,0_UROC1,0_USP1,0_USP2,0_USP39,0_USP7,0_VIM,0_VKORC1,0_VPS37C,0_VRK2,0_VTI1B,0_WDR19,0_WDR61,0_WDR7,0_WT1,0_XK,0_XKR9,0_XRN2,0_ZBTB12,0_ZC3HAV1,0_ZDHHC5,0_ZFAND2A,0_ZFAND5,0_ZMYM2,0_ZNF146,0_ZNF251,0_ZNF267,0_ZNF280D,0_ZNF433,0_ZNF443,0_ZNF511,0_ZNF512,0_ZNF549,0_ZNF580,0_ZNF608,0_ZNF638,0_ZNF853,0_ZNHIT3,0_ZNRF2
0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,174,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,308,0,144,0,226,0,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,175,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,230,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,373,0,0,0,153,0,0,0,144,0,0,0,0,0,0,0,0,89,0,0,247,0,0,0,0,258,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,344,0,0,0,0,0,0,200,0,0,0,0,0,0,379,259,0,0,31,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,151,53,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,390,0,0,289,0,0,0,0,0,0,0,0,0,0,91,197,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,2,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,184,0,334,0,0,72,9,0,3,1,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,26,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,3,6,7,0,0,1,0,0,0,0,0,1,50,0,1,1,7,10,0,0,0,1,0,0,1,41,0,0,0,0,0,330,0,0,0,414,0,0,0,0,0,159,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,3,0,9,1,0,0,0,0,0,0,0,0,0,8,1,26,0,0,3,0,3,0,0,1,141,0,0,0,1,2,0,2,0,0,0,377,0,2,0,0,0,0,37,1,157,0,0,0,3,87,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,8,37,0,0,1,0,0,283,0,0,2,0,0,0,2,0,0,0,0,3,0,11,1,0,1,0,0,0,0,0,1,0,0,0,1,2,338,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,13,114,0,1,0,0,444,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,14,0,0,0,3,0,0,0,111,0,0,0,2,0,0,0,1,0,0,0,0,0,109,63,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,7,0,0,1,0,1,177,0,2,0,68,0,0,33,0,31,0,0,0,2,415,373,0,11,0,0,3,0,2,0,1,77,0,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,443,0,0,7,0,0,0,0,2,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,2,0,1,7,0,0,1,0,0,0,28,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186,1,0,0,13,1,1,1,2,0,1,5,3,0,1,0,2,0,0,0,0,0,0,250,0,0,1,0,0,0,0,165,0,0,0,3,0,0,1,0,0,0,0,0,0,414,2,0,0,0,0,4,0,0,2,0,1,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,4,2,2,1,0,1,0,1,6,0,0,0,0,0,15,3,0,1,1,0,0,9,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,20,0,8,0,0,0,0,0,0,1,0,0,3,0,389,0,1,77,0,0,0,0,10,0,2,0,0,0,0,1,7,0,0,0,0,0,0,6,7,0,0,3,1,0,1,0,1,4,1,0,0,0,1
200,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,257,0,360,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,0,2,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,4,0,0,0,0,1,262,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,3,3,0,0,12,0,0,1,0,14,0,0,0,0,0,0,0,98,0,0,0,0,0,374,4,10,0,359,1,0,0,0,0,60,0,0,0,0,0,0,2,0,0,0,0,0,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,232,0,0,0,0,2,0,0,0,0,0,395,0,0,0,0,0,0,19,0,309,0,0,0,0,48,1,1,0,0,5,0,0,1,0,1,0,0,1,1,0,0,0,120,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,3,4,0,0,0,1,2,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,22,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,71,0,0,0,0,17,231,0,0,0,0,0,0,0,0,1,1,0,0,0,232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,377,0,0,0,1,1,1,1,0,0,0,0,18,1,2,0,0,0,1,0,39,0,0,0,1,460,0,22,0,0,0,0,1,0,1,3,0,1,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,29,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,316,0,0,0,0,0,1,0,0,0,0,0,1,0,120,45,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,234,1,0,1,195,0,0,3,1,27,1,1,0,0,403,359,0,0,0,0,3,0,1,0,0,297,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,0,1,0,0,0,0,0,0,1,1,0,0,2,19,0,0,41,0,10,1,0,4,0,1,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,442,2,1,0,4,0,0,0,0,0,2,0,7,0,2,41,0,0,0,0,0,4,0,0,0,4,19,0,0,0,0,0,0,0,0,3,0,369,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,142,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,208,0,13,0,0,1,0,0,347,0,1,0,0,1,0,0,2,0,0,0,1,0,403,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,1,8,3,2,0,7,0,181,0,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,9,0,0,1,0,0,0,0,0,0,153,0,1,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
300,0,0,3,0,0,1,0,0,0,1,0,0,2,1,0,1,0,10,226,42,365,2,0,41,0,1,0,0,0,1,0,1,0,0,1,0,0,0,6,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,7,69,0,0,2,0,0,0,0,40,0,314,0,0,5,0,0,2,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,0,0,0,0,2,1,0,0,1,0,0,0,11,0,1,0,0,0,0,1,141,0,0,0,0,0,383,0,17,19,303,0,0,0,0,6,14,0,1,0,1,1,0,0,0,0,1,0,0,93,0,0,0,0,1,0,0,0,0,0,1,0,4,0,2,3,39,0,0,0,0,18,0,0,0,1,1,0,198,0,0,0,0,6,0,0,0,1,0,401,0,0,1,1,2,4,0,0,319,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,1,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,17,0,30,1,0,0,7,0,32,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40,0,0,1,0,0,0,275,1,1,0,2,0,190,0,0,0,0,0,0,0,4,0,0,0,0,2,280,0,0,0,0,0,0,0,0,0,0,0,2,0,0,389,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,36,1,0,0,0,464,0,1,2,0,3,0,0,0,0,2,1,1,0,0,1,0,1,0,52,0,0,0,1,6,2,18,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,22,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,1,0,0,0,93,14,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,0,0,210,0,1,0,0,0,0,0,0,0,406,350,0,0,0,0,2,0,1,0,0,326,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,208,1,1,0,3,1,0,0,0,2,0,0,1,2,2,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,1,0,0,0,0,67,0,0,0,0,0,0,1,422,1,0,0,0,1,0,0,0,0,0,0,0,0,10,63,5,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,381,2,0,0,0,1,0,0,0,0,2,0,3,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,0,1,0,0,83,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,133,14,0,0,21,1,0,32,353,0,0,3,0,0,0,0,0,0,0,0,0,1,406,0,1,0,0,0,0,0,0,0,2,0,0,1,50,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,153,0,0,2,0,2,16,0,0,0,2,15,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,444,0,0,13,0,0,0,1,0,0,0,0,0,301,0,1,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
