gen,0_ABAT,0_ABI1,0_ABTB2,0_ACADM,0_ACAT2,0_ACLY,0_ACSS1,0_ACTN4,0_ADAM23,0_ADAM8,0_AFP,0_AGFG1,0_AGPAT4,0_AHI1,0_AHNAK2,0_AK2,0_AKAP8L,0_AKR7A2,0_AKTIP,0_ALDH18A1,0_ALDH1L1,0_ALDH1L2,0_ALDH4A1,0_ALKBH4,0_ALKBH7,0_ALS2,0_AMFR,0_AMZ2,0_ANK3,0_ANKHD1,0_ANKRA2,0_ANLN,0_ANXA11,0_AP1B1,0_AP1G1,0_AP2B1,0_AP4B1,0_APCS,0_APOBEC3G,0_ARAF,0_ARGLU1,0_ARHGEF10L,0_ARHGEF16,0_ARHGEF35,0_ARHGEF5,0_ARHGEF7,0_ARL2,0_ARNT,0_ARSD,0_ASF1B,0_ASS1,0_ATAD2,0_ATG4D,0_ATP10D,0_ATP2B3,0_ATP6V1E1,0_ATP6V1G1,0_ATRN,0_ATXN2L,0_AURKB,0_B4GALNT2,0_BAIAP2L2,0_BAP1,0_BATF2,0_BBC3,0_BCAR1,0_BCAR3,0_BCKDK,0_BDH1,0_BGN,0_BIRC3,0_BIRC5,0_BNIP3,0_BTF3,0_BTN2A1,0_BTN3A3,0_BZW2,0_C15orf40,0_C1orf116,0_C21orf91,0_C2orf88,0_C4BPA,0_C4orf19,0_C5orf46,0_C9orf78,0_CACNA1H,0_CACYBP,0_CAMK4,0_CAND2,0_CAPG,0_CAPZA1,0_CASP4,0_CASP9,0_CBFA2T3,0_CBLB,0_CBR4,0_CBWD1,0_CBX3,0_CCDC127,0_CCDC25,0_CCDC51,0_CCDC57,0_CCDC59,0_CCDC88C,0_CCNA2,0_CCNB2,0_CCT6B,0_CD55,0_CDC34,0_CDC5L,0_CDCA5,0_CDH2,0_CDK1,0_CDK5RAP3,0_CDKN2A,0_CDKN2C,0_CDT1,0_CENPB,0_CEP55,0_CHCHD3,0_CHD1L,0_CHI3L2,0_CHMP4C,0_CHRDL1,0_CHST15,0_CHST6,0_CIDEB,0_CISD3,0_CKS2,0_CLK2,0_CLK4,0_CLPB,0_CLPTM1L,0_CMTM3,0_CNTNAP1,0_COBLL1,0_COIL,0_COL13A1,0_COMMD8,0_COPS3,0_COQ2,0_COX10,0_COX4I1,0_COX6B1,0_CP,0_CPE,0_CPT1A,0_CREB1,0_CREBBP,0_CRISPLD2,0_CRP,0_CRTC2,0_CSNK1E,0_CSPG4,0_CTAGE6,0_CTDP1,0_CTSF,0_CTSS,0_CTTNBP2,0_CUL2,0_CX3CL1,0_CXCL12,0_CXorf38,0_CYB5B,0_DAAM2,0_DAGLA,0_DAXX,0_DCAF12L2,0_DCBLD2,0_DCTN1,0_DCUN1D3,0_DDRGK1,0_DDX41,0_DEDD,0_DEF8,0_DEPDC1B,0_DERL3,0_DFFB,0_DGCR8,0_DGUOK,0_DHCR7,0_DHRS7,0_DHX16,0_DIS3,0_DLST,0_DNA2,0_DNAJB4,0_DNAJB7,0_DNAJC12,0_DNAJC7,0_DNMT3B,0_DOHH,0_DPYSL3,0_DTNBP1,0_DTX4,0_DUSP22,0_DUSP8,0_DVL1,0_DYRK1A,0_EBNA1BP2,0_EEF1A1,0_EEF1B2,0_EFTUD2,0_EHBP1L1,0_EIF2S2,0_EIF3CL,0_EIF3H,0_EIF4A3,0_EME1,0_ENPP3,0_ENTPD2,0_ENY2,0_EPHA3,0_EPHA7,0_EPHB2,0_ERAP1,0_ERCC3,0_ERLEC1,0_ETFA,0_ETFB,0_ETV5,0_EYA4,0_EZH2,0_F2,0_FAAH,0_FABP3,0_FABP7,0_FAHD1,0_FAM111A,0_FAM120A,0_FAM135A,0_FAM171A1,0_FAM20A,0_FAM83H,0_FAM89A,0_FANCG,0_FBP1,0_FBXO28,0_FBXW5,0_FBXW7,0_FCRL1,0_FGB,0_FGFR4,0_FGG,0_FGR,0_FIGN,0_FILIP1L,0_FKBP10,0_FKBP5,0_FLNB,0_FLOT1,0_FLRT3,0_FNBP1L,0_FOXS1,0_FPR2,0_FTSJ1,0_FXR1,0_FXYD3,0_GAB3,0_GALK1,0_GALNT2,0_GAS8,0_GBGT1,0_GCSH,0_GDI1,0_GEM,0_GGA3,0_GGT6,0_GLB1,0_GLI2,0_GLIPR1,0_GLIPR2,0_GNA12,0_GPRC5D,0_GPX4,0_GRAMD1B,0_GRB7,0_GREM2,0_GRHPR,0_GSTA1,0_GSTA2,0_GSTA3,0_GTF3C5,0_GTPBP2,0_GUF1,0_HAT1,0_HAUS5,0_HCFC1,0_HDAC10,0_HECTD2,0_HELZ,0_HERC2,0_HGF,0_HK1,0_HLA-B,0_HLA-DMA,0_HLA-DQB1,0_HMGA2,0_HMGN2,0_HNRNPA3,0_HNRNPF,0_HNRNPL,0_HOXC13,0_HP1BP3,0_HSD17B11,0_HSD17B6,0_HSD17B8,0_HSPA12A,0_HTR2B,0_HTR3B,0_ICA1,0_IFNGR2,0_IFRD1,0_IK,0_IKBKE,0_IL10,0_IL15RA,0_IL18R1,0_ING1,0_INO80D,0_INTS8,0_IRAK3,0_ITGB3,0_ITIH1,0_JDP2,0_JUP,0_KANK2,0_KBTBD8,0_KCNA5,0_KCND1,0_KCNE4,0_KCNJ15,0_KCTD16,0_KDSR,0_KIAA1614,0_KIF18A,0_KIF4A,0_KIF4B,0_KISS1R,0_KMO,0_LAGE3,0_LAP3,0_LAPTM5,0_LARS2,0_LBR,0_LGALS8,0_LGI4,0_LIMK2,0_LMNB1,0_LPCAT1,0_LRCH2,0_LRRC40,0_LSM2,0_LY75,0_LYPD5,0_LYPLAL1,0_MACC1,0_MAGEA4,0_MAGEE1,0_MAP1LC3B2,0_MAP2K7,0_MAPK12,0_MAPKAP1,0_MARCKS,0_MARK2,0_MAVS,0_MBD4,0_MBTPS2,0_MCL1,0_MCM5,0_MCM7,0_MCRS1,0_MDM2,0_MECR,0_MFGE8,0_MGAT2,0_MIER1,0_MINPP1,0_MIPEP,0_MKI67,0_MLPH,0_MLST8,0_MLX,0_MMP2,0_MOCS2,0_MOXD1,0_MPV17L,0_MPZL1,0_MRPL24,0_MRPL41,0_MRPL44,0_MRPL50,0_MRPL9,0_MRPS2,0_MRPS26,0_MRPS28,0_MRPS36,0_MSH2,0_MST1R,0_MSTO1,0_MT1A,0_MTHFD1L,0_MTOR,0_MXD1,0_MYC,0_MYO10,0_MYO1B,0_MYOCD,0_MYSM1,0_N4BP1,0_NAGK,0_NBN,0_NCL,0_NCSTN,0_NDUFAB1,0_NDUFAF1,0_NDUFS2,0_NDUFS4,0_NDUFV1,0_NEURL1B,0_NFE2L1,0_NFKB2,0_NFYA,0_NGEF,0_NIPAL3,0_NME2,0_NOL3,0_NOMO3,0_NOP56,0_NOS1AP,0_NPLOC4,0_NR1H3,0_NRG2,0_NRIP1,0_NRP1,0_NSL1,0_NTRK3,0_NUDT5,0_NUP35,0_NUP50,0_NUS1,0_ONECUT2,0_OPTN,0_OSMR,0_OTUD6B,0_OXSM,0_P4HA3,0_P4HB,0_PA2G4,0_PABPC1,0_PAFAH2,0_PAIP1,0_PAIP2,0_PAPSS2,0_PAQR7,0_PAX5,0_PAX9,0_PBXIP1,0_PCDH18,0_PCDHGA1,0_PCDHGB2,0_PCDHGC4,0_PCID2,0_PCLO,0_PCYT2,0_PDCD5,0_PDCL3,0_PDE10A,0_PDS5A,0_PEA15,0_PEX13,0_PEX16,0_PFKM,0_PGLYRP2,0_PGS1,0_PHLDB2,0_PHYH,0_PID1,0_PIF1,0_PIGQ,0_PIK3R6,0_PIN1,0_PIP4K2A,0_PKP4,0_PLAU,0_PLCE1,0_PLEKHJ1,0_PMVK,0_PNCK,0_PNN,0_PNPLA8,0_POC5,0_PODNL1,0_POLA2,0_POLR1A,0_PON2,0_POU2F1,0_POU2F2,0_POU3F3,0_POU5F1,0_PPA1,0_PPAN-P2RY11,0_PPIL4,0_PPP1R11,0_PPP2R2C,0_PPP2R2D,0_PPT1,0_PQBP1,0_PRC1,0_PRDX5,0_PRKCB,0_PRPF18,0_PRPF38B,0_PRRT3,0_PSMD10,0_PSMD2,0_PSMD4,0_PTDSS2,0_PTER,0_PTPN22,0_PTPRE,0_PTPRJ,0_PTRH2,0_PUM2,0_PYCR1,0_PYGL,0_RAB11FIP1,0_RAB11FIP4,0_RAB23,0_RAB5C,0_RAB9B,0_RABEPK,0_RABGGTB,0_RAD1,0_RAD54L,0_RAD9B,0_RALBP1,0_RANBP3L,0_RAPH1,0_RASA2,0_RASD2,0_RASGRF1,0_RBM34,0_RBM42,0_RBMX2,0_RC3H1,0_RENBP,0_RFC5,0_RFFL,0_RGL2,0_RGS7BP,0_RHOT2,0_RIC3,0_RNASET2,0_RNF123,0_RNF13,0_RNF149,0_RNF17,0_RNF180,0_RNF40,0_RNH1,0_RNPEP,0_RPL10A,0_RPL12,0_RPL24,0_RPP38,0_RPS23,0_RSBN1,0_RUNX1,0_S100A13,0_S1PR2,0_SAMD10,0_SAR1A,0_SARDH,0_SCAP,0_SCARF2,0_SCFD2,0_SCYL3,0_SDC4,0_SDCBP,0_SDHA,0_SDHB,0_SELL,0_SENP7,0_SERPINA3,0_SERPINA4,0_SERPINF2,0_SERTAD2,0_SETD2,0_SETDB2,0_SFXN3,0_SGMS1,0_SHC1,0_SHPK,0_SIK2,0_SIKE1,0_SIRT7,0_SKA1,0_SLC13A3,0_SLC16A7,0_SLC26A2,0_SLC27A2,0_SLC27A4,0_SLC29A1,0_SLC29A3,0_SLC2A9,0_SLC4A1AP,0_SLC4A2,0_SLC7A5,0_SLC9A2,0_SMARCA4,0_SMU1,0_SNAI1,0_SNAP29,0_SNAPIN,0_SNN,0_SNRNP70,0_SNRPA,0_SNRPA1,0_SNRPD1,0_SOCS3,0_SOX30,0_SOX6,0_SPAG5,0_SPOCK2,0_SPRY1,0_SPTA1,0_SPTBN1,0_SRPX2,0_SRR,0_SRRT,0_SSC5D,0_ST8SIA1,0_STAB1,0_STARD13,0_STAT3,0_STRADB,0_STRBP,0_STUB1,0_STX11,0_STX4,0_SUCLG2,0_SUDS3,0_SULT1C2,0_SUMO4,0_SUPT5H,0_SURF6,0_SYNE2,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_TACO1,0_TADA2B,0_TAF5,0_TAPBP,0_TCEA2,0_TCF12,0_TCIRG1,0_TFAP4,0_TGFA,0_TGFB1,0_TGM2,0_THAP2,0_THBS1,0_THRAP3,0_THTPA,0_THUMPD2,0_THUMPD3,0_TIMM44,0_TMCO1,0_TMED7-TICAM2,0_TMEM115,0_TMEM181,0_TMEM222,0_TMEM25,0_TMEM70,0_TMEM87B,0_TMEM8B,0_TMEM9B,0_TMPO,0_TMPPE,0_TMPRSS2,0_TPM3,0_TPT1,0_TRAP1,0_TRAPPC2L,0_TREM2,0_TRIB2,0_TRIB3,0_TRIM22,0_TRIM27,0_TRIM35,0_TRIM38,0_TRIM5,0_TRIM52,0_TRIM65,0_TRIM69,0_TRMT1,0_TRMT2A,0_TRMT6,0_TRPC1,0_TSPYL1,0_TSPYL2,0_TTC27,0_TTLL7,0_TUBA1C,0_TUSC3,0_UBA7,0_UBASH3B,0_UBE2D1,0_UBE2G2,0_UBE2K,0_UBE2L6,0_UBE3C,0_UBLCP1,0_UBXN6,0_UFC1,0_UNC45A,0_UNC5CL,0_UPK3B,0_UQCRFS1,0_UROC1,0_USF1,0_USP2,0_USP32,0_USP45,0_USP47,0_USP7,0_VCL,0_VIM,0_VRK2,0_WAS,0_WASL,0_WDR18,0_WDR19,0_WDR41,0_WSB1,0_WWTR1,0_XKR9,0_XYLT1,0_YTHDC2,0_YWHAZ,0_ZBTB2,0_ZCCHC24,0_ZDHHC17,0_ZDHHC3,0_ZFAND2A,0_ZFC3H1,0_ZFP36,0_ZHX2,0_ZIC1,0_ZNF224,0_ZNF267,0_ZNF304,0_ZNF326,0_ZNF343,0_ZNF354B,0_ZNF436,0_ZNF512,0_ZNF514,0_ZNF532,0_ZNF544,0_ZNF549,0_ZNF630,0_ZNF677,0_ZNF76,0_ZNF84,0_ZNHIT3
0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,20,327,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,145,0,0,0,0,203,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,46,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,118,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,177,0,0,0,40,70,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,99,125,0,0,0,0,0,0,0,0,0,0,67,0,0,0,196,17,0,0,0,0,0,53,0,0,0,0,0,0,0,0,71,0,89,0,0,0,0,110,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,111,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,95,0,0,205,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,245,0,0,372,0,0,177,0,0,0,0,0,0,0,47,0,0,0,206,0,0,0,71,0,0,387,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,145,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,295,72,0,0,0,0,0,0,179,0,0,0,0,0,229,0,0,0,181,0,0,0,0,0,0,0,0,0,0,24,0,0,0,27,0,0,0,0,0,0,72,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,198,0,0,0,0,0,0,0,0,0,0,213,24,0,0,0,213,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,179,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,81,0,0,0,118,0,0,0,0,0,0,0,0,0,0,152,0,0,275,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3,19,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,207,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,1,0,0,1,0,10,2,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,8,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,372,3,0,0,0,19,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,8,363,0,4,1,0,0,0,0,0,1,0,0,0,0,6,0,0,3,51,0,3,0,0,52,0,3,0,0,0,248,0,0,0,0,245,0,3,0,0,0,0,0,5,0,1,1,0,422,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,1,0,0,7,0,1,61,1,0,1,1,1,0,0,1,2,0,0,0,0,43,0,0,0,3,0,0,0,0,0,1,0,1,128,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,395,0,0,82,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,9,0,0,0,0,1,5,0,0,0,0,1,2,19,1,0,0,2,0,2,0,0,0,1,0,2,1,3,0,3,1,0,0,3,80,73,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,483,1,4,0,1,0,0,0,0,1,0,0,0,1,0,399,0,0,0,0,0,1,400,1,0,9,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,0,3,1,1,0,0,0,0,0,0,3,14,0,0,17,0,0,0,0,0,12,0,0,1,0,48,0,0,1,385,0,0,1,0,1,0,0,0,0,0,1,9,0,0,1,1,84,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,1,2,1,0,0,279,0,5,0,0,162,0,0,0,0,1,0,0,0,2,0,0,70,2,1,3,0,0,0,3,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,65,0,1,12,0,0,3,2,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,2,0,251,0,85,0,0,1,0,138,2,0,0,10,4,1,0,0,0,0,0,0,0,2,134,0,0,0,1,0,0,0,1,0,0,0,0,0,2,219,7,0,0,0,0,0,4,2,1,0,0,0,0,12,0,0,0,0,1,0,2,0,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,2,1,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,247,1,0,0,0,0,0,0,115,357,0,15,1,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,126,0,1,0,0,0,0,248,0,0,0,4,0,5,0,12,0,0,0,0,0,53,0,15,37,1,0,7,0,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,362,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,328,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,66,0,0,0,0,0,219,0,2,0,0,234,0,3,0,0,0,0,1,0,0,0,0,5,443,0,0,0,0,0,2,1,0,0,1,0,0,0,0,5,0,0,3,0,2,0,2,0,34,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,124,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,343,0,0,38,1,0,0,0,0,1,0,3,0,0,20,3,0,1,3,0,13,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,151,60,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,23,3,2,0,0,11,0,0,0,0,481,1,0,0,0,2,0,0,0,0,2,0,0,0,0,387,0,2,0,0,0,0,349,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,1,0,0,0,106,0,0,0,1,0,1,1,1,0,2,2,1,0,2,0,0,0,0,0,29,0,1,0,0,5,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,126,0,1,0,0,0,0,7,1,0,0,1,1,2,0,352,2,1,5,0,0,0,2,0,4,12,0,7,0,0,1,0,0,0,0,0,0,0,1,0,6,4,0,0,0,3,0,0,0,0,0,1,0,0,38,0,1,0,0,0,1,1,198,0,0,0,3,73,8,0,0,0,1,44,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,1,1,329,0,79,2,1,0,0,75,0,1,0,0,12,0,0,0,1,0,0,1,0,0,74,1,0,0,0,0,0,18,0,0,0,1,0,0,0,295,0,0,1,0,0,0,281,0,0,0,2,0,0,0,3,2,2,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,1,2,0,0,1,0,30,1,0,0,5,298,0,0,0,0,0,1,0,50,333,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,92,0,0,0,0,0,0,18,0
300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,77,0,0,5,0,4,0,251,0,0,1,0,0,0,0,0,0,2,0,0,1,94,0,1,0,0,1,0,0,1,0,0,0,59,0,1,0,29,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,341,0,0,1,0,4,0,0,0,0,0,2,9,1,0,0,0,0,1,1,4,0,4,0,322,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,6,0,2,14,54,1,0,0,0,0,227,0,0,0,0,234,0,0,0,0,0,1,0,0,6,0,0,0,450,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,120,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,296,0,24,0,2,1,1,2,0,0,1,0,0,0,0,1,0,0,3,0,15,1,0,0,0,0,0,0,0,0,51,0,13,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,161,74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,483,1,0,0,0,0,0,1,0,0,0,0,0,0,0,392,0,0,0,0,1,0,321,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,2,4,1,0,0,16,0,2,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,4,0,0,1,0,142,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,273,0,0,1,0,0,0,52,0,0,0,0,13,0,0,379,0,0,0,2,0,1,0,0,0,14,0,6,2,0,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,154,0,0,20,0,72,0,1,1,0,0,74,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,1,0,1,378,0,137,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,2,4,0,0,73,0,4,0,0,0,0,0,0,1,0,0,0,2,0,296,0,0,0,0,0,0,359,0,0,4,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,16,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,5,0,0,0,0,1,0,348,3,0,0,0,0,27,0,1,284,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,1,0,3,0,0,0,0,0,3,138,0,0,0,0,0,0,154,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,39,1,0,0,33,0,1,181,0,1,0,0,0,0,0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,0,0,98,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,1,1,287,0,33,0,0,4,0,0,3,1,1,2,0,0,0,0,2,0,1,1,0,1,0,0,316,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,20,0,0,1,4,1,187,1,0,1,0,171,5,0,2,0,3,2,0,0,0,0,0,0,445,1,3,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,8,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,1,0,1,1,66,0,28,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,208,1,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26,4,14,0,0,1,0,2,0,22,0,0,0,1,0,0,0,3,0,0,1,0,0,214,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,482,1,0,0,0,0,0,0,1,0,0,0,1,1,0,378,1,0,1,0,0,0,292,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,11,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,11,0,5,2,2,1,0,0,1,2,0,0,4,35,5,0,0,2,0,0,0,0,0,195,0,9,0,0,2,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,5,0,0,1,0,27,0,10,219,2,0,0,0,0,0,131,2,0,16,0,19,1,0,376,0,0,0,2,0,1,0,1,0,30,0,9,1,0,126,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,36,0,0,0,0,0,0,1,225,0,0,4,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,1,1,1,0,26,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,1,6,0,0,0,1,316,5,74,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,0,0,0,0,1,0,11,0,0,125,0,0,0,0,3,0,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,24,0,1,0,2,1,0,1,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,1,1,0,285,0,4,0,2,0,0,0,3,0,1,5,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,0,1,235,0,0,1,2,0,3,249,0
