gen,0_AASDH,0_ABCE1,0_ABHD10,0_ACAA2,0_ACAT1,0_ACO2,0_ACVRL1,0_ADAM33,0_ADAR,0_ADCY4,0_ADK,0_AGL,0_AGTRAP,0_AIMP2,0_AK2,0_AKR1A1,0_ALAD,0_ALDH1B1,0_ALDH1L1,0_ALKBH2,0_AMFR,0_AMZ2,0_ANGPTL1,0_ANP32A,0_ANP32E,0_ANXA9,0_AOAH,0_AP2B1,0_AP3B1,0_APEH,0_API5,0_APLP2,0_APOBEC3G,0_ARAP1,0_ARHGAP12,0_ARHGAP18,0_ARHGAP6,0_ARHGEF35,0_ARHGEF7,0_ARID5A,0_ARPC3,0_ASAH1,0_ASF1B,0_ATAD2,0_ATG16L1,0_ATP13A3,0_ATP1A1,0_ATP2C1,0_ATP6V1D,0_ATP8A1,0_ATRN,0_AUH,0_AUP1,0_BAG1,0_BAK1,0_BAP1,0_BBX,0_BCAR3,0_BCL2,0_BCL2L1,0_BEX2,0_BIRC5,0_BLK,0_BPHL,0_BTN3A3,0_BUB3,0_BYSL,0_C1D,0_C1orf116,0_C1orf162,0_C1orf54,0_C5orf46,0_CA13,0_CA9,0_CAB39L,0_CACNA1C,0_CAMK4,0_CAMKK2,0_CAPG,0_CAPN1,0_CAPN2,0_CARD11,0_CASP8,0_CASP9,0_CBX3,0_CC2D2B,0_CCDC102B,0_CCDC127,0_CCDC130,0_CCDC28A,0_CCDC51,0_CCDC57,0_CCDC88C,0_CCNB1,0_CD81,0_CD9,0_CDC123,0_CDC27,0_CDC42BPB,0_CDC6,0_CDH11,0_CDK17,0_CDKN1A,0_CDKN2C,0_CEP55,0_CFHR1,0_CHCHD10,0_CHM,0_CHPF2,0_CHST6,0_CKS1B,0_CLK1,0_CLK3,0_CMAS,0_CMTM3,0_CNOT1,0_CNOT8,0_CNTNAP1,0_COBL,0_COG1,0_COL1A1,0_COL6A2,0_COMT,0_COPS4,0_COX10,0_COX18,0_COX8A,0_CPE,0_CPSF7,0_CPT2,0_CRAT,0_CREB1,0_CREBBP,0_CRISP3,0_CRY2,0_CS,0_CSAD,0_CSF1R,0_CTNNBL1,0_CTSH,0_CUL5,0_CUL7,0_CUTC,0_CYB5B,0_CYCS,0_CYFIP1,0_CYFIP2,0_CYP2S1,0_CYTH4,0_DCAF11,0_DDX55,0_DERL1,0_DIAPH1,0_DIAPH2,0_DLG2,0_DLGAP4,0_DLX5,0_DNAJB11,0_DNAL1,0_DNASE1L3,0_DOCK6,0_DOK1,0_DPYSL3,0_DSG2,0_DSN1,0_DUS4L,0_DUSP7,0_EAPP,0_EBPL,0_ECM2,0_EEA1,0_EGFL7,0_EIF2B1,0_EIF2S3,0_EIF3E,0_EIF3I,0_EIF4E,0_EIF5,0_ELOVL1,0_EME1,0_ENAH,0_ENDOD1,0_ENO2,0_ENPP4,0_ENY2,0_EPB41L2,0_EPHA3,0_EPHA7,0_EPHX2,0_EPS8,0_EPSTI1,0_ERCC3,0_ERGIC1,0_ERLIN1,0_ERLIN2,0_ESRP1,0_ETFA,0_ETFB,0_EXOC7,0_EXOSC1,0_EXTL3,0_FAAH,0_FABP7,0_FADS1,0_FAM135A,0_FAM47E,0_FAM53A,0_FAM81A,0_FANCG,0_FAS,0_FASTKD5,0_FBL,0_FBXL4,0_FBXO5,0_FGD4,0_FHOD1,0_FIGNL1,0_FIS1,0_FKTN,0_FLOT1,0_FNTA,0_FRK,0_FSD1L,0_FUCA1,0_FXR2,0_FXYD2,0_GABPB1,0_GALK1,0_GAS1,0_GBP2,0_GBP4,0_GCDH,0_GDF15,0_GDI1,0_GIMAP2,0_GJA4,0_GLI2,0_GLIPR1,0_GLOD5,0_GMPR,0_GNAI2,0_GOLGA3,0_GOLT1B,0_GORASP2,0_GPI,0_GPR107,0_GPR160,0_GRAMD1C,0_GRB7,0_GREM2,0_GRK5,0_GSTA3,0_HAPLN3,0_HAX1,0_HBP1,0_HCCS,0_HCK,0_HDAC4,0_HEBP2,0_HELZ,0_HERC2,0_HERC3,0_HEYL,0_HGF,0_HLA-DMA,0_HM13,0_HMOX1,0_HNRNPH2,0_HP1BP3,0_HSD17B3,0_HSD17B8,0_HSDL2,0_HTR2B,0_HTR3B,0_HUS1,0_ICA1L,0_ICAM1,0_ID3,0_IDH2,0_IER5,0_IFI35,0_IFIT3,0_IFNB1,0_IFNGR2,0_IGF1R,0_IK,0_IKZF2,0_IL15RA,0_IL23A,0_ILF2,0_ING1,0_INTS8,0_INTU,0_IP6K1,0_IPP,0_ISYNA1,0_JMJD6,0_JUP,0_KCND1,0_KCTD16,0_KDELR2,0_KIAA1614,0_KIAA1671,0_KIF16B,0_KIF18A,0_KIF20A,0_KIF4B,0_KLHL8,0_KPNA3,0_KRT4,0_KRT8,0_L2HGDH,0_LACTB2,0_LARS2,0_LBP,0_LDLRAD2,0_LENG9,0_LETM1,0_LGALS1,0_LGI4,0_LIMK1,0_LINS1,0_LMNB1,0_LRBA,0_LRCH2,0_LRFN3,0_LRRC57,0_LRRN3,0_LTV1,0_LUZP1,0_MAEA,0_MAGEE1,0_MAP3K9,0_MAPKAPK2,0_MARK2,0_MAX,0_MCAT,0_MCCC2,0_MDH2,0_MED15,0_MED8,0_MEGF8,0_MEGF9,0_MEPCE,0_MERTK,0_MFGE8,0_MFNG,0_MFSD9,0_MGAT2,0_MGAT3,0_MIA2,0_MID1,0_MIER1,0_MLLT3,0_MLYCD,0_MMP11,0_MMP2,0_MN1,0_MOAP1,0_MOCS2,0_MON1B,0_MOXD1,0_MRPL4,0_MRPL50,0_MRPS2,0_MRPS35,0_MSI2,0_MST1,0_MSTO1,0_MT1E,0_MTA2,0_MTCH1,0_MTIF3,0_MYC,0_MYEF2,0_MYO6,0_NAF1,0_NAP1L1,0_NAT10,0_NBEA,0_NCKAP5L,0_NCSTN,0_NDRG2,0_NDUFA10,0_NDUFA5,0_NDUFB8,0_NDUFS3,0_NEURL1B,0_NFAT5,0_NIPAL3,0_NME1-NME2,0_NOP16,0_NOP56,0_NOP58,0_NPEPL1,0_NRP1,0_NRP2,0_NUBP1,0_OGDHL,0_OSBP,0_OXSM,0_PAFAH2,0_PANK2,0_PAQR7,0_PARVA,0_PCCA,0_PCDHGA1,0_PCDHGA12,0_PCDHGC3,0_PCYT2,0_PDCD1,0_PDCD1LG2,0_PDCD7,0_PDCL2,0_PDE10A,0_PDE12,0_PDGFA,0_PDHX,0_PDIA3,0_PDIA5,0_PELI1,0_PEPD,0_PEX6,0_PFDN4,0_PFDN5,0_PFDN6,0_PFKM,0_PGPEP1,0_PHYH,0_PIAS2,0_PINK1,0_PIWIL4,0_PKD2L2,0_PKNOX2,0_PLCG2,0_PLCL1,0_PLEKHA2,0_PLEKHA7,0_PLK3,0_PLOD3,0_PLSCR3,0_PLXDC2,0_PMPCA,0_PNPLA3,0_PODNL1,0_POLD3,0_POLG2,0_POLR3B,0_POMP,0_POU2F2,0_PPA2,0_PPIL3,0_PPM1F,0_PPP1R12A,0_PPP1R9A,0_PPP2CB,0_PPP3R2,0_PPRC1,0_PPWD1,0_PRCC,0_PRKCI,0_PRPF4,0_PRPF4B,0_PRR16,0_PSEN1,0_PSKH1,0_PSMD4,0_PSME3,0_PSMF1,0_PSMG3,0_PTGR1,0_PTPN21,0_PTPN23,0_PTPN3,0_PXDN,0_PXK,0_PYCR1,0_PYGO2,0_RAB14,0_RAB17,0_RAB9B,0_RABGAP1,0_RABGGTA,0_RAD23A,0_RAD23B,0_RAD51,0_RAD9B,0_RADIL,0_RALGDS,0_RANBP3L,0_RAP1GAP,0_RAP1GAP2,0_RAP1GDS1,0_RASGRF1,0_RASSF5,0_RAVER2,0_RBM17,0_RBM28,0_RCC1,0_RCC2,0_RFC2,0_RFFL,0_RHOA,0_RIC8A,0_RIPK1,0_RNF113A,0_RNF123,0_RNF130,0_RNF19A,0_RNH1,0_RNPEP,0_RPGR,0_RPL23,0_RPP38,0_RPS10,0_RPS15A,0_RXRB,0_SAE1,0_SCARA5,0_SCIN,0_SCO1,0_SCOC,0_SDCBP2,0_SEC14L2,0_SEC16A,0_SECISBP2L,0_SECTM1,0_SELL,0_SEMA3A,0_SEMA5A,0_SERPINA3,0_SERPINF2,0_SERPINH1,0_SETD3,0_SF3A3,0_SGSM1,0_SH3GL1,0_SH3RF1,0_SHC1,0_SHPK,0_SHROOM2,0_SHROOM3,0_SIKE1,0_SIPA1L1,0_SKA1,0_SKP2,0_SLC25A11,0_SLC25A23,0_SLC25A5,0_SLC27A4,0_SLC2A9,0_SLC30A9,0_SLC31A1,0_SLC38A6,0_SLC39A9,0_SLC7A1,0_SLC7A5,0_SLC7A6OS,0_SLC9A2,0_SLC9A9,0_SLMAP,0_SMAGP,0_SMARCA2,0_SMARCC2,0_SMARCD1,0_SMTN,0_SMU1,0_SMYD3,0_SNAI1,0_SNAI2,0_SNAP29,0_SNN,0_SNRNP48,0_SNRPA1,0_SNRPC,0_SNRPD2,0_SOCS3,0_SP1,0_SP100,0_SPPL2A,0_SRPX2,0_SSR4,0_SSX2IP,0_STAB1,0_STAT1,0_STC2,0_STX10,0_STX11,0_STX17,0_SUB1,0_SUDS3,0_SUMO4,0_SUPT5H,0_SV2C,0_SYNGR1,0_SYNGR2,0_SYNJ2BP,0_TACC2,0_TADA2B,0_TAF1,0_TAPT1,0_TBC1D14,0_TBCA,0_TC2N,0_TCF12,0_TDRD3,0_TEKT3,0_TES,0_TF,0_TFAP4,0_TFE3,0_THG1L,0_THOC2,0_THOC7,0_THTPA,0_THUMPD2,0_TIGD1,0_TIMM8A,0_TLE2,0_TMCC3,0_TMED8,0_TMED9,0_TMEM33,0_TMEM87B,0_TMEM9B,0_TMPO,0_TMPPE,0_TNFSF4,0_TOE1,0_TPM3,0_TPM4,0_TPST1,0_TPX2,0_TREM1,0_TREM2,0_TRIAP1,0_TRIM11,0_TRMT61B,0_TSEN34,0_TSKU,0_TSPAN1,0_TSPYL1,0_TTC19,0_TUBB6,0_TUSC3,0_UBAP2,0_UBE2D3,0_UBE2H,0_UBE2Z,0_UGGT1,0_UQCRC2,0_USE1,0_USP14,0_USP22,0_USP48,0_VASP,0_VEGFA,0_VEZT,0_VGLL4,0_VIM,0_VIPR1,0_VPS37B,0_VPS41,0_WDFY3,0_WDR1,0_WDR17,0_WDR48,0_WDR7,0_WDR90,0_WTAP,0_WWC1,0_XK,0_XKR9,0_XPO1,0_XRN2,0_ZBTB17,0_ZBTB44,0_ZBTB8OS,0_ZC3H12C,0_ZCCHC17,0_ZDHHC5,0_ZFPM2,0_ZMYM4,0_ZNF22,0_ZNF280D,0_ZNF304,0_ZNF503,0_ZNF677,0_ZXDB
0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,0,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1,3,0,0,0,1,2,2,0,0,1,0,2,0,0,17,0,0,4,0,0,0,5,0,0,2,0,2,1,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,6,337,0,0,0,0,0,2,1,0,0,2,3,2,1,291,0,2,0,0,11,0,0,2,0,6,0,1,0,0,0,0,25,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,6,0,0,0,12,0,0,0,0,5,0,0,0,8,0,1,0,0,0,0,1,0,0,1,0,0,3,200,0,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,59,0,0,0,2,49,0,1,16,2,0,0,0,1,0,1,0,1,40,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,1,0,0,0,0,0,3,4,0,0,0,0,0,0,2,4,0,0,0,1,0,6,6,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,3,37,0,1,0,1,0,0,4,0,367,0,0,0,1,9,0,1,0,0,205,1,0,0,8,2,0,1,0,3,2,0,0,0,1,0,0,2,1,1,32,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,3,0,0,1,0,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,3,0,0,1,2,3,0,0,0,0,0,1,3,42,0,0,1,277,0,5,1,0,16,0,0,0,1,1,0,0,1,1,0,11,0,0,0,0,0,1,3,1,2,3,1,0,0,0,2,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,4,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,24,34,0,0,5,0,0,2,0,1,368,0,167,2,0,6,0,0,0,20,8,0,5,2,2,0,0,1,0,1,0,0,7,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,31,420,6,0,0,9,1,0,1,0,0,1,5,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,8,0,116,0,0,0,1,2,0,0,1,0,0,0,3,0,27,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,2,1,66,0,0,0,2,0,3,0,0,0,1,0,0,0,112,0,0,1,1,2,0,2,0,4,0,0,0,0,0,0,0,0
200,0,2,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,1,18,13,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,4,0,1,0,0,0,0,0,3,2,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,391,0,0,0,0,0,0,0,0,0,0,301,0,0,366,0,1,0,1,0,0,3,0,2,173,0,0,1,3,1,1,3,0,0,0,0,0,13,0,0,0,21,1,0,2,0,11,0,0,0,1,0,2,1,1,0,9,0,14,2,0,0,0,0,0,0,15,1,1,5,1,0,0,0,0,0,0,4,0,0,0,0,10,220,0,6,1,0,0,0,0,4,0,0,0,0,3,2,0,0,6,0,0,0,0,226,0,0,0,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1,2,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,14,0,1,20,24,4,0,0,10,0,0,0,0,2,0,0,1,0,0,0,1,0,0,409,1,0,1,1,0,0,0,0,1,254,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,150,0,0,0,0,1,0,17,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,2,0,2,0,4,0,0,21,0,0,0,25,1,0,0,292,0,0,0,0,1,0,0,1,1,0,6,2,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,2,0,0,1,0,15,0,1,0,0,0,0,0,138,0,0,0,1,0,0,0,1,7,0,1,0,0,0,1,0,0,5,0,2,0,1,0,0,0,9,1,4,0,0,0,1,2,0,0,0,0,1,0,0,0,17,0,0,0,1,1,0,112,4,0,25,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,1,0,1,3,0,0,1,0,0,1,1,2,0,51,7,0,0,2,0,0,1,1,0,426,0,210,1,0,2,0,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,1,449,67,0,4,1,0,0,0,0,0,4,0,0,0,0,0,1,3,0,1,0,4,0,0,3,0,0,1,0,1,0,1,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,68,0,1,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0
300,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,18,5,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,62,31,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,379,1,1,2,47,0,0,0,1,1,0,267,0,0,360,0,1,1,1,0,5,0,0,0,150,1,0,0,3,0,0,6,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,4,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,1,0,0,2,0,201,0,1,0,0,0,0,0,1,0,1,0,1,3,0,0,0,6,1,0,1,0,235,0,4,0,6,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,402,0,3,0,1,0,0,0,0,0,259,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,147,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,304,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,1,105,0,0,48,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,2,0,5,0,0,0,402,0,155,0,0,1,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,448,24,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,309,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0
400,1,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,3,0,0,0,1,6,5,0,0,0,1,19,0,0,0,3,0,0,0,0,38,0,0,2,1,0,0,0,1,0,0,1,39,3,0,1,0,0,2,0,0,0,0,0,1,1,0,0,9,0,0,1,0,0,141,16,0,0,0,1,0,0,0,2,3,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,9,388,1,0,0,56,0,0,0,0,0,0,278,0,0,369,3,1,1,1,0,0,1,0,0,147,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,20,0,0,28,0,2,0,4,0,0,1,0,0,6,0,0,0,4,2,0,0,0,0,0,0,0,1,212,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,2,0,14,0,0,235,0,0,1,5,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,1,0,3,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,2,0,0,1,0,1,409,0,0,0,1,0,1,0,0,3,299,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,193,1,0,0,0,0,1,0,7,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,202,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,356,1,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,1,1,0,65,0,0,0,0,0,0,1,112,0,0,4,0,1,1,0,1,0,1,0,0,0,3,1,0,0,7,0,0,0,2,0,1,13,0,0,0,0,1,1,0,0,4,0,0,0,0,1,1,0,112,0,0,0,1,0,0,79,0,0,107,14,2,0,0,0,0,0,6,4,1,0,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0,1,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,47,9,0,2,2,1,0,0,0,0,337,0,134,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,5,0,1,0,1,4,0,1,3,0,2,0,452,82,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,1,0,3,0,7,1,0,0,0,0,2,0,0,0,1,1,0,3,1,0,0,0
499,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,20,0,1,6,0,0,1,0,0,2,59,0,6,5,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,321,0,0,0,0,0,0,1,0,6,0,0,2,0,0,2,0,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,7,414,0,0,0,2,4,0,0,0,0,0,322,0,0,390,0,1,0,1,0,0,0,0,0,211,0,0,0,0,1,0,1,0,0,0,75,1,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,16,3,0,2,0,1,0,0,0,0,3,0,0,1,36,0,4,0,0,0,0,1,0,0,221,2,3,0,1,1,1,0,0,0,0,2,0,7,0,3,0,2,0,0,0,0,197,1,0,0,7,0,0,242,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,3,0,1,0,69,0,0,0,2,0,0,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,4,0,0,10,1,0,0,1,0,0,8,1,0,0,429,0,0,0,0,0,0,0,4,0,291,1,0,1,0,0,0,0,0,0,0,1,0,8,0,3,0,0,0,1,261,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,1,0,8,6,0,0,276,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,385,0,0,0,0,1,3,0,0,2,0,0,57,0,0,31,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0,16,0,0,0,2,1,0,0,128,2,1,0,1,0,1,0,1,0,0,0,2,0,0,1,4,0,5,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,3,1,0,0,0,1,0,0,66,1,0,2,0,0,0,250,0,0,190,0,0,0,0,0,0,0,0,12,0,1,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,5,1,0,0,0,0,4,67,0,0,0,0,1,1,0,16,0,0,0,0,0,2,0,0,0,0,0,111,5,0,0,2,0,1,0,0,0,193,2,113,0,0,1,1,13,0,0,0,0,4,0,0,2,19,0,0,0,0,1,1,1,0,7,1,0,0,0,0,0,0,1,0,0,0,2,0,1,200,0,1,0,0,0,0,0,0,0,0,0,461,67,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,371,13,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,3,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
