gen,0_ABCD1,0_ACOT1,0_ACTN3,0_ADAM17,0_ADCY3,0_ADCY9,0_ADRM1,0_ADSL,0_AFG3L2,0_AGL,0_AHI1,0_AKAP1,0_AKAP8,0_AKAP8L,0_ALDH1L1,0_ALDH1L2,0_ALDH6A1,0_ALKBH5,0_ALS2,0_AMFR,0_AMZ2,0_ANAPC4,0_ANGPTL4,0_ANKRA2,0_ANKRD11,0_ANO10,0_ANP32B,0_AP1B1,0_AP3B1,0_AP4B1,0_AP4S1,0_APBB1,0_APBB3,0_APOBEC3D,0_APOD,0_APOL2,0_APOOL,0_AQP1,0_ARFGAP2,0_ARHGEF7,0_ARPC5,0_ASF1B,0_ATAD2,0_ATAD3B,0_ATG16L1,0_ATG4D,0_ATP2B3,0_ATP6V1A,0_ATP6V1B2,0_ATPAF1,0_AURKB,0_AZIN1,0_B4GALNT1,0_B4GALT6,0_BAP1,0_BBX,0_BCKDK,0_BCL2L2,0_BDH1,0_BDH2,0_BEX2,0_BGN,0_BIRC5,0_BLK,0_BLM,0_BRCA1,0_BTBD1,0_BTF3,0_BTF3L4,0_BTN2A1,0_BVES,0_C11orf54,0_C1orf162,0_C1orf174,0_C1orf54,0_C3orf18,0_C5orf46,0_C9orf40,0_CACNA1H,0_CAMLG,0_CAPN2,0_CAPZA1,0_CASP2,0_CAV1,0_CBX1,0_CBX3,0_CC2D2B,0_CCDC102B,0_CCDC127,0_CCDC59,0_CCDC88C,0_CCDC89,0_CCDC91,0_CCNB1,0_CCNB2,0_CCR6,0_CCT6A,0_CDC20,0_CDC37L1,0_CDC45,0_CDC6,0_CDCA5,0_CDCA8,0_CDK1,0_CDK19,0_CDK2AP1,0_CDKN2AIPNL,0_CDKN2C,0_CDT1,0_CENPA,0_CEP55,0_CFHR1,0_CFI,0_CHAC1,0_CHCHD3,0_CHMP1B,0_CHP2,0_CHRM2,0_CHST6,0_CIB2,0_CLDN7,0_CLDN8,0_CLK2,0_CLK4,0_CMAS,0_CNTNAP1,0_COG8,0_COIL,0_COL1A2,0_COL4A1,0_COMMD3,0_COPS3,0_COX4I1,0_CREBBP,0_CRHBP,0_CRP,0_CRTC1,0_CRYL1,0_CSAD,0_CSF1R,0_CSTF3,0_CTPS2,0_CTSF,0_CWC22,0_CYB5D2,0_CYCS,0_DAXX,0_DCAF11,0_DCAF12L1,0_DCAF4,0_DCLK1,0_DCUN1D5,0_DDX42,0_DEPDC1,0_DERL3,0_DGCR8,0_DGUOK,0_DHODH,0_DHRS7,0_DIAPH1,0_DIP2C,0_DLD,0_DLG2,0_DLX5,0_DMP1,0_DNAJB6,0_DNAJB7,0_DNAJC2,0_DNAL4,0_DNASE1L3,0_DOCK6,0_DPAGT1,0_DTX4,0_DUS4L,0_DUSP7,0_DVL3,0_DYNC2LI1,0_ECHS1,0_EDEM2,0_EDNRB,0_EEF1B2,0_EEF1G,0_EFNA5,0_EGFL7,0_EHBP1L1,0_EHHADH,0_EIF2S2,0_EIF2S3,0_EIF3E,0_EIF3F,0_EIF3H,0_EIF5,0_ELOVL1,0_EME1,0_ENGASE,0_ENPP3,0_ENPP4,0_EP400,0_ERAP2,0_ERCC6L,0_ESPL1,0_EWSR1,0_EXTL3,0_FABP7,0_FADS1,0_FAF2,0_FAM111A,0_FAM136A,0_FAM193B,0_FAM20A,0_FAM53A,0_FAM53B,0_FAM83H,0_FAM89A,0_FANCI,0_FASTKD5,0_FBXW5,0_FECH,0_FER,0_FGB,0_FGF2,0_FIGN,0_FKBP10,0_FLOT1,0_FOXS1,0_FRAT1,0_FRK,0_FTSJ1,0_FUBP3,0_FXYD2,0_G3BP2,0_GALK1,0_GAS1,0_GATAD2B,0_GBGT1,0_GBP1,0_GEMIN6,0_GFM1,0_GGCX,0_GGPS1,0_GGT6,0_GGTA1,0_GIMAP2,0_GLG1,0_GLIPR2,0_GLOD5,0_GMFG,0_GORAB,0_GORASP2,0_GPRC5D,0_GRAMD1C,0_GRSF1,0_GSR,0_GSTA1,0_GSTO2,0_GTF2I,0_GTPBP3,0_GTPBP8,0_HDAC10,0_HDAC5,0_HELQ,0_HEPH,0_HERC2,0_HGF,0_HIBADH,0_HIP1R,0_HMGA2,0_HMGN1,0_HMGXB4,0_HMOX2,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPL,0_HNRNPR,0_HOXA4,0_HOXC13,0_HP1BP3,0_HPS3,0_HPS5,0_HSDL2,0_HSPA5,0_HYLS1,0_ICA1L,0_IDI1,0_IER3,0_IGF1R,0_IMPA2,0_INPP5B,0_INTS3,0_INTS8,0_IRAK3,0_IRF1,0_IRF7,0_ISG15,0_ITGB3,0_ITIH1,0_IVD,0_JAZF1,0_JDP2,0_KCND1,0_KCNJ2,0_KCNK1,0_KCNK6,0_KCTD16,0_KDELR2,0_KDM3B,0_KDSR,0_KIAA0232,0_KIAA1143,0_KIAA1671,0_KIF11,0_KIF18A,0_KIF20A,0_KIF2A,0_KIF4A,0_KIF4B,0_KLHL36,0_KRI1,0_KRT8,0_L2HGDH,0_L3MBTL3,0_LGALS1,0_LGALS8,0_LIG3,0_LINS1,0_LMBR1,0_LPAR2,0_LRCH2,0_LSM12,0_LTV1,0_LUZP1,0_LZTS1,0_MACC1,0_MAF,0_MAGEA4,0_MAML1,0_MAN2B1,0_MAP3K14,0_MAPK12,0_MARCKS,0_MCM6,0_MCM9,0_MECP2,0_MED15,0_MED8,0_MEGF9,0_MERTK,0_MFSD1,0_MIA2,0_MID1,0_MKI67,0_MKNK1,0_MLLT3,0_MLPH,0_MLX,0_MOAP1,0_MPHOSPH10,0_MPV17L,0_MRPL16,0_MRPL9,0_MSTO1,0_MT1A,0_MTDH,0_MTM1,0_MTOR,0_NAA10,0_NAPA,0_NBEA,0_NCAPH,0_NCKAP1L,0_NDUFA4,0_NDUFA5,0_NDUFAB1,0_NDUFS2,0_NEUROD1,0_NFAT5,0_NFS1,0_NFX1,0_NONO,0_NOP58,0_NPR3,0_NRP2,0_NTRK3,0_NUDT1,0_NUMA1,0_NUP62,0_ODF2,0_ONECUT2,0_OSBPL1A,0_OTUD6B,0_OXSM,0_P2RX4,0_PADI1,0_PAFAH2,0_PAK1IP1,0_PARD6A,0_PATZ1,0_PAX9,0_PCCB,0_PCDHGA12,0_PCGF1,0_PCID2,0_PDCD5,0_PDCD7,0_PDE12,0_PDHX,0_PDIA3,0_PDK2,0_PDSS2,0_PDZD11,0_PECR,0_PFDN5,0_PGK2,0_PGLYRP2,0_PHF5A,0_PHIP,0_PHLDB2,0_PI4KA,0_PIF1,0_PIGR,0_PILRB,0_PIP5K1A,0_PJA1,0_PKIB,0_PLA2G5,0_PLCXD1,0_PLK1,0_PLRG1,0_PNN,0_PNPLA8,0_POLG2,0_PON2,0_POR,0_PPAN,0_PPARA,0_PPFIBP2,0_PPME1,0_PPP2R2C,0_PPP2R2D,0_PPP3R2,0_PRAF2,0_PRC1,0_PRCP,0_PRDM1,0_PREP,0_PRKAB1,0_PRPF4B,0_PRRC1,0_PSMA1,0_PSMA4,0_PSMB4,0_PSMD12,0_PSMD3,0_PTER,0_PTHLH,0_PTPN2,0_PTPN23,0_PUS7,0_PYCARD,0_PYCR1,0_PYGO2,0_PZP,0_RAB11FIP4,0_RAB11FIP5,0_RAB23,0_RAB5C,0_RAB9A,0_RACGAP1,0_RAD51,0_RANBP1,0_RANBP3L,0_RANGAP1,0_RAP1GAP,0_RAPGEF3,0_RASEF,0_RBM25,0_RBM28,0_RBM47,0_RCCD1,0_RFC4,0_RFFL,0_RFK,0_RGPD1,0_RGPD6,0_RIC3,0_RIOK1,0_RNASE3,0_RNF130,0_RNF17,0_RNF181,0_RNF19A,0_RPA4,0_RPL13,0_RPL13A,0_RPL19,0_RPL23,0_RPL36,0_RPL37A,0_RPL9,0_RPLP0,0_RPN2,0_RPS20,0_RPS23,0_RPS25,0_RSPH3,0_RUNX1,0_S100A1,0_S100A13,0_SAMD9,0_SAMM50,0_SARDH,0_SART3,0_SCAP,0_SCARB1,0_SCGB1D2,0_SCLT1,0_SDCCAG8,0_SDHA,0_SEC14L2,0_SEC16A,0_SEC63,0_SELL,0_SEMA3A,0_SEMA5A,0_SENP7,0_SERPINA3,0_SERPINA4,0_SERPINB6,0_SERPINH1,0_SF3A3,0_SGMS1,0_SH3D19,0_SH3GL1,0_SH3RF1,0_SHC1,0_SHROOM2,0_SIPA1L1,0_SIRT3,0_SIX5,0_SKA1,0_SLC10A3,0_SLC12A7,0_SLC15A4,0_SLC16A3,0_SLC25A12,0_SLC25A23,0_SLC25A5,0_SLC2A5,0_SLC39A6,0_SLC39A8,0_SLC43A2,0_SLC6A2,0_SLC9A2,0_SMARCE1,0_SMU1,0_SNAP29,0_SNRPA1,0_SNRPB2,0_SNRPD3,0_SNX15,0_SOCS5,0_SPAG16,0_SPAG5,0_SPG11,0_SPTA1,0_SPTBN1,0_SRP19,0_SRRM1,0_SSB,0_ST8SIA3,0_STAB1,0_STEAP3,0_STOML2,0_STRADB,0_STX10,0_STX4,0_STXBP5,0_SUMO1,0_SURF6,0_SV2C,0_SYNE2,0_SYNGR1,0_SYTL1,0_TAF1A,0_TAF9B,0_TAP1,0_TBC1D1,0_TBC1D13,0_TBC1D14,0_TBC1D20,0_TBC1D4,0_TBCE,0_TCTA,0_THG1L,0_THRAP3,0_THTPA,0_THUMPD3,0_TIGD1,0_TLE2,0_TM9SF4,0_TMCC3,0_TMEM141,0_TMEM25,0_TMEM33,0_TMEM39A,0_TMEM72,0_TMEM87B,0_TMEM9B,0_TMPO,0_TNFRSF10B,0_TNFRSF21,0_TNIP2,0_TOLLIP,0_TOP2A,0_TPPP,0_TPST1,0_TRAIP,0_TRIAP1,0_TRIM65,0_TRIO,0_TRMT2A,0_TRMT61B,0_TSEN34,0_TSPYL1,0_TTC19,0_TTC27,0_TTC4,0_TTK,0_TTLL11,0_TUBA8,0_TUBB,0_UBA2,0_UBA52,0_UBAC1,0_UBAP1,0_UBE2C,0_UBE2D1,0_UBE2F,0_UBQLN1,0_UBXN11,0_UBXN6,0_UBXN8,0_UCP2,0_ULK2,0_UPK3B,0_UQCRC2,0_UROC1,0_USP2,0_UXT,0_VAMP1,0_VKORC1,0_VPS37B,0_VPS4A,0_VTI1B,0_WAS,0_WDFY3,0_WIPF1,0_WLS,0_WT1,0_WTAP,0_XK,0_XKR9,0_YAP1,0_ZBTB20,0_ZDHHC17,0_ZDHHC6,0_ZFYVE1,0_ZIC1,0_ZMIZ1,0_ZNF146,0_ZNF207,0_ZNF251,0_ZNF326,0_ZNF382,0_ZNF436,0_ZNF544,0_ZNF638,0_ZNF677,0_ZNF7,0_ZNF700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,387,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,163,130,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,303,0,0,235,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,254,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,353,0,0,0,0,359,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,244,52,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,164,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,338,0,0,0,0,0,0,0,0,0,0,162,0,319,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,1,0,1,1,0,3,1,0,1,0,2,0,5,0,0,0,3,0,0,0,24,1,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2,0,0,223,2,3,0,3,0,2,0,1,0,0,1,0,0,0,0,0,1,462,0,0,1,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,352,0,325,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,2,0,0,0,0,6,0,0,0,168,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,0,1,0,5,0,0,0,0,0,3,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,11,0,4,1,1,29,0,1,0,1,0,0,0,0,0,0,1,0,0,176,1,61,1,1,0,0,0,90,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,342,3,8,0,0,1,0,31,0,0,0,0,9,0,0,8,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,4,13,1,7,0,1,3,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,195,1,2,0,1,0,1,1,7,0,9,2,0,0,308,2,0,0,0,1,0,0,0,0,0,0,133,21,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,80,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,4,4,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,1,0,4,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,5,0,0,0,293,1,0,0,7,0,0,0,0,1,2,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,258,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,346,0,1,0,1,0,1,0,0,0,0,0,0,0,0,14,228,12,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,1
200,0,0,8,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,8,0,0,3,0,3,2,0,0,0,2,1,1,0,2,13,0,2,0,0,0,0,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1,0,277,0,5,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,2,0,0,0,1,2,0,2,0,8,0,3,1,0,1,0,1,0,0,0,1,0,2,2,0,0,0,3,0,2,0,0,0,0,0,20,0,3,374,1,326,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,225,2,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,7,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,35,0,0,0,0,0,1,47,0,0,0,0,26,0,84,0,0,0,0,0,1,3,50,0,0,2,1,0,1,0,47,0,1,0,18,0,0,0,364,1,0,0,0,0,0,58,1,0,0,0,1,1,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,0,4,10,1,0,0,2,2,13,0,0,5,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,2,0,0,0,0,1,3,0,255,8,63,0,2,0,0,0,2,0,0,0,147,8,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,1,98,0,0,0,0,1,5,1,0,0,2,1,0,0,1,0,2,1,0,0,1,0,0,0,4,0,4,0,0,3,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,5,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,45,3,0,18,0,0,0,240,0,2,0,3,0,1,0,1,0,0,0,3,0,1,2,2,0,2,1,0,0,0,1,0,0,0,1,0,185,0,0,3,2,1,1,64,0,1,0,0,0,0,0,0,301,0,0,2,0,46,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,43,2,0,0,0,2,0,363,0,0,0,0,0,0,0,0,0,1,0,0,83,0,0,245,2,46,0,0,0,0,0,0,1,2,0,0,40,0,4,0,10,0,0
300,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,284,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,470,1,0,0,21,2,2,1,2,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,30,0,3,0,0,0,2,0,0,361,12,358,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,183,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,11,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,30,1,0,0,0,4,0,2,0,0,3,0,0,0,20,0,0,0,0,2,0,2,48,0,0,2,0,0,0,9,173,0,0,0,0,0,0,0,381,0,0,0,2,0,0,260,0,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,2,0,98,0,1,0,0,0,0,0,0,0,0,0,0,3,179,0,287,0,1,1,0,0,0,33,0,0,118,5,1,2,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,46,0,1,27,1,0,1,0,0,4,1,0,0,0,1,0,2,0,0,2,1,0,1,1,0,0,15,0,0,0,0,1,3,0,0,0,0,0,29,0,0,1,3,0,0,0,3,0,0,0,3,0,1,0,0,0,0,7,0,19,2,1,0,2,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,1,0,0,0,0,0,4,0,0,42,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,3,0,161,3,1,6,1,0,4,131,0,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,332,0,1,0,0,1,1,0,1,1,3,0,0,0,1,0,262,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,375,0,0,0,0,12,0,0,0,0,0,0,3,77,0,0,210,0,2,1,1,0,0,2,1,0,3,1,0,49,0,0,0,0,0,0
400,0,0,0,2,0,0,1,12,0,1,0,0,0,0,2,0,6,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,9,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,2,0,10,0,1,0,0,0,20,1,1,0,2,1,0,0,0,0,1,0,0,0,0,272,0,3,1,0,1,30,0,0,1,0,0,1,2,0,0,2,0,471,0,1,0,35,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,1,11,0,0,0,0,2,0,0,0,352,7,369,0,0,0,30,0,0,1,1,1,0,0,0,1,0,10,0,0,2,0,0,0,4,1,0,5,0,0,0,1,124,0,0,0,7,3,0,0,0,6,0,0,0,0,0,0,0,0,1,62,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2,31,2,0,0,2,0,0,0,2,0,0,0,32,0,0,23,0,0,0,0,26,0,1,0,0,0,5,0,0,0,0,0,0,0,44,1,0,3,0,0,0,145,231,3,0,0,0,0,1,3,389,0,1,2,0,0,1,316,0,53,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,233,0,2,0,0,0,0,1,0,2,0,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,85,0,5,0,0,0,1,0,0,0,0,0,0,0,211,0,326,0,0,0,1,0,0,52,1,3,115,3,0,0,1,0,0,0,0,3,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,100,2,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,3,26,0,0,0,0,0,5,0,3,0,0,2,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,7,1,0,3,0,0,33,0,0,40,0,1,0,0,0,0,3,0,2,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,1,0,0,246,1,4,3,0,0,0,61,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,50,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,392,0,0,0,0,27,0,0,2,1,0,1,0,123,0,0,204,0,0,0,0,2,1,0,0,0,6,0,2,74,0,0,0,1,1,0
499,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,1,23,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,8,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,1,0,0,61,1,0,0,0,0,13,0,1,1,0,1,0,0,0,0,1,0,0,1,23,239,0,3,1,0,0,25,1,0,0,4,0,0,0,0,1,3,0,467,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,10,1,0,4,4,1,0,0,0,315,8,360,0,0,0,0,0,0,0,2,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,0,0,0,0,2,0,73,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,6,0,6,0,1,0,0,1,49,0,1,0,0,0,0,0,10,0,0,0,41,0,0,5,0,0,0,0,7,1,0,0,0,1,5,0,0,0,0,0,0,0,40,1,1,2,0,1,0,196,236,0,0,0,0,0,3,0,381,0,0,0,0,0,0,312,0,20,0,9,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,232,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,1,80,0,17,1,0,0,0,0,0,4,0,0,0,0,183,0,361,2,0,0,0,1,0,38,0,0,45,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,1,1,0,2,0,0,122,0,2,0,0,1,0,0,0,8,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,35,0,3,0,1,0,10,0,5,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,2,0,0,0,0,27,0,0,4,1,0,0,0,1,0,3,0,9,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,228,0,6,3,0,1,0,33,0,0,0,2,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,37,0,1,1,0,0,0,0,0,0,4,0,0,0,12,0,7,0,0,380,7,0,0,0,12,0,1,0,0,0,0,0,64,0,0,170,0,0,0,0,1,0,0,0,0,4,0,0,47,0,0,0,0,1,0
