gen,0_AAGAB,0_ABCA4,0_ABHD10,0_ABR,0_ACAA1,0_ACAD9,0_ACADL,0_ACAP1,0_ACE2,0_ACO1,0_ACOT9,0_ACTN1,0_ADAM23,0_ADAM33,0_ADAM8,0_ADCY2,0_ADD1,0_ADM,0_ADPGK,0_ADRM1,0_AFAP1,0_AFG3L2,0_AFP,0_AKAP1,0_AKAP8L,0_AKAP9,0_AKR1C1,0_ALCAM,0_ALDH1B1,0_ALDH6A1,0_ALG2,0_ALG3,0_ALKBH2,0_AMPD2,0_ANAPC4,0_ANGPTL4,0_ANKRD31,0_ANKRD39,0_ANKRD49,0_ANXA11,0_ANXA2,0_AP1G1,0_APEH,0_API5,0_APP,0_AQP1,0_ARFIP1,0_ARHGAP12,0_ARL6IP5,0_ARNT2,0_ARPC5,0_ARRDC4,0_ASAH1,0_ASF1B,0_ATAD2,0_ATF4,0_ATP10D,0_ATP2B3,0_ATP6V0A1,0_ATP6V1B1,0_ATP6V1D,0_ATP7B,0_AUH,0_AUP1,0_AURKB,0_AZI2,0_B3GNTL1,0_B4GALNT2,0_B4GALT3,0_BAMBI,0_BAZ1A,0_BBS4,0_BCKDK,0_BCL2,0_BCL2L2,0_BCL9,0_BEX1,0_BEX2,0_BIRC3,0_BLK,0_BNIP3L,0_BPNT1,0_BRAF,0_BST2,0_BTN3A3,0_BUD31,0_C11orf45,0_C15orf40,0_C17orf75,0_C1orf116,0_C1orf159,0_C1orf54,0_C3orf14,0_C4BPA,0_C5orf24,0_C5orf46,0_CA9,0_CAB39,0_CACNA1H,0_CAD,0_CALU,0_CAMK2G,0_CAMSAP1,0_CAPZA1,0_CARD11,0_CASP1,0_CBLC,0_CBWD1,0_CBX3,0_CCDC130,0_CCDC28A,0_CCDC57,0_CCDC68,0_CCDC88B,0_CCDC91,0_CCNA2,0_CCNB1,0_CCNH,0_CCR6,0_CD24,0_CD300C,0_CD47,0_CD74,0_CDC16,0_CDC45,0_CDCA7L,0_CDCA8,0_CDH1,0_CDH11,0_CDHR2,0_CDK1,0_CDK18,0_CDK4,0_CDKN1A,0_CEBPB,0_CES3,0_CHCHD3,0_CHD1,0_CHD1L,0_CHI3L2,0_CHMP1B,0_CHMP4C,0_CHP2,0_CHRD,0_CHRDL1,0_CHUK,0_CKS1B,0_CLDN8,0_CLEC4D,0_CLIC1,0_CLIC3,0_CLK1,0_CLK2,0_CLK4,0_CLMN,0_CLTB,0_CLYBL,0_CMAS,0_CMTM3,0_CMTM4,0_CNIH4,0_CNOT2,0_CNPY2,0_CNTN2,0_CNTNAP1,0_COL1A1,0_COL4A1,0_COPS4,0_CORO1C,0_CPE,0_CPNE5,0_CPT1A,0_CPT2,0_CRTC2,0_CSNK2A1,0_CSTF3,0_CTBP2,0_CTCF,0_CTNNA1,0_CTR9,0_CTSF,0_CTSH,0_CTSZ,0_CTTNBP2,0_CWC15,0_CXCR5,0_CYB5R3,0_CYGB,0_CYP2R1,0_DCAF12L1,0_DCAF8,0_DCP1A,0_DCTN3,0_DCUN1D3,0_DCUN1D5,0_DDAH1,0_DDIT4,0_DDX41,0_DDX55,0_DEPDC1,0_DERL3,0_DGKA,0_DGKG,0_DHODH,0_DHRS7,0_DHX30,0_DIAPH1,0_DKC1,0_DLG1,0_DMTF1,0_DNAJA2,0_DNAJC5,0_DNAL4,0_DNASE1L3,0_DNMT3L,0_DPYSL3,0_DSG2,0_DTX4,0_DUSP16,0_DUSP22,0_DYRK1A,0_DYRK4,0_DZIP1L,0_E2F1,0_EDAR,0_EDNRB,0_EEF1B2,0_EFS,0_EGFL7,0_EIF2S3,0_EIF3CL,0_EIF3D,0_EIF3I,0_EIF4EBP1,0_EIF5A,0_ELOVL7,0_ENAH,0_ENGASE,0_ENO2,0_ENPP3,0_ENPP4,0_ENPP5,0_EP400,0_EPHA3,0_ERBB3,0_ERBB4,0_ERC1,0_ERCC4,0_ERGIC1,0_ERI3,0_EVI5L,0_FABP7,0_FAHD1,0_FAM104A,0_FAM111A,0_FAM117A,0_FAM122B,0_FAM122C,0_FAM135A,0_FAM193B,0_FAM20A,0_FAM32A,0_FAM47E,0_FAM53A,0_FAM89A,0_FAM98B,0_FASTKD5,0_FBP1,0_FCHO1,0_FEN1,0_FGG,0_FKBP10,0_FLAD1,0_FLNB,0_FLRT3,0_FRK,0_FTH1,0_FUBP3,0_FUCA1,0_FXR1,0_FXYD2,0_FXYD3,0_GAB2,0_GALNT2,0_GAPDH,0_GAS1,0_GBA2,0_GBP5,0_GCDH,0_GFM1,0_GGT6,0_GGT7,0_GLI3,0_GLOD4,0_GMPR2,0_GNL3,0_GOLT1B,0_GORAB,0_GPR107,0_GPR160,0_GPRC5D,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GRTP1,0_GSTA1,0_GSTA3,0_GSTK1,0_GTF2I,0_GTF3C1,0_GTPBP2,0_GTPBP8,0_GTSF1,0_GUF1,0_HADHB,0_HAL,0_HAUS3,0_HAUS5,0_HCCS,0_HDAC3,0_HERC2,0_HERC3,0_HGD,0_HIBADH,0_HIBCH,0_HIP1R,0_HNRNPH1,0_HPR,0_HPS4,0_HSD17B11,0_HSD17B14,0_HSD17B6,0_HSD17B8,0_HTR2B,0_HTT,0_ICA1,0_ICA1L,0_IER5,0_IFI35,0_IFRD1,0_IK,0_IL23A,0_INPP5B,0_INTS3,0_INTS8,0_IP6K1,0_ISG15,0_ISL1,0_ITGA2,0_ITIH1,0_JAKMIP2,0_JMJD6,0_JPH2,0_KANK2,0_KCNA5,0_KCND1,0_KCNK1,0_KCNK6,0_KCNS3,0_KCTD13,0_KCTD16,0_KDM6B,0_KIAA1143,0_KIAA1328,0_KIAA1755,0_KIAA1841,0_KIF11,0_KIF18A,0_KIF1B,0_KIF7,0_KIF9,0_KLHL8,0_KRT19,0_KRT4,0_KRT7,0_KTN1,0_LAMB2,0_LAMP1,0_LAPTM5,0_LDLRAD2,0_LEMD2,0_LENG8,0_LGALS8,0_LGI4,0_LGR5,0_LINGO2,0_LMNB1,0_LMNB2,0_LRBA,0_LRCH2,0_LRPAP1,0_LRRC57,0_LRRN4CL,0_LRSAM1,0_LSM12,0_LSM2,0_LUC7L,0_MACROD2,0_MAGEA4,0_MAOA,0_MAP2K5,0_MAPK11,0_MAPK12,0_MAPK8,0_MAPKAP1,0_MBD4,0_MCM6,0_MECR,0_MED8,0_MEP1A,0_MEPCE,0_MERTK,0_MFSD9,0_MGAT3,0_MGST1,0_MIA2,0_MKKS,0_MOGS,0_MPHOSPH10,0_MPV17L,0_MPZL1,0_MRPL18,0_MRPS15,0_MRPS18C,0_MTCH1,0_MTM1,0_MTMR12,0_MTOR,0_MX1,0_MXD1,0_MYO1B,0_MYO6,0_MYO9A,0_MYO9B,0_NAA25,0_NAF1,0_NANS,0_NAPA,0_NBEA,0_NCLN,0_NDRG1,0_NDUFA4,0_NDUFA4L2,0_NDUFV1,0_NEK1,0_NEUROD1,0_NF2,0_NFE2L1,0_NFS1,0_NFX1,0_NFYB,0_NME1,0_NME5,0_NOP16,0_NOP58,0_NPM1,0_NR3C1,0_NR3C2,0_NUDT10,0_NUDT11,0_NUDT16L1,0_NUDT5,0_NUP50,0_OGDH,0_OGDHL,0_OGFR,0_OLFML1,0_OPHN1,0_OPTN,0_ORM1,0_P2RX6,0_P4HA3,0_P4HTM,0_PA2G4,0_PACSIN2,0_PADI1,0_PAFAH2,0_PAICS,0_PARP1,0_PARP3,0_PARP6,0_PAX9,0_PCDHGA1,0_PCDHGB5,0_PCDHGC3,0_PCDHGC4,0_PCGF1,0_PCK1,0_PDCD10,0_PDCD7,0_PDE12,0_PDPK1,0_PDZRN3,0_PFDN5,0_PGAM2,0_PGK2,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHF8,0_PHIP,0_PHKA2,0_PHLDA3,0_PHLDB2,0_PI4KA,0_PI4KB,0_PIGQ,0_PIGR,0_PILRB,0_PINK1,0_PKD2L2,0_PLA2G15,0_PLEKHA2,0_PLEKHJ1,0_PLK1,0_PLTP,0_PMPCB,0_PNP,0_PODNL1,0_POLG,0_POLG2,0_POLR3D,0_POMP,0_PON1,0_PPARA,0_PPAT,0_PPFIBP2,0_PPIB,0_PPM1H,0_PPP1R12A,0_PPP1R13B,0_PPP2CB,0_PPP2R2B,0_PPP2R2C,0_PPP2R5A,0_PPP3R2,0_PPWD1,0_PRC1,0_PRICKLE4,0_PRPF40A,0_PRR15L,0_PRRT3,0_PRTFDC1,0_PSENEN,0_PSMA1,0_PSMB10,0_PSMB2,0_PSMB4,0_PSMC4,0_PSMD12,0_PSMD3,0_PSMD8,0_PSMG3,0_PTGIS,0_PTGR1,0_PTGS1,0_PTPN21,0_PTPN7,0_PTPRA,0_PTPRJ,0_PYCARD,0_PYCR1,0_RAB11FIP1,0_RAB11FIP4,0_RAB23,0_RACGAP1,0_RAD54L,0_RANBP2,0_RANBP6,0_RAP1GDS1,0_RAPGEF1,0_RASD2,0_RASSF4,0_RBM25,0_RBM28,0_RCC2,0_RCN1,0_RCOR3,0_RELA,0_REM1,0_RFXANK,0_RGPD6,0_RGS1,0_RHOA,0_RIC3,0_RIC8A,0_RIN3,0_RNASE3,0_RNASEH2C,0_RNASET2,0_RNF113A,0_RNF123,0_RNF149,0_RNF19B,0_RNF4,0_RPL10,0_RPL24,0_RPL5,0_RPLP0,0_RPLP2,0_RPN2,0_RPS17,0_RPS27A,0_RPS7,0_RSAD2,0_RUFY1,0_RUFY3,0_RUVBL1,0_RYBP,0_S100A11,0_S100A13,0_SAAL1,0_SAMD9L,0_SBNO1,0_SBNO2,0_SCAPER,0_SCARA5,0_SCML4,0_SCO1,0_SCP2,0_SDHA,0_SDHAF2,0_SDHB,0_SDHD,0_SEC24B,0_SEMA3A,0_SEMA4D,0_SEMA5A,0_SERPINA3,0_SERPINA4,0_SERPINF2,0_SETDB2,0_SF3A1,0_SGMS2,0_SH3BP2,0_SH3GLB1,0_SH3RF1,0_SHC1,0_SHPK,0_SHROOM3,0_SIK3,0_SLC10A3,0_SLC12A4,0_SLC13A1,0_SLC16A1,0_SLC25A23,0_SLC27A4,0_SLC2A9,0_SLC36A1,0_SLC3A1,0_SLC41A3,0_SLC44A1,0_SLC6A12,0_SLC9A2,0_SLMAP,0_SMARCE1,0_SNRPD1,0_SNRPG,0_SNX15,0_SNX29,0_SOCS6,0_SOD2,0_SPAG16,0_SPAG5,0_SPTLC1,0_SREBF2,0_SRM,0_SRR,0_SSR4,0_STARD13,0_STK36,0_STRN,0_STUB1,0_SUDS3,0_SUMO2,0_SUOX,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_SYTL1,0_TADA2B,0_TAF10,0_TANK,0_TBC1D14,0_TBC1D19,0_TBL1X,0_TCERG1,0_TCOF1,0_TFAM,0_TFDP1,0_THOC2,0_THRA,0_THUMPD2,0_TMCO1,0_TMEM132E,0_TMEM139,0_TMEM39A,0_TMEM72,0_TMEM9B,0_TMPO,0_TMPPE,0_TMPRSS2,0_TNFRSF11B,0_TNFRSF18,0_TNIP2,0_TNKS1BP1,0_TOM1,0_TOMM5,0_TOMM6,0_TOP2B,0_TPD52L2,0_TPPP,0_TPX2,0_TRAF6,0_TRIB3,0_TRIM27,0_TRIM52,0_TRIM65,0_TRIM69,0_TRMT6,0_TRMT61B,0_TRUB1,0_TSEN15,0_TSEN34,0_TSPAN1,0_TSPYL1,0_TSPYL2,0_TTC19,0_TTC4,0_TTLL3,0_TUBA1A,0_TUBA1C,0_TUBA8,0_TXNDC17,0_TXNDC5,0_U2AF1L4,0_UAP1,0_UBAC1,0_UBAP2L,0_UBB,0_UBE2Z,0_UBE3B,0_UBE3C,0_UBQLN4,0_UBXN4,0_UBXN6,0_UCN,0_UGCG,0_UGT8,0_UNC50,0_UPK3B,0_UQCRC2,0_UROC1,0_USP39,0_USP7,0_VAPA,0_VCAN,0_VEGFA,0_VEZF1,0_VKORC1,0_VPS16,0_WASL,0_WDR1,0_WDR17,0_WDR48,0_WSCD2,0_WTAP,0_XK,0_XRN2,0_YWHAG,0_ZBTB12,0_ZBTB2,0_ZBTB42,0_ZBTB5,0_ZBTB8OS,0_ZCCHC24,0_ZDHHC15,0_ZIC1,0_ZMIZ1,0_ZNF131,0_ZNF148,0_ZNF224,0_ZNF24,0_ZNF337,0_ZNF443,0_ZNF549,0_ZNF687,0_ZNF689,0_ZNF7,0_ZNF768,0_ZNHIT3,0_ZSCAN29
0,0,0,0,0,0,0,129,125,147,0,0,212,13,85,0,94,0,15,0,0,0,0,91,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,172,0,0,0,0,0,9,0,37,0,0,0,0,0,0,0,107,0,15,0,0,0,0,0,0,59,113,0,84,0,0,0,147,0,0,0,0,0,100,0,0,0,0,0,68,14,0,60,0,0,0,0,0,75,0,0,0,0,0,0,159,34,0,0,0,0,0,28,0,0,0,0,0,0,69,0,0,0,82,0,0,0,47,0,73,0,0,0,43,0,0,0,105,78,0,0,163,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,56,16,56,0,0,0,113,97,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,48,0,99,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,108,15,130,0,0,0,0,0,0,210,48,0,0,137,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,0,67,0,0,0,0,0,54,0,0,0,0,0,0,0,0,152,0,155,154,0,0,0,0,0,0,76,0,0,0,0,147,0,0,0,0,137,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,70,0,40,0,0,0,0,0,0,65,0,0,189,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,92,0,45,0,59,0,0,0,0,0,0,0,173,0,0,0,107,0,0,187,0,141,0,0,2,0,0,0,0,0,0,0,0,0,0,89,0,136,0,0,0,244,0,0,113,0,0,0,0,0,326,0,0,0,78,0,0,0,0,0,0,233,0,0,0,54,185,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,39,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,68,0,0,31,0,0,0,0,0,0,85,0,59,0,118,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,74,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,167,44,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,93,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,116,0,0,60,38,70,0,0,0,0,0,0,0,0,66,0,0,0,54,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,148,0,0,0,153,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,155,0,107,0,0,0,63,0,0,0,0,0,0,152,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,48,0,0,0,0,0,20,40,176,0,0,60,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,0,0,0,1,0,0,0,22,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,318,0,28,10,0,1,0,0,2,0,0,0,2,0,1,104,0,0,0,0,1,2,1,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,3,0,1,6,0,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,178,2,0,0,1,0,3,0,0,1,0,0,0,0,0,1,28,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,102,0,0,0,0,0,1,106,2,0,0,0,3,0,0,3,1,0,0,1,1,1,3,0,0,0,0,3,0,0,0,334,244,0,0,0,0,0,4,0,1,338,8,3,0,36,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,208,1,11,397,1,0,0,2,1,0,0,2,0,1,0,29,0,6,1,1,7,0,0,0,0,171,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,33,54,0,1,1,0,0,0,1,0,0,0,1,57,0,0,0,20,0,0,470,0,26,0,1,0,0,0,0,1,0,0,2,1,0,4,0,0,0,1,0,0,442,279,8,0,0,1,3,0,0,208,1,2,0,60,3,1,0,0,1,0,415,2,0,0,0,9,0,0,0,0,0,0,1,0,5,8,0,0,0,0,0,0,0,1,0,0,4,0,0,266,1,3,0,0,0,1,357,0,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,7,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,5,2,0,111,0,7,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,300,1,1,12,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,1,16,0,1,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,4,1,2,0,143,3,1,2,11,3,0,273,2,1,0,3,0,0,0,1,1,1,0,2,15,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19,0,1,0,0,1,1,0,0,7,0,24,0,0,249,158,0,0,2,0,0,0,0,1,0,0,3,1,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,3,4,1,0,0,0,2,0,0,19,0,6,0,1,365,2,203,0,0,0,0,8,0,0,0,0,0,3,0,0,1,0,0,9,0,0,0,0,1,0,0,3,0,0,0,0,1,7,0,0,1,0,4,0,94,0
200,38,2,0,0,0,1,0,0,219,0,0,168,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,71,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,4,0,0,0,0,2,0,4,0,0,0,0,0,1,1,0,63,1,0,0,1,0,0,0,0,267,2,0,0,2,0,0,0,0,0,0,0,1,0,0,112,0,0,9,0,1,1,0,0,7,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,227,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,2,0,0,205,0,0,0,0,0,0,217,0,0,0,0,13,1,0,0,17,0,2,0,0,0,0,2,2,0,0,0,1,0,0,295,348,0,0,1,0,0,0,0,0,363,0,0,0,4,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,28,0,0,398,0,5,0,0,0,0,1,1,2,1,0,7,2,0,0,0,0,2,0,0,0,178,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,462,0,0,1,0,0,0,0,7,0,0,0,0,0,1,4,3,0,0,1,0,0,439,239,0,0,0,1,0,0,0,210,0,0,0,47,0,0,0,1,0,0,439,0,0,61,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,187,0,0,0,0,0,0,335,0,0,0,1,0,0,5,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,15,1,0,0,0,0,0,0,0,0,13,0,6,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,0,3,0,1,72,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,9,0,4,1,0,0,0,4,197,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,64,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,15,1,206,0,0,0,0,0,3,224,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,118,228,0,2,0,4,1,0,1,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,332,0,287,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,41,1
300,1,0,3,3,0,1,0,0,221,1,0,124,0,0,0,0,1,0,0,0,0,18,0,2,1,3,0,0,0,4,1,1,0,0,0,0,0,0,1,1,1,59,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,1,0,237,0,0,0,1,0,0,0,0,1,0,0,0,0,0,139,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,11,1,1,0,0,0,0,1,0,227,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,129,0,0,0,1,0,0,1,0,0,0,0,2,212,0,1,0,0,0,0,218,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,2,0,0,0,0,0,2,0,302,352,0,0,0,2,45,0,0,0,368,0,0,0,0,2,0,0,1,0,6,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,1,2,22,0,0,401,0,62,0,0,0,0,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,3,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,455,9,0,0,0,0,0,0,5,0,0,2,0,0,0,2,1,0,0,0,2,1,445,136,0,2,1,0,0,1,0,213,0,0,0,5,0,0,1,0,0,0,443,0,0,42,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,1,0,187,0,0,0,0,0,0,323,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,4,3,0,2,0,0,35,0,9,0,1,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,1,3,0,19,0,0,1,167,0,2,3,0,0,0,63,0,0,109,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,1,3,0,1,1,0,0,0,2,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,1,0,0,0,1,0,0,2,2,1,1,0,1,0,135,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,12,0,210,0,0,0,0,0,0,226,0,0,2,0,0,2,0,0,0,2,0,0,3,9,1,3,4,0,0,0,3,0,0,0,1,0,0,2,1,2,0,1,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,90,227,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,312,0,274,0,55,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,1,0,1,0,2,0,0,0,21,9,0,12,0
