gen,0_ABAT,0_ABCA2,0_ABCB8,0_ABCC3,0_ABCE1,0_ABHD10,0_ABHD14B,0_ABLIM3,0_ACAD9,0_ACADM,0_ACTN1,0_ACTR2,0_ACTR3,0_ACTR3B,0_ADAM17,0_ADAM33,0_ADAMTSL4,0_ADCK2,0_ADCY9,0_ADK,0_ADSL,0_AHI1,0_AKAP1,0_AKAP8,0_AKAP8L,0_AKAP9,0_ALAD,0_ALAS1,0_ALDH18A1,0_ALDH4A1,0_ALG9,0_ALKBH1,0_AMFR,0_AMZ2,0_ANKHD1,0_ANKRD6,0_ANKZF1,0_ANP32A,0_ANXA2,0_ANXA6,0_AP1AR,0_AP1G1,0_AP1S1,0_AP4B1,0_AP4S1,0_APBB1IP,0_APCS,0_APLP2,0_APOBEC3A,0_APOO,0_APTX,0_ARFGAP2,0_ARGLU1,0_ARHGAP30,0_ARHGAP6,0_ARHGEF16,0_ARHGEF35,0_ARID5A,0_ARRDC4,0_ASAH1,0_ATAD2,0_ATAD3B,0_ATP1B3,0_ATP6V1B1,0_ATP6V1E1,0_ATPAF2,0_ATRN,0_ATXN1,0_AUH,0_AURKB,0_AVL9,0_AWAT2,0_B3GNT9,0_B4GALNT2,0_B4GALT3,0_BACH1,0_BAG1,0_BAMBI,0_BAP1,0_BBX,0_BCAR3,0_BDH1,0_BEX1,0_BGN,0_BLK,0_BNIP3L,0_BPNT1,0_BRAF,0_BRCA1,0_BRD3,0_BRD7,0_C12orf57,0_C1orf116,0_C1orf159,0_C1orf54,0_C21orf91,0_C2CD2L,0_C5orf24,0_C5orf34,0_C6orf118,0_CA9,0_CAB39L,0_CACYBP,0_CAMK4,0_CAMLG,0_CANX,0_CAP1,0_CAPN1,0_CARD11,0_CARD8,0_CASP1,0_CAV1,0_CBLC,0_CBWD5,0_CCDC59,0_CCL4,0_CCM2,0_CCNA2,0_CCNH,0_CCNT2,0_CCR6,0_CCT8,0_CD47,0_CDC123,0_CDC20,0_CDC37L1,0_CDH1,0_CDH11,0_CDH16,0_CDH23,0_CDH6,0_CDK11A,0_CDK17,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CENPA,0_CEP350,0_CFB,0_CFI,0_CHD1L,0_CHI3L2,0_CHIA,0_CHP2,0_CHRM2,0_CHST12,0_CIDEB,0_CIR1,0_CISH,0_CLDN4,0_CLIC3,0_CLK2,0_CLMN,0_CLPB,0_CLYBL,0_CMPK1,0_CMPK2,0_CMTM4,0_CNIH4,0_CNOT1,0_CNTNAP1,0_COL13A1,0_COMTD1,0_COQ2,0_COQ4,0_COQ9,0_COX10,0_COX4I1,0_COX8A,0_CP,0_CPE,0_CPNE8,0_CPSF7,0_CPT2,0_CRAT,0_CREB1,0_CRHBP,0_CRISP3,0_CRP,0_CRYL1,0_CS,0_CSF1R,0_CSNK1E,0_CSNK2B,0_CSRNP3,0_CWC15,0_CWC22,0_CYB5B,0_CYFIP1,0_CYGB,0_CYP1B1,0_DAXX,0_DCAF11,0_DCAF12L1,0_DCAF12L2,0_DCLK1,0_DCP2,0_DCTN1,0_DCTN3,0_DDX55,0_DEK,0_DEPDC1B,0_DGCR8,0_DGKA,0_DGKD,0_DGKG,0_DGUOK,0_DHRS1,0_DIRAS3,0_DLD,0_DLG2,0_DLX5,0_DMTF1,0_DNAJA3,0_DNAJB1,0_DNAJB11,0_DNAJB7,0_DNAJC10,0_DNAJC5,0_DNMT3B,0_DPF2,0_DPP9,0_DPY30,0_DPYSL3,0_DTX4,0_DVL3,0_EDAR,0_EFCAB2,0_EFHC2,0_EGFL7,0_EIF2B4,0_EIF3A,0_EIF3D,0_EIF3E,0_EIF4E,0_EIF4EBP1,0_EIF5,0_ELK1,0_ELMOD2,0_ELOVL7,0_EME1,0_EML4,0_EMX1,0_ENO1,0_ENO2,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD1,0_ENTPD2,0_ENY2,0_EPSTI1,0_ERCC1,0_ERGIC1,0_ERN2,0_ESRP1,0_EXOSC1,0_EXTL3,0_F2RL1,0_FABP3,0_FABP7,0_FADS1,0_FAM122A,0_FAM122B,0_FAM156A,0_FAM171B,0_FAM172A,0_FAM20A,0_FAM53A,0_FAM53B,0_FAM81A,0_FANCL,0_FARSA,0_FBL,0_FBXO28,0_FBXO5,0_FBXW7,0_FCAR,0_FECH,0_FGB,0_FGD4,0_FGF2,0_FHOD1,0_FIGN,0_FIS1,0_FLNA,0_FLOT1,0_FLRT3,0_FLVCR2,0_FNBP1L,0_FOXJ2,0_FPR2,0_FRAT1,0_FRK,0_FTH1,0_FTO,0_FUCA1,0_FXR1,0_FZD3,0_GAS8,0_GATAD2B,0_GBP2,0_GBP3,0_GBP4,0_GC,0_GCDH,0_GCLC,0_GEM,0_GEMIN6,0_GFER,0_GGT1,0_GIMAP2,0_GLI3,0_GLMN,0_GLOD4,0_GLOD5,0_GLYR1,0_GMFB,0_GMPR,0_GMPR2,0_GNB4,0_GNRH1,0_GORAB,0_GORASP2,0_GPC4,0_GPR143,0_GPR160,0_GRAMD1B,0_GRB7,0_GSR,0_GSS,0_GSTA3,0_GSTA4,0_GSTO2,0_GSTZ1,0_GTF2B,0_GTF2E2,0_GTPBP10,0_GTPBP2,0_GYS1,0_HADHB,0_HAL,0_HAPLN3,0_HAUS3,0_HAX1,0_HBS1L,0_HECTD2,0_HEXIM1,0_HIF3A,0_HINT1,0_HINT3,0_HIVEP3,0_HK1,0_HLA-B,0_HLA-DQA1,0_HM13,0_HMGB2,0_HMGCL,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPC,0_HP1BP3,0_HPR,0_HPS5,0_HSD17B14,0_HSD17B6,0_HSPA8,0_HSPBAP1,0_HUWE1,0_ICA1,0_ICA1L,0_ID3,0_IDH3A,0_IDI1,0_IDUA,0_IER3,0_IFI35,0_IFNG,0_IFRD1,0_IFT20,0_IL10,0_IL20RA,0_IL4I1,0_IMPA2,0_INPP5B,0_INTS8,0_INTU,0_IP6K1,0_IRF3,0_IRF7,0_ISCA2,0_ISCU,0_ISG15,0_ISLR,0_ITFG1,0_ITGB3BP,0_ITM2B,0_JAG1,0_JARID2,0_KCND1,0_KCNE3,0_KCNG1,0_KCNJ15,0_KCNJ2,0_KCNK1,0_KCNK6,0_KCTD16,0_KDELR2,0_KDM2A,0_KHSRP,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF1B,0_KIF20A,0_KIF7,0_KISS1R,0_KLC4,0_KLF5,0_KLHDC2,0_KLHL36,0_KNTC1,0_KRI1,0_KRT19,0_KTN1,0_LBP,0_LBR,0_LDHD,0_LEMD2,0_LENG8,0_LETM1,0_LGI4,0_LGMN,0_LHX6,0_LIG3,0_LIMD1,0_LIMK2,0_LMAN2L,0_LMBR1,0_LMO7,0_LOXL2,0_LRCH2,0_LRIG3,0_LRP5,0_LRPAP1,0_LRPPRC,0_LRRN4CL,0_LRSAM1,0_LSM2,0_LSM6,0_LTV1,0_LXN,0_LYPLAL1,0_MAEA,0_MAGEA4,0_MAGEE1,0_MAML1,0_MANEA,0_MANSC1,0_MAP3K9,0_MAP7D3,0_MAPK8,0_MAPKAPK2,0_MARCKS,0_MAZ,0_MBTD1,0_MCL1,0_MCM6,0_MDH2,0_MECR,0_MEP1A,0_MFSD1,0_MFSD6,0_MFSD9,0_MGST1,0_MGST2,0_MIER2,0_MKNK1,0_MLH1,0_MLYCD,0_MOAP1,0_MORF4L2,0_MPV17L,0_MPZL1,0_MRPL4,0_MRPL44,0_MRPS22,0_MSH6,0_MST1R,0_MSTN,0_MT1E,0_MTOR,0_MTSS1,0_MYC,0_MYOCD,0_NAA25,0_NAAA,0_NAIP,0_NAP1L4,0_NAPA,0_NASP,0_NAT10,0_NAV1,0_NBEA,0_NCAPG2,0_NCAPH,0_NCKAP1L,0_NCL,0_NCSTN,0_NDUFA4,0_NDUFA4L2,0_NDUFA5,0_NDUFA7,0_NDUFB6,0_NDUFB8,0_NEDD4L,0_NEURL1B,0_NF2,0_NFAT5,0_NGB,0_NIT1,0_NLGN1,0_NLN,0_NLRP1,0_NLRX1,0_NME1,0_NME2,0_NME4,0_NMUR1,0_NNT,0_NOP56,0_NOP58,0_NR3C1,0_NR3C2,0_NUDT11,0_NUDT16L1,0_NUDT22,0_NUDT9,0_NUP50,0_NUS1,0_OAS2,0_OGDHL,0_OLFML1,0_OSMR,0_OXNAD1,0_OXSM,0_P2RX4,0_P4HA1,0_P4HA3,0_PA2G4,0_PADI1,0_PAQR7,0_PARD6A,0_PARP1,0_PARP12,0_PARP16,0_PAX9,0_PCDH18,0_PCDHGA1,0_PCGF1,0_PCIF1,0_PCLO,0_PCYOX1L,0_PCYT2,0_PDCD7,0_PDE8A,0_PDHA1,0_PDHX,0_PDIA6,0_PDLIM2,0_PDP2,0_PELI2,0_PFDN6,0_PFN1,0_PGAM5,0_PGLYRP2,0_PGPEP1,0_PGS1,0_PHC1,0_PHC2,0_PHF10,0_PHF12,0_PHF14,0_PHYH,0_PIGR,0_PIK3R6,0_PLCXD1,0_PLEC,0_PLEKHJ1,0_PLK1,0_PLXDC1,0_PNCK,0_PNMA1,0_PNP,0_PNPLA4,0_PNPLA8,0_PODNL1,0_POLD3,0_POLR2E,0_POMP,0_POU2F2,0_PPAN-P2RY11,0_PPM1A,0_PPP1R11,0_PPP1R12A,0_PPP1R13B,0_PPP2CB,0_PPP2R2C,0_PPP3R2,0_PPP4R2,0_PRCP,0_PRKCB,0_PRMT5,0_PRPF38B,0_PRPF40A,0_PRR16,0_PRRC1,0_PRRT3,0_PRTFDC1,0_PRTN3,0_PSMA4,0_PSMB8,0_PSMC3,0_PSMC5,0_PSMF1,0_PTGIS,0_PTGR1,0_PTMA,0_PTMS,0_PTPN2,0_PTPRJ,0_PWWP2B,0_PXDN,0_PXMP4,0_PYCARD,0_PYCR1,0_QRICH1,0_QSER1,0_RAB11FIP1,0_RAB13,0_RABGGTA,0_RAC2,0_RAD23A,0_RAD51,0_RANBP3L,0_RAP1GAP2,0_RAP1GDS1,0_RARG,0_RAVER2,0_RB1,0_RBM38,0_RBM4B,0_RCN1,0_RCOR3,0_RELA,0_RELL1,0_REM1,0_REN,0_RENBP,0_RFX5,0_RGPD6,0_RHOT1,0_RIN3,0_RNASE3,0_RNASEH2B,0_RNASEH2C,0_RNASET2,0_RNF180,0_RNF213,0_RNF220,0_RPGR,0_RPL10A,0_RPL23,0_RPLP0,0_RPLP2,0_RPP25,0_RPP38,0_RPS10,0_RPS14,0_RPS20,0_RPS25,0_RPS27A,0_RPS6KB1,0_RPS6KB2,0_RPUSD2,0_RRAGD,0_RSL24D1,0_RSRC2,0_RUNX1,0_RUSC1,0_S100A11,0_S100PBP,0_SAA4,0_SACM1L,0_SAE1,0_SAMHD1,0_SAP30BP,0_SBNO2,0_SCAMP2,0_SCARB1,0_SCFD2,0_SCML4,0_SCOC,0_SCP2,0_SDCCAG8,0_SDHB,0_SDR39U1,0_SDSL,0_SEC63,0_SELL,0_SEMA3A,0_SEMA4D,0_SEPHS1,0_SERPINA3,0_SERPINF2,0_SETD3,0_SETDB2,0_SH2D4A,0_SH3PXD2B,0_SHC1,0_SHMT2,0_SHPK,0_SHROOM3,0_SIK2,0_SIL1,0_SKA1,0_SLC17A4,0_SLC25A23,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC31A1,0_SLC37A4,0_SLC4A2,0_SLC6A12,0_SLC7A5,0_SLC7A6OS,0_SLC9A2,0_SMARCE1,0_SMC4,0_SMTN,0_SNAPIN,0_SNRNP70,0_SNRPA,0_SNRPB2,0_SNRPD1,0_SNRPD3,0_SNRPG,0_SNX10,0_SOCS1,0_SOCS3,0_SOD1,0_SOD2,0_SOX30,0_SPAG5,0_SPTBN2,0_SRCAP,0_SRM,0_SSR3,0_SSX2IP,0_ST8SIA1,0_STAT3,0_STC1,0_STK38,0_STRADA,0_STRADB,0_STT3A,0_SUCLG2,0_SULT1C2,0_SUMO4,0_SUSD2,0_SV2C,0_SVIP,0_SYNCRIP,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TADA1,0_TAF12,0_TARDBP,0_TBC1D14,0_TBC1D4,0_TBC1D7,0_TBL1XR1,0_TBX2,0_TC2N,0_TCEA1,0_TCEA3,0_TCERG1,0_TCF4,0_TCP1,0_TCTA,0_TCTN1,0_TEC,0_TECPR2,0_TF,0_TGM2,0_THAP3,0_THOC1,0_THUMPD2,0_TIAM1,0_TIFA,0_TLE1,0_TLR3,0_TM9SF1,0_TMED9,0_TMEM116,0_TMEM132E,0_TMEM159,0_TMEM165,0_TMEM25,0_TMX4,0_TNFAIP3,0_TNFAIP8L3,0_TNKS1BP1,0_TOP1MT,0_TOPBP1,0_TPM2,0_TPM4,0_TPST1,0_TPT1,0_TPX2,0_TRAIP,0_TREM2,0_TRIAP1,0_TRIB3,0_TRIM38,0_TRIM5,0_TRIM52,0_TRIP10,0_TRMT1,0_TSG101,0_TSHR,0_TSPAN1,0_TTC21B,0_TTLL1,0_TTLL11,0_TTR,0_TUBA1B,0_TUBB6,0_TXN2,0_TXNDC5,0_TYMP,0_UBA7,0_UBAP2L,0_UBE2C,0_UBE2D1,0_UBE2D2,0_UBE2F,0_UBE2G2,0_UBE2H,0_UBE2L6,0_UBQLN1,0_UBR4,0_UBXN11,0_UBXN6,0_UBXN8,0_UCN,0_UNC93B1,0_UPB1,0_UPK3B,0_UQCRC1,0_USF1,0_USP10,0_USP15,0_USP2,0_USP22,0_USP45,0_USP48,0_USP7,0_VEGFA,0_VKORC1,0_VPS16,0_VPS37C,0_WDR41,0_WDR48,0_WTAP,0_WWC1,0_XKR9,0_XPA,0_XPO1,0_XRCC1,0_XRN2,0_YWHAZ,0_ZBTB10,0_ZBTB12,0_ZBTB2,0_ZBTB20,0_ZC3H18,0_ZFC3H1,0_ZIC1,0_ZNF19,0_ZNF224,0_ZNF251,0_ZNF337,0_ZNF433,0_ZNF503,0_ZNF511,0_ZNF514,0_ZNF532,0_ZNF549,0_ZNF608,0_ZNF630,0_ZNF689,0_ZNF7,0_ZNF700,0_ZNF763,0_ZNF768,0_ZNF83,0_ZNF853,0_ZNHIT6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,20,0,50,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,24,0,0,0,0,151,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,149,54,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,56,162,0,0,0,0,0,278,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,119,0,101,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,128,0,0,48,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,198,0,0,0,0,0,334,0,0,0,185,0,106,0,0,0,0,16,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,42,0,0,0,0,101,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,202,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,146,0,0,0,0,0,271,233,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,301,0,0,301,171,0,0,0,0,0,0,0,104,0,0,0,0,0,214,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,356,68,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,243,236,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,2,0,2,1,0,7,0,0,1,0,0,6,0,0,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,61,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,2,17,2,0,0,0,5,0,2,0,3,0,0,0,16,0,3,0,1,2,0,1,0,27,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,3,204,0,0,0,30,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,334,0,0,1,0,0,0,0,0,37,0,0,0,0,6,15,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,1,4,2,1,0,1,0,0,21,10,5,0,2,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,18,0,0,0,0,0,0,0,1,307,0,0,1,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,3,1,0,4,1,0,0,0,2,290,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,309,0,0,1,2,0,0,0,2,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,190,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,10,0,169,0,0,0,0,0,0,1,0,0,0,0,0,140,0,0,0,8,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,20,0,0,0,2,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,84,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,0,0,0,6,0,0,0,0,0,0,82,44,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,349,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,12,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,94,0,0,0,0,1,0,1,0,1,24,1,0,0,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,340,0,0,403,0,0,5,0,0,0,15,0,5,0,1,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,2,1,0,0,221,12,0,0,0,0,145,243,0,365,0,0,0,0,0,3,0,0,1,0,5,0,0,12,1,0,0,0,0,0,3,10,1,0,0,0,0,1,3,1,49,1,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,236,2,26,0,0,8,0,1,7,0,1,2,0,0,0,0,0,3,1,0,0,0,0,436,2,0,0,0,408,1,1,0,0,2,18,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,1,1,3,0,0,0,3,3,1,0,0,1,0,0,0,0,0
200,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,79,0,0,0,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,26,0,0,1,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,58,0,39,0,0,0,0,0,0,115,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,289,0,0,0,30,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,361,0,0,0,1,0,0,1,1,75,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,26,0,1,0,0,48,1,0,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,109,0,0,0,0,0,1,47,0,0,0,1,0,0,0,3,343,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,363,0,2,8,0,7,6,0,7,0,0,1,1,0,0,0,2,0,72,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,3,0,3,2,0,0,0,0,359,0,0,0,0,0,1,0,0,0,0,0,0,38,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,179,0,0,1,0,2,11,1,1,1,0,12,0,0,1,0,0,0,0,0,0,17,1,1,0,0,0,127,0,182,0,2,0,2,0,0,0,0,0,0,0,0,186,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,4,0,5,0,5,0,5,0,0,4,0,174,0,2,0,0,0,1,6,0,0,1,2,0,0,0,0,2,0,0,0,0,162,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,1,0,0,0,3,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,1,1,0,0,1,2,1,1,0,4,134,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,391,1,0,1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,0,0,0,0,0,49,0,0,0,0,0,4,0,2,21,0,41,4,0,0,0,0,0,0,0,0,0,0,8,5,0,14,1,0,0,0,163,0,1,0,1,0,1,0,45,0,127,0,11,1,1,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0,0,0,9,0,0,2,4,0,0,0,0,0,0,35,0,0,0,0,7,1,0,4,0,378,86,0,418,0,2,0,1,0,0,23,1,2,2,0,1,0,0,0,0,1,0,5,0,0,49,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,408,0,0,0,0,0,0,0,0,0,12,0,0,0,269,107,0,25,17,1,226,298,0,399,0,0,56,0,3,0,5,1,0,1,9,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,104,0,0,1,1,0,0,0,0,0,112,0,0,0,0,21,0,0,2,2,1,3,21,1,0,1,0,0,17,0,290,0,148,24,1,6,2,0,0,0,0,0,2,6,0,6,0,0,0,0,0,0,0,440,0,4,0,0,420,1,0,2,3,0,0,5,0,9,0,0,0,7,2,0,0,0,1,1,0,0,0,0,0,0,32,0,0,0,0,0,1,0,8,5,0,0,0,2,2,0,0,6,0,0
