gen,0_AAGAB,0_ABCA3,0_ABCB6,0_ABCB7,0_ABCD3,0_ABCE1,0_ABHD10,0_ABTB2,0_ACADL,0_ACBD5,0_ACE2,0_ACIN1,0_ACOT1,0_ACTN3,0_ACTR3,0_ACTR3B,0_ADAL,0_ADAM17,0_ADAMTSL4,0_ADCK2,0_ADCY9,0_AFAP1,0_AGPAT4,0_AGTRAP,0_AHI1,0_AIFM1,0_AKAP1,0_ALAD,0_ALDH1L2,0_ALKBH1,0_ANAPC5,0_ANAPC7,0_ANKRD13D,0_ANKRD39,0_ANP32A,0_ANP32E,0_ANXA4,0_ANXA5,0_ANXA9,0_AP1AR,0_AP2B1,0_API5,0_APOD,0_APOOL,0_ARAP1,0_ARGLU1,0_ARHGAP5,0_ARHGEF2,0_ARHGEF5,0_ARL13B,0_ARMCX1,0_ARNT,0_ARNT2,0_ARPC3,0_ARPC5,0_ARSD,0_ASAH1,0_ASAP1,0_ATAD2,0_ATP10D,0_ATP13A3,0_ATP2A3,0_ATP2B3,0_ATP2C1,0_ATP6V0A1,0_ATP6V1B1,0_ATP6V1B2,0_ATP6V1F,0_ATP6V1G1,0_ATP8A1,0_ATXN1,0_AUH,0_AURKB,0_AWAT2,0_B3GNTL1,0_BAK1,0_BAP1,0_BCAS3,0_BCKDK,0_BCL2L1,0_BCL2L14,0_BDH1,0_BGN,0_BICD1,0_BLM,0_BLOC1S3,0_BLZF1,0_BNIP3L,0_BPHL,0_BRAF,0_BRCA1,0_BRD8,0_BRIP1,0_BTF3,0_BTRC,0_C1orf226,0_C1orf54,0_C21orf91,0_C3orf18,0_C4BPA,0_CA13,0_CAP1,0_CAP2,0_CAPG,0_CAPN1,0_CAPZB,0_CARHSP1,0_CASP10,0_CASP9,0_CBLC,0_CBX1,0_CC2D2B,0_CCDC102B,0_CCDC68,0_CCDC77,0_CCNA2,0_CCR6,0_CCT6B,0_CD200,0_CD24,0_CD47,0_CDC20,0_CDC25C,0_CDC45,0_CDCA8,0_CDH16,0_CDK1,0_CDK11A,0_CDK17,0_CDK5RAP3,0_CDKN2C,0_CENPA,0_CENPV,0_CEP55,0_CES2,0_CFI,0_CHDH,0_CHI3L2,0_CHST11,0_CHST12,0_CIB2,0_CIR1,0_CKS2,0_CMC1,0_CMTM4,0_CNOT3,0_COBLL1,0_COG1,0_COG8,0_COL13A1,0_COL6A2,0_COMTD1,0_COPA,0_COPS4,0_COQ9,0_CORO1C,0_COX4I1,0_CP,0_CPNE8,0_CRHBP,0_CRTC1,0_CRY2,0_CRYL1,0_CSF1R,0_CSNK2B,0_CSPG4,0_CSTF3,0_CTAGE1,0_CTSF,0_CTTNBP2,0_CUL5,0_CUTC,0_CXCR5,0_CYB5B,0_CYB5R3,0_CYCS,0_CYP1B1,0_CYP2S1,0_CYTH4,0_DCHS1,0_DCLK1,0_DCTN5,0_DDAH1,0_DDIT4,0_DDX43,0_DDX55,0_DECR1,0_DENR,0_DERL3,0_DGKA,0_DGKD,0_DGKG,0_DLG2,0_DLX5,0_DMGDH,0_DMP1,0_DMXL1,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNASE1L3,0_DOK1,0_DPF2,0_DSG2,0_DSN1,0_DTNBP1,0_DTX4,0_DUS4L,0_DUSP14,0_DUSP16,0_DUSP19,0_DUSP8,0_E2F1,0_EBPL,0_ECHS1,0_ECSIT,0_EEF1B2,0_EEF2,0_EFR3A,0_EIF2B1,0_EIF2S2,0_EIF4A3,0_ENPP4,0_ENPP5,0_ENTPD5,0_EPHA3,0_EPS8,0_EPSTI1,0_ERCC3,0_ERN2,0_ESPL1,0_ESRRA,0_ETFB,0_EWSR1,0_EXOC7,0_EXOSC9,0_EZR,0_F2RL1,0_FABP3,0_FABP7,0_FAF2,0_FAM104A,0_FAM120A,0_FAM126A,0_FAM135A,0_FAM156A,0_FAM160A1,0_FAM189A2,0_FAM89B,0_FBL,0_FBXW7,0_FCAR,0_FEN1,0_FGD6,0_FGF9,0_FGR,0_FIGNL1,0_FIS1,0_FKBP10,0_FKBP7,0_FLRT3,0_FNIP2,0_FOXO1,0_FRK,0_FXR1,0_FXYD6,0_G3BP2,0_G6PC,0_GAB2,0_GALNT7,0_GANAB,0_GAS1,0_GAS8,0_GBE1,0_GBP5,0_GEM,0_GFM1,0_GIMAP2,0_GLI2,0_GLI3,0_GLIPR2,0_GLMN,0_GLOD5,0_GLRX2,0_GLRX5,0_GLUD1,0_GNA12,0_GNG5,0_GORAB,0_GORASP2,0_GPC4,0_GPD2,0_GPR160,0_GPR176,0_GPRC5C,0_GRB7,0_GRPEL1,0_GSTA3,0_GSTZ1,0_GTF2E2,0_GTF2I,0_GTPBP8,0_GTSF1,0_HAPLN3,0_HCFC1R1,0_HDAC1,0_HDAC2,0_HDAC3,0_HEBP2,0_HERC3,0_HESX1,0_HIF3A,0_HLA-B,0_HMGCR,0_HMOX2,0_HNRNPA1,0_HNRNPC,0_HNRNPH2,0_HOXC13,0_HP1BP3,0_HPS5,0_HSD17B11,0_HSD17B12,0_HSD17B6,0_HSPA12A,0_HSPA8,0_HSPA9,0_IDH3B,0_IER3,0_IFIT3,0_IFT20,0_IL15RA,0_IL4I1,0_ILDR1,0_ILVBL,0_IMMP2L,0_INTS8,0_IPP,0_ISG15,0_ISYNA1,0_ITIH3,0_ITM2B,0_IVD,0_JMJD6,0_KAT5,0_KCND1,0_KCNE3,0_KCNJ15,0_KCNS3,0_KCTD16,0_KDM2A,0_KDM6B,0_KHSRP,0_KIAA1614,0_KIAA1671,0_KIF11,0_KIF13B,0_KIF16B,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF21B,0_KIF4B,0_KIF7,0_KLF3,0_KLF5,0_KNTC1,0_KPTN,0_KRBA1,0_KRI1,0_LARP4,0_LAYN,0_LBP,0_LEMD2,0_LENG9,0_LGALS1,0_LGALS9,0_LGI4,0_LHX6,0_LMNB1,0_LMO7,0_LRBA,0_LRP5,0_LRRC45,0_LRRN4CL,0_LSR,0_LTV1,0_LUC7L,0_LYRM4,0_MACC1,0_MAGOHB,0_MAP7D3,0_MAPK12,0_MAPKAPK2,0_MAPKAPK5,0_MAVS,0_MAZ,0_MCM3AP,0_MCM9,0_MED12L,0_MEGF9,0_MEPCE,0_MFGE8,0_MFSD9,0_MGAT2,0_MGST1,0_MICALL2,0_MID1,0_MKI67,0_MLH1,0_MLX,0_MMGT1,0_MORC2,0_MPV17L,0_MRPL30,0_MRPL4,0_MRPS2,0_MSN,0_MSTO1,0_MT1A,0_MTA2,0_MTM1,0_MTMR11,0_MTOR,0_MYC,0_MYO5B,0_NAA25,0_NAALAD2,0_NAIP,0_NAP1L1,0_NAP1L4,0_NAPA,0_NCAPG2,0_NCBP1,0_NCEH1,0_NCSTN,0_NDUFAB1,0_NDUFAF1,0_NDUFS2,0_NEDD1,0_NEDD4L,0_NEK3,0_NEK7,0_NFE2,0_NFE2L2,0_NFKB2,0_NGB,0_NGLY1,0_NKIRAS1,0_NKX2-2,0_NME1,0_NME1-NME2,0_NME2,0_NME4,0_NMNAT3,0_NMUR1,0_NOL11,0_NONO,0_NOP2,0_NOP56,0_NOP58,0_NPEPL1,0_NPLOC4,0_NR3C1,0_NSUN6,0_NTRK3,0_NUDT11,0_NUMB,0_NUP62,0_NXF3,0_NXPH2,0_OGDH,0_ONECUT2,0_OSBPL1A,0_OTUD1,0_OXER1,0_OXNAD1,0_P2RX6,0_PABPC1,0_PABPN1,0_PADI1,0_PAFAH1B1,0_PAFAH2,0_PAIP2,0_PANK2,0_PARK7,0_PARP3,0_PAX9,0_PCCA,0_PCDHGA1,0_PCYOX1,0_PDCD1,0_PDCD2,0_PDCL2,0_PDIA3,0_PDIA4,0_PDLIM1,0_PDLIM2,0_PDP2,0_PDPK1,0_PELI2,0_PFN1,0_PGK2,0_PGLYRP2,0_PHF12,0_PHF20,0_PHGDH,0_PHIP,0_PHKA2,0_PIF1,0_PIGH,0_PIGL,0_PIGR,0_PILRB,0_PINK1,0_PITPNM2,0_PKNOX1,0_PLA2G5,0_PLCE1,0_PLK1,0_PLK2,0_PLOD3,0_PLP2,0_PLSCR3,0_PMS2,0_PNPLA8,0_POC5,0_POGK,0_POLD3,0_POLG2,0_POLR2H,0_POMP,0_POU2F1,0_PPIB,0_PPM1E,0_PPP1R11,0_PPP1R8,0_PPP1R9B,0_PPP3R2,0_PPWD1,0_PRC1,0_PRDM1,0_PRICKLE4,0_PRKAB1,0_PRKACB,0_PRKCI,0_PROM1,0_PRPF38B,0_PRRC1,0_PSENEN,0_PSMA4,0_PSMA6,0_PSMB1,0_PSMD12,0_PTER,0_PTGFRN,0_PTGIS,0_PTMA,0_PTRH2,0_PUS1,0_PWWP2B,0_PXMP4,0_PYCARD,0_PYCR1,0_QRSL1,0_RAB11FIP2,0_RAB13,0_RAB14,0_RAB17,0_RAB3D,0_RAB5C,0_RABEPK,0_RAC2,0_RAD50,0_RAD51,0_RALBP1,0_RANBP6,0_RAP1GDS1,0_RAPGEF1,0_RARG,0_RASEF,0_RASGRF1,0_RASSF4,0_RASSF5,0_RBM26,0_RBM28,0_RBMX,0_RCC1,0_RCC2,0_RECQL4,0_RELA,0_RENBP,0_RFC5,0_RFFL,0_RHOT1,0_RIC8B,0_RIMS2,0_RIN3,0_RIPK1,0_RNASET2,0_RNF13,0_RNF141,0_RNF181,0_RNF19B,0_RNPEP,0_RPL13,0_RPL14,0_RPL19,0_RPL27,0_RPL28,0_RPL29,0_RPL5,0_RPL8,0_RPP30,0_RPS14,0_RPS15A,0_RPS16,0_RPS6KA2,0_RSL1D1,0_RTKN,0_RUVBL2,0_S100A11,0_S1PR2,0_SAA4,0_SAMD9L,0_SAMHD1,0_SARDH,0_SCO1,0_SDCBP,0_SDCBP2,0_SEC24B,0_SECISBP2L,0_SENP8,0_SERPINB6,0_SERPINC1,0_SETD3,0_SETD5,0_SFXN3,0_SFXN4,0_SH2B1,0_SH3BGRL2,0_SH3D19,0_SH3PXD2B,0_SHARPIN,0_SHC1,0_SHISA5,0_SHMT2,0_SHPK,0_SHROOM2,0_SHROOM3,0_SIM2,0_SIRT5,0_SKA1,0_SLC10A3,0_SLC13A1,0_SLC15A4,0_SLC16A7,0_SLC1A4,0_SLC31A1,0_SLC41A3,0_SLC46A2,0_SLC7A1,0_SLC7A5,0_SLC9A9,0_SLK,0_SMARCD1,0_SMARCE1,0_SMC4,0_SMOX,0_SMS,0_SNF8,0_SNRPA1,0_SOCS1,0_SOCS3,0_SOCS5,0_SPAG5,0_SPATA18,0_SREBF2,0_SRP19,0_SSR3,0_ST3GAL2,0_ST8SIA5,0_STAT3,0_STAT4,0_STK36,0_STRADA,0_STX10,0_STX18,0_STX3,0_STX4,0_STX6,0_SUB1,0_SUCLG2,0_SUMO4,0_SUOX,0_SURF6,0_SUSD2,0_SYNCRIP,0_SYNGR3,0_SYNJ2BP,0_TADA2B,0_TAF10,0_TAF12,0_TAP1,0_TAPBP,0_TBC1D20,0_TBC1D22A,0_TBCE,0_TCERG1,0_TCF12,0_TCF3,0_TCIRG1,0_TCOF1,0_TCP11L1,0_TF,0_THBS2,0_THG1L,0_THOC7,0_THRA,0_THUMPD3,0_TIGD1,0_TIMM8A,0_TLE1,0_TLE2,0_TMBIM1,0_TMEM132E,0_TMEM184C,0_TMEM33,0_TMEM43,0_TMEM8B,0_TMLHE,0_TMPPE,0_TMPRSS2,0_TNFSF13B,0_TNPO2,0_TOB1,0_TOP2A,0_TPRN,0_TPT1,0_TPX2,0_TRAF3IP2,0_TRAPPC6A,0_TRIB2,0_TRIM5,0_TRIM65,0_TRIM69,0_TRIOBP,0_TRIP10,0_TRMT2A,0_TRMT5,0_TRMT61B,0_TSG101,0_TTC17,0_TTC4,0_TTC7A,0_TTC9C,0_TUBB6,0_TUFM,0_TUFT1,0_TUSC3,0_TXLNA,0_TXNRD2,0_TYMP,0_U2AF2,0_UBA2,0_UBA7,0_UBAP1,0_UBC,0_UBE2E1,0_UBQLN1,0_UGT8,0_UPK3B,0_USE1,0_USP14,0_VAC14,0_VASP,0_VCAN,0_VCP,0_VEGFA,0_VPS36,0_VRK3,0_VTI1A,0_WDFY1,0_WDR11,0_WDR24,0_WDR26,0_WDR54,0_WDR61,0_WIPF1,0_WTAP,0_XK,0_XPC,0_XPNPEP1,0_XRN2,0_YWHAB,0_ZBTB10,0_ZBTB17,0_ZBTB4,0_ZBTB42,0_ZDHHC21,0_ZDHHC5,0_ZDHHC6,0_ZIC1,0_ZMYM2,0_ZMYM4,0_ZNF131,0_ZNF146,0_ZNF207,0_ZNF251,0_ZNF337,0_ZNF511,0_ZNF549,0_ZNF608,0_ZNHIT3,0_ZRANB2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,369,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,405,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0
100,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,372,0,1,55,2,0,1,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,103,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,12,5,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,2,0,0,0,0,2,0,0,2,1,127,0,0,0,0,0,0,0,0,11,2,2,0,3,1,1,2,0,0,0,0,5,2,0,0,0,15,3,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,24,3,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,1,0,12,3,0,0,0,0,0,0,79,1,11,9,36,5,0,0,1,1,1,0,47,7,0,0,0,0,0,8,0,0,0,1,6,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,0,2,1,3,2,1,1,2,0,0,0,0,77,0,388,0,0,0,0,0,0,227,1,0,0,0,0,8,0,1,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,173,13,0,3,0,0,1,0,3,0,2,0,1,220,0,0,5,7,9,0,1,0,2,0,4,0,42,0,0,0,4,0,0,0,3,0,0,0,7,1,84,10,0,0,11,0,4,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,1,1,2,0,18,0,16,0,0,1,1,0,0,0,11,0,0,1,1,0,0,0,1,0,0,1,0,3,4,0,0,0,0,1,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,11,1,388,3,0,0,0,0,70,0,0,0,0,2,0,1,3,4,0,0,0,0,0,0,13,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,13,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,6,50,0,0,174,0,136,0,1,0,0,0,0,0,0,59,1,1,0,1,385,0,0,0,0,0,1,1,0,0,0,3,7,2,0,0,3,1,1,0,1,10,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,3,0,27,0,0,1,1,0,3,0,0,62,2,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,339,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,30,3,2,1,7,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,40,1,4,0,0,1,0,0,148,1,0,181,0,2,4,1,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,18,0,0,1,0,2,0,0,0,422,0,1,0,0,0,0,0,0,4,0,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,7,97,0,1,0,14,0,0,6,0,0,0,0,2,0,0,3,2,0,3,0,0,0,1,1,0,6,0,0,1,6,0,147,0,0,0,6,0,0,0,2,0,0,14,0,0,1,0,1,0,20,109,0,19,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,365,0,12,9,0,1,0,0,0,0,0,1,0,1,0,0,0,3,47,1,2,26,0,5,0
200,0,0,0,1,0,0,1,1,1,5,1,0,0,0,0,0,0,0,316,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,1,0,8,1,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,0,0,0,1,65,0,0,2,1,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,1,0,0,0,0,0,5,3,1,0,0,0,21,4,0,0,1,0,0,1,3,79,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,3,0,0,2,18,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,13,0,0,0,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,229,0,1,0,4,0,1,41,0,3,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,15,0,1,0,0,0,0,0,0,1,0,0,0,273,0,0,0,0,0,2,0,1,0,0,0,0,15,0,0,0,0,0,1,13,0,2,0,1,1,0,16,0,3,0,60,20,0,0,0,1,0,1,0,0,0,73,0,0,0,0,1,1,2,1,0,0,0,13,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,375,0,0,0,2,1,1,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,4,2,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,12,1,1,96,1,318,6,0,0,0,0,0,0,0,14,0,0,0,0,374,0,0,1,2,0,1,0,0,0,2,1,0,2,0,0,3,0,0,1,0,0,0,2,0,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,1,0,0,0,0,0,25,0,2,0,2,1,0,0,2,0,0,131,0,0,0,1,0,2,329,0,0,0,0,0,1,1,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,177,0,0,0,0,4,1,1,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,49,0,2,1,181,0,0,90,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,365,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,2,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,17,2,178,0,96,1,0,2,0,12,20,0,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,9,0,0,0,3,3,0,3,0,0,0,0,0,321,2,0,0,1,0,0,1,3,0,0,2,1,0,0,3,1,0,12,0,0,330,1,0,2
300,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,340,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,80,0,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,9,0,0,1,0,2,1,0,0,3,161,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31,0,0,0,0,0,6,1,0,0,0,0,0,9,3,275,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,17,0,166,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,54,0,51,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,70,1,4,0,0,0,0,0,0,0,1,0,0,192,1,3,5,0,7,2,0,0,0,0,0,0,1,2,0,0,2,84,6,0,0,2,0,0,0,2,0,1,86,2,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,84,0,0,0,4,0,0,1,0,0,0,0,374,0,1,0,1,1,0,0,1,0,9,0,0,0,0,0,0,0,6,0,0,0,8,7,0,0,0,0,4,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,1,0,0,0,0,17,1,362,0,0,0,0,0,0,0,0,0,0,0,0,0,361,7,8,1,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,26,0,0,0,0,0,8,0,0,0,5,182,0,0,1,0,0,0,6,0,0,0,0,2,8,0,0,2,0,0,0,64,4,1,1,0,0,1,349,1,0,1,0,0,0,1,4,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,1,2,0,0,329,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,205,0,1,0,253,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,3,1,369,1,0,0,6,0,0,5,0,0,1,0,0,1,0,4,0,0,1,0,0,2,0,50,1,0,1,2,0,0,0,1,0,1,0,0,1,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,7,0,1,14,0,0,9,0,0,0,0,0,2,0,208,1,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,355,0,0,1
