gen,0_ABAT,0_ABCA2,0_ABCA3,0_ABCA4,0_ABCC3,0_ABHD11,0_ABHD14B,0_ACAD8,0_ACADL,0_ACADM,0_ACADS,0_ACAT2,0_ACE2,0_ACO2,0_ACTN1,0_ACTR3,0_ADAM33,0_ADAM8,0_ADCK2,0_ADCY2,0_ADH5,0_ADPGK,0_ADSL,0_AEBP1,0_AFG3L2,0_AGL,0_AIFM1,0_AK7,0_AKAP8L,0_AKR1C1,0_ALDH1L2,0_ALDH4A1,0_ALDH6A1,0_ALG6,0_ALKBH3,0_AMIGO1,0_AMT,0_AMZ2,0_ANAPC4,0_ANGPTL1,0_ANK2,0_ANK3,0_ANKRD13D,0_ANKRD39,0_ANO10,0_ANXA5,0_ANXA6,0_ANXA7,0_AP2B1,0_AP3M2,0_APBB1,0_APCS,0_APOBEC3G,0_APOOL,0_ARFGAP2,0_ARG2,0_ARHGAP24,0_ARHGAP30,0_ARHGAP33,0_ARHGEF12,0_ARHGEF35,0_ARHGEF5,0_ARL6IP5,0_ARNT,0_ARSD,0_ASB8,0_ASCC2,0_ATE1,0_ATF7IP2,0_ATG16L1,0_ATP10D,0_ATP1B1,0_ATP6V1A,0_ATP6V1B2,0_ATP6V1H,0_ATP8A1,0_ATXN2L,0_ATXN7L3,0_AURKB,0_B3GNTL1,0_B4GALNT1,0_BAP1,0_BAZ1A,0_BCAT2,0_BCL2L10,0_BCL2L12,0_BCL2L14,0_BDH1,0_BDKRB1,0_BGN,0_BIRC5,0_BRAF,0_BST2,0_BTF3,0_BUB3,0_C15orf40,0_C1orf116,0_C1orf162,0_C1orf54,0_C3orf14,0_C4orf19,0_C5orf46,0_C6orf118,0_C9orf40,0_C9orf78,0_CA9,0_CAB39,0_CAD,0_CARHSP1,0_CASP8,0_CAV1,0_CBLC,0_CBR1,0_CBWD2,0_CBX4,0_CCDC114,0_CCDC28A,0_CCDC68,0_CCL4,0_CCNA2,0_CCNB2,0_CCR6,0_CCT6A,0_CCT6B,0_CCT8,0_CD101,0_CD24,0_CDC20,0_CDC25C,0_CDC27,0_CDC42BPB,0_CDCA5,0_CDH16,0_CDK1,0_CDK11A,0_CDK19,0_CDK7,0_CDKN1A,0_CDKN2A,0_CDKN2AIP,0_CENPA,0_CEP55,0_CEP72,0_CHAC1,0_CHAF1A,0_CHCHD10,0_CHD1,0_CHI3L2,0_CHMP4A,0_CHMP4C,0_CHRD,0_CHST12,0_CHUK,0_CIDEB,0_CITED2,0_CITED4,0_CKAP5,0_CKS1B,0_CLCC1,0_CLDN8,0_CLK1,0_CLTB,0_CMPK2,0_CMTM1,0_CMTM3,0_CNIH4,0_CNTN2,0_COBLL1,0_COG1,0_COL13A1,0_COL1A1,0_COL4A1,0_COL9A3,0_COMT,0_COPA,0_COPS3,0_COQ9,0_COX10,0_COX19,0_CP,0_CPE,0_CPT1A,0_CRAT,0_CREBBP,0_CRHBP,0_CRP,0_CRYM,0_CSRNP3,0_CTAGE1,0_CTBP2,0_CTNNBL1,0_CTSH,0_CTTNBP2,0_CWC15,0_CX3CL1,0_CXCR5,0_CYFIP1,0_CYFIP2,0_CYGB,0_CYP2S1,0_CYTH4,0_DACT2,0_DAXX,0_DCAF12L1,0_DCBLD2,0_DCTN3,0_DCTN5,0_DCUN1D5,0_DDX42,0_DDX43,0_DEK,0_DEPDC1,0_DGCR8,0_DKK3,0_DLAT,0_DLD,0_DLG2,0_DLX5,0_DMTF1,0_DNAJB1,0_DNAJB11,0_DNAJC10,0_DNAJC12,0_DNAL1,0_DNASE1L3,0_DNMT3A,0_DRG1,0_DSC2,0_DSG2,0_DTNBP1,0_DUSP14,0_DZIP1L,0_E2F1,0_EEF1B2,0_EEF1D,0_EEF1E1,0_EFHC1,0_EFS,0_EIF2B5,0_EIF3E,0_EIF3F,0_EIF3I,0_EIF4EBP1,0_ELF4,0_ELK1,0_ELOVL7,0_EMX1,0_ENO2,0_EP400,0_EPHB2,0_ERBB3,0_ERCC5,0_ERI3,0_EXOC6B,0_EXTL3,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAM156A,0_FAM171B,0_FAM189A2,0_FAM89A,0_FAM91A1,0_FANCC,0_FANCI,0_FANCL,0_FBLL1,0_FBXL14,0_FBXL2,0_FBXO21,0_FCF1,0_FGF9,0_FGG,0_FHOD1,0_FKBP5,0_FLNA,0_FLOT1,0_FLOT2,0_FLRT3,0_FLVCR2,0_FNBP1L,0_FNDC3A,0_FNTA,0_FRAT1,0_FRK,0_FRRS1,0_FTSJ1,0_FXR1,0_FZD4,0_FZD7,0_GAB2,0_GABARAPL1,0_GALK1,0_GAPDH,0_GAS8,0_GATM,0_GBA2,0_GBE1,0_GBGT1,0_GBP2,0_GDA,0_GFRA3,0_GGA3,0_GGT6,0_GIT2,0_GLG1,0_GLI3,0_GLIPR1,0_GLIPR2,0_GLOD5,0_GLYR1,0_GMFB,0_GMIP,0_GOLT1B,0_GORAB,0_GOT2,0_GPR160,0_GPRC5C,0_GRAMD1B,0_GRHL3,0_GSPT1,0_GSR,0_GTF3A,0_GTF3C6,0_GTPBP2,0_GTPBP3,0_GTSF1,0_HAT1,0_HAUS5,0_HAX1,0_HCCS,0_HDAC1,0_HELQ,0_HESX1,0_HGF,0_HIBADH,0_HIF3A,0_HINT1,0_HINT3,0_HIPK2,0_HK1,0_HMGB1,0_HMGXB4,0_HNF1B,0_HNRNPA1,0_HNRNPA2B1,0_HNRNPD,0_HP,0_HP1BP3,0_HPN,0_HPR,0_HPS5,0_HSD17B11,0_HSD17B12,0_HSD17B14,0_HSD17B6,0_HSD17B7,0_HSPA8,0_HUNK,0_ICA1L,0_ICAM1,0_IDH3A,0_IDO1,0_IKBIP,0_IL18R1,0_IL4I1,0_IL7,0_IMPA2,0_ING1,0_INTS3,0_INTS8,0_IP6K1,0_IPP,0_IRF1,0_IRF9,0_IRS2,0_ISL1,0_ISLR,0_ISYNA1,0_ITFG1,0_ITIH3,0_IWS1,0_JUP,0_KCNK6,0_KCTD16,0_KDM2A,0_KDSR,0_KHDRBS3,0_KIAA0232,0_KIAA1614,0_KIAA1755,0_KIF11,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF7,0_KIF9,0_KISS1R,0_KLC4,0_KLHDC2,0_KLHL8,0_KMO,0_KRT4,0_L2HGDH,0_LEMD2,0_LGALS8,0_LIMD1,0_LIMK2,0_LMBR1,0_LNX2,0_LOXL2,0_LPCAT1,0_LRBA,0_LRCH2,0_LRIT3,0_LRRN4CL,0_LSM12,0_LSM2,0_LTV1,0_LUC7L3,0_LYPD6,0_MACC1,0_MAGEA4,0_MAML1,0_MAOA,0_MAP3K9,0_MAPK12,0_MAPK6,0_MCM4,0_MCM7,0_MDFIC,0_MDH2,0_MED8,0_MEP1A,0_MFGE8,0_MFSD6,0_MFSD9,0_MGAT3,0_MGST1,0_MIER2,0_MINPP1,0_MKI67,0_MKKS,0_MLPH,0_MLX,0_MMGT1,0_MMP2,0_MN1,0_MPV17L,0_MRPL24,0_MRPL9,0_MRPS35,0_MSH6,0_MSTN,0_MSTO1,0_MTA2,0_MTAP,0_MTDH,0_MTOR,0_MVP,0_MYB,0_MYEF2,0_MYO10,0_MYO9B,0_N4BP1,0_NAALADL1,0_NANOS1,0_NARS2,0_NCAPG2,0_NCAPH,0_NCBP2,0_NCK1,0_NCKAP5L,0_NCSTN,0_NDUFA10,0_NDUFB2,0_NDUFB6,0_NDUFV1,0_NEK7,0_NFAT5,0_NFE2,0_NFX1,0_NFYA,0_NIPSNAP3A,0_NKIRAS1,0_NLN,0_NME1,0_NME1-NME2,0_NME2,0_NMI,0_NMUR1,0_NNMT,0_NOL7,0_NOP56,0_NOP58,0_NOTCH3,0_NPM3,0_NPR3,0_NR1D2,0_NR1H3,0_NR3C1,0_NRG2,0_NRSN2,0_NTRK3,0_NUDT9,0_NUMB,0_NUP50,0_NUP62,0_ODF2,0_OFD1,0_OLFML1,0_ONECUT2,0_P2RX4,0_PA2G4,0_PABPC1,0_PABPN1,0_PADI1,0_PAFAH1B1,0_PAFAH2,0_PAIP2,0_PANK2,0_PARP14,0_PATL1,0_PAX5,0_PAX9,0_PCBP3,0_PCDHB7,0_PCDHGA1,0_PCDHGB5,0_PCDHGC3,0_PCGF1,0_PCGF3,0_PCNA,0_PCYT2,0_PDCD1LG2,0_PDCD2,0_PDCD2L,0_PDCD5,0_PDE10A,0_PDGFC,0_PDK1,0_PDPK1,0_PDSS2,0_PDZRN3,0_PEX12,0_PFDN5,0_PGLYRP2,0_PGPEP1,0_PHC1,0_PHC2,0_PHIP,0_PHLDB2,0_PHYH,0_PICALM,0_PIF1,0_PIGR,0_PIH1D1,0_PIK3R4,0_PJA1,0_PKNOX2,0_PKP4,0_PLA2G15,0_PLCD1,0_PLCL1,0_PLEKHA2,0_PLEKHG3,0_PLS1,0_PMPCB,0_PNCK,0_PODNL1,0_POLD3,0_POLR2F,0_POLR2H,0_POTEF,0_POU2F2,0_PPAN,0_PPFIBP2,0_PPIE,0_PPIH,0_PPM1E,0_PPME1,0_PPP3R2,0_PPRC1,0_PQBP1,0_PRC1,0_PRDM4,0_PREP,0_PREX2,0_PRPF4B,0_PSMA5,0_PSMA6,0_PSMB1,0_PSMB3,0_PSMC5,0_PSMD14,0_PSMD3,0_PSMD8,0_PTGIS,0_PTGR2,0_PTPN2,0_PTPN22,0_PTPN3,0_PTPN7,0_PTPRJ,0_PTRH2,0_PUM1,0_PUS1,0_PUS7,0_PYCR1,0_RAB5C,0_RAB9B,0_RAC2,0_RAD9B,0_RALGDS,0_RANBP1,0_RANBP3L,0_RANBP6,0_RANGAP1,0_RAPGEF3,0_RASGRF1,0_RASSF1,0_RBM22,0_RBM26,0_RBM38,0_RBM6,0_RBMX2,0_RCCD1,0_REC8,0_RENBP,0_RFC2,0_RGPD1,0_RGS1,0_RHOT1,0_RIC3,0_RIOK1,0_RNASET2,0_RNF13,0_RNF17,0_RNF19A,0_RNF19B,0_RNF20,0_RNF7,0_ROBO2,0_RPGR,0_RPL35,0_RPL37A,0_RPLP2,0_RPS10,0_RPS15A,0_RPS17,0_RPS25,0_RPS6KB1,0_RPS6KL1,0_RREB1,0_RRP1B,0_RUSC1,0_RWDD1,0_S100A1,0_S1PR2,0_SAE1,0_SAR1A,0_SCAP,0_SCARB1,0_SCD,0_SCIN,0_SDCBP2,0_SDF2L1,0_SEC63,0_SEMA3A,0_SERPINA3,0_SERPINA4,0_SERPINF2,0_SESTD1,0_SETD3,0_SETD4,0_SETDB2,0_SF3A3,0_SFPQ,0_SFXN3,0_SGK1,0_SGMS1,0_SH3BGRL2,0_SH3D19,0_SH3PXD2B,0_SHARPIN,0_SHROOM3,0_SIK2,0_SIM2,0_SKA1,0_SLC13A5,0_SLC25A12,0_SLC25A23,0_SLC25A4,0_SLC26A2,0_SLC29A2,0_SLC31A1,0_SLC38A10,0_SLC38A6,0_SLC41A3,0_SLC43A1,0_SLC43A2,0_SLC44A3,0_SLC46A2,0_SLC7A5,0_SLMAP,0_SMARCA2,0_SNAI2,0_SNRNP27,0_SNRPA1,0_SNRPD2,0_SNRPD3,0_SNX14,0_SOCS2,0_SOCS3,0_SPAG5,0_SPATA18,0_SRM,0_SRRT,0_SSC5D,0_SSR1,0_SSX2IP,0_STAP2,0_STAT3,0_STC1,0_STRADA,0_STRADB,0_STX10,0_STX3,0_SUCLG1,0_SUOX,0_SYNCRIP,0_SYNGR1,0_SYNJ2BP,0_SYPL1,0_SYTL1,0_TAF10,0_TAF15,0_TAF1A,0_TAF5,0_TAP1,0_TARDBP,0_TBC1D14,0_TBC1D7,0_TBCA,0_TBCE,0_TCERG1,0_TCIRG1,0_TECPR2,0_TFAP4,0_TFB1M,0_THBS2,0_THOC1,0_THTPA,0_THUMPD3,0_TIGD1,0_TJP2,0_TMBIM1,0_TMBIM6,0_TMED4,0_TMEM132E,0_TMEM159,0_TMEM184C,0_TMEM51,0_TMEM72,0_TMPO,0_TNFRSF18,0_TNIK,0_TOE1,0_TOMM5,0_TOP2A,0_TOPBP1,0_TOPORS,0_TPPP,0_TPT1,0_TRAK1,0_TRAP1,0_TREM1,0_TRIB2,0_TRIM11,0_TRIM17,0_TRIM35,0_TRMT1,0_TRMT5,0_TRMT6,0_TSEN34,0_TTC19,0_TTC32,0_TTC9C,0_TXNDC5,0_TXNRD2,0_U2AF2,0_UBA52,0_UBE2C,0_UBE2D1,0_UBE2H,0_UBE2Z,0_UCP2,0_UEVLD,0_UFSP2,0_UPK3B,0_UQCRC1,0_URGCP,0_USP22,0_VAPA,0_VEGFA,0_VEZF1,0_VGLL4,0_VKORC1,0_VPS18,0_VPS35,0_VPS36,0_VPS4A,0_WDR24,0_WDR33,0_WT1,0_XAF1,0_XK,0_XPA,0_XPC,0_XRCC1,0_YBX1,0_YTHDC2,0_YWHAB,0_YWHAZ,0_ZBTB2,0_ZBTB4,0_ZBTB8OS,0_ZC3HC1,0_ZDHHC3,0_ZFAND2A,0_ZFPM2,0_ZHX2,0_ZIC1,0_ZMYM4,0_ZNF143,0_ZNF146,0_ZNF268,0_ZNF326,0_ZNF384,0_ZNF443,0_ZNF503,0_ZNF532,0_ZNF549,0_ZNF630,0_ZNF677,0_ZNF768,0_ZNHIT6,0_ZRANB2
0,0,0,17,0,0,0,0,0,73,0,0,0,11,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,157,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,28,0,0,0,135,0,0,0,180,0,0,0,70,0,0,145,0,135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,219,16,0,0,0,0,19,0,0,0,120,0,0,157,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,69,0,0,32,0,0,65,0,0,0,0,0,0,0,76,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,25,0,128,32,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,74,0,146,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,255,0,0,0,2,125,0,0,0,0,9,0,95,60,0,0,0,0,0,0,0,0,150,0,0,0,0,0,122,0,0,85,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,10,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,115,90,0,184,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,234,0,0,0,0,28,0,0,0,149,0,0,76,0,71,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,176,60,0,0,0,0,192,112,279,0,0,0,66,0,0,0,0,0,0,207,0,0,0,0,160,0,0,0,0,67,0,0,31,74,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,186,0,0,0,0,0,0,0,212,0,0,0,0,148,0,0,0,0,0,0,76,158,0,67,219,33,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,97,0,0,5,173,0,0,0,0,0,0,0,0,0,0,0,60,0,73,0,130,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,118,0,88,0,0,0,15,134,53,131,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,55,270,0,0,0,0,0,0,255,0,0,0,276,0,0,0,0,0,150,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,51,0,0,75,0,0,0,0,0,126,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,1,0,5,0,0,0,0,0,2,1,3,0,34,1,24,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,1,1,0,0,0,0,246,0,1,0,1,0,0,183,0,0,0,1,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,1,0,304,0,0,0,0,0,0,0,1,0,0,0,4,3,1,0,1,1,1,0,0,0,0,1,0,2,0,0,3,2,0,1,0,0,0,0,1,0,23,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,347,0,0,0,0,0,0,1,1,0,0,0,0,1,46,0,0,0,12,305,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,258,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,67,0,2,0,0,0,0,3,1,0,0,0,0,16,0,0,0,9,3,3,13,0,173,1,2,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,1,0,1,1,0,0,0,0,3,1,0,3,0,55,41,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,0,1,0,0,205,0,0,3,0,0,0,0,0,0,0,0,1,4,1,0,1,0,7,2,0,2,8,0,0,2,0,0,6,4,422,0,1,0,0,0,0,0,4,309,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,11,3,1,1,2,0,366,0,0,0,0,0,0,0,167,0,0,0,0,1,7,0,0,0,1,165,4,0,0,0,5,1,0,0,4,0,0,0,0,0,4,1,0,0,1,0,2,1,1,1,2,9,0,0,1,1,5,1,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,0,1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,0,0,207,14,1,0,0,0,0,1,2,3,0,83,0,0,0,0,7,0,1,0,0,0,0,0,0,38,1,2,0,1,178,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,2,1,0,0,0,0,1,0,0,0,2,0,6,0,0,0,1,17,2,0,0,1,0,0,0,2,0,0,1,2,2,5,0,1,1,5,0,1,0,0,0,3,0,0,111,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,282,0,0,3,0,0,0,0,0,0,5,0,0,0,16,1,199,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,222,64,0,0,0,0,0,0,11,0,0,2,0,0,0,4,454,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,3,1,0,0,267,14,36,0,0,4,0,0,0,342,0,0,18,68,1,0,0,0,0,50,2,0,70,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,177,1,0,0,22,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,3,0,0,0,0,0,0,298,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,1,0,7,0,0,0,76,0,0,2,10,0,0,0,0,1,0,0,1,0,0,1
200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,260,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,3,4,4,0,0,0,0,0,4,6,1,0,2,1,1,0,0,72,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,327,2,0,0,2,0,0,150,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,45,0,0,244,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,1,0,351,0,0,5,22,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,5,1,227,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,19,0,0,0,1,0,0,11,0,1,0,0,0,1,0,3,0,121,0,0,0,0,181,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,15,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,250,2,0,9,0,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,422,1,0,0,0,0,0,2,0,232,1,10,0,0,0,1,0,0,0,0,0,6,3,0,0,27,3,0,0,1,0,382,0,0,0,0,1,0,0,179,0,0,4,0,0,0,1,0,0,0,207,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0,0,4,0,0,0,18,0,0,0,1,0,1,2,2,0,1,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,3,6,0,4,258,0,0,0,1,0,0,0,0,0,0,118,0,0,0,0,35,0,0,0,0,2,0,0,2,0,0,22,0,0,181,0,0,0,0,0,2,0,1,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,11,0,9,1,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,1,0,10,0,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,298,1,0,0,2,0,23,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,1,0,0,0,18,0,5,0,2,0,0,0,4,449,1,0,2,1,18,0,0,0,0,0,2,1,0,7,0,0,0,0,0,0,2,0,3,0,0,0,183,0,0,0,0,0,0,0,0,357,3,0,53,201,0,0,0,0,1,4,0,0,21,5,0,0,1,0,0,0,0,0,0,2,0,0,18,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,226,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,3,209,0,154,0,1,1,0,0,2,0,1,0,0,0,0,0,5,0,0,1,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,8,0,0
300,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,83,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,5,0,0,5,4,1,0,357,0,0,0,2,0,0,145,8,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,1,0,171,0,0,250,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,1,3,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,1,337,0,0,0,1,2,0,0,2,1,0,3,2,0,1,0,0,0,0,383,0,0,0,93,0,0,0,175,0,0,0,5,0,0,0,1,1,1,0,1,0,0,275,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,26,0,13,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,127,0,0,0,0,159,0,0,0,0,0,0,0,3,0,0,0,1,0,10,0,0,0,10,1,0,0,0,0,1,2,0,0,0,1,2,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,10,0,3,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,259,0,1,0,28,5,2,1,0,1,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,2,1,0,0,406,0,0,0,0,0,0,5,0,204,1,50,0,0,0,2,0,0,0,2,3,5,0,1,0,175,3,0,0,1,7,389,0,0,0,16,0,0,0,193,1,0,0,0,0,0,0,3,0,0,154,0,0,0,1,0,0,0,0,0,0,0,0,0,13,4,0,0,1,0,0,3,0,0,0,0,6,0,0,0,0,1,0,50,0,0,0,5,3,0,5,4,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,3,1,0,242,0,0,1,0,0,0,0,0,0,1,27,0,0,1,0,40,0,0,0,0,47,1,5,0,0,0,47,0,0,223,0,2,0,0,0,1,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,7,0,2,3,1,1,0,0,0,0,0,0,46,0,0,2,0,0,0,1,4,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,325,0,1,0,0,0,10,0,0,1,0,0,0,1,0,4,241,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,3,1,1,1,21,0,0,2,1,0,3,0,0,0,0,1,1,0,0,8,448,0,0,1,0,0,0,2,2,0,0,0,0,10,0,3,7,0,0,0,0,0,0,2,0,0,0,302,0,0,0,1,0,0,41,1,377,5,0,64,243,0,0,0,0,2,1,0,0,0,0,1,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,35,2,0,0,0,0,0,0,241,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,239,0,87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,40,0,0,0,0,0,0,0,0,0,0,40,0,6,2,1,0
