gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,91,91,0.14002800840280097,0.2631306361559324,1.0,0.17568452342492863,0.5,0.7090119352150699,0.7936621016275938,0.06492783083831273
1,523,322,322,0.14433756729740643,0.28891877646994674,1.0,0.1376313489637305,0.5,0.7305160975879231,0.8033158836684678,0.050463460993158564
2,537,386,536,0.14907119849998599,0.29105634060046764,1.0,0.1388309277368961,0.5,0.7392632859331705,0.8068146430229168,0.04628684046754849
3,534,370,712,0.14907119849998599,0.293933559494981,1.0,0.13930083530066156,0.5,0.7429254970806646,0.8068146430229168,0.04577383952392665
4,525,407,888,0.14744195615489714,0.2938137600215058,1.0,0.13721835289962458,0.5,0.7469804567442185,0.8078523811838495,0.04415485671114807
5,523,439,1071,0.14586499149789456,0.2964620407430896,1.0,0.13865781718254327,0.5,0.7497320988798872,0.8078523811838495,0.04381675180733169
6,539,441,1229,0.14586499149789456,0.29815524477626504,1.0,0.13745749299063775,0.5,0.7520930152180554,0.8088587434299827,0.04264728378973448
7,535,487,1392,0.14907119849998599,0.2934832797004344,1.0,0.13534151680823145,0.5,0.7564084358525426,0.8138977658882013,0.04154071908264443
8,539,453,1532,0.14907119849998599,0.2939186975932795,1.0,0.1355873120510677,0.5,0.7587279874093412,0.8138977658882013,0.0416611498467457
9,527,452,1649,0.14907119849998599,0.2909746328695925,1.0,0.1371845993854952,0.5,0.7611806786230298,0.8138977658882013,0.041905135476189605
10,534,517,1750,0.14907119849998599,0.2872423766656865,1.0,0.1360928804581026,0.5,0.7644607930356615,0.8138977658882013,0.040766555091855824
11,542,516,1851,0.14907119849998599,0.29104957857217983,1.0,0.13732020644146675,0.5,0.7653419138904745,0.8138977658882013,0.041827433842870014
12,534,491,1930,0.14744195615489714,0.2924121682644484,1.0,0.1370796071172425,0.5,0.7668948225213857,0.815049027755845,0.04123065583693526
13,536,481,2015,0.14744195615489714,0.2858018125557381,1.0,0.13617102854078797,0.5,0.7705111135987379,0.8211509340356873,0.040571852152402374
14,541,487,2099,0.14744195615489714,0.2919138983016376,1.0,0.13701906172366357,0.5,0.7699995735117195,0.8211509340356873,0.041365165253245816
15,544,490,2174,0.15075567228888181,0.29115639148833666,1.0,0.13761682141438883,0.5,0.7717548081759946,0.8211509340356873,0.04121640733398127
16,546,515,2236,0.14907119849998599,0.29329347476503853,1.0,0.1358846254513884,0.5,0.7724485414053133,0.8211509340356873,0.040884325599415995
17,552,498,2291,0.15075567228888181,0.2952184964277243,1.0,0.13693927666681946,0.5,0.772993113326133,0.8211509340356873,0.04163129932003409
18,553,492,2341,0.15075567228888181,0.2990509849741241,1.0,0.13709263000447208,0.5,0.7729453150263792,0.8211509340356873,0.041712219016415905
19,549,486,2395,0.15075567228888181,0.3051337973025757,1.0,0.13779530244584332,0.5,0.7727427293481325,0.8211509340356873,0.042501136469782874
20,545,526,2440,0.15075567228888181,0.29891664766223913,1.0,0.13740715312367788,0.5,0.7757034435298822,0.8211509340356873,0.04153209389716758
21,550,490,2471,0.14744195615489714,0.29835258013002036,1.0,0.13754299736224798,0.5,0.7769611428739616,0.8211509340356873,0.041371611783579405
22,544,516,2507,0.14744195615489714,0.29281468665962584,1.0,0.13778349971835124,0.5,0.7792163558556388,0.8211509340356873,0.041189853403915434
