gen,0_ABCA4,0_ABCG1,0_ABHD10,0_ABHD11,0_ABHD14B,0_ACAA1,0_ACADL,0_ACADS,0_ACAT1,0_ACSL1,0_ACY1,0_ADAL,0_ADAM17,0_ADAM23,0_ADAM33,0_ADAM8,0_ADCY2,0_ADCY3,0_ADM,0_AEBP1,0_AFAP1,0_AHI1,0_AHNAK2,0_AKAP8L,0_ALDH1L2,0_ALG3,0_ALG5,0_AMPD2,0_ANAPC5,0_ANAPC7,0_ANK3,0_ANKS6,0_ANP32E,0_ANXA2,0_ANXA3,0_ANXA5,0_ANXA9,0_AP1AR,0_AP1B1,0_AP3M2,0_APBB1,0_APEH,0_APOBEC3A,0_APOBEC3D,0_APOOL,0_ARFGEF2,0_ARHGAP1,0_ARHGAP24,0_ARRDC4,0_ATG5,0_ATM,0_ATP2B2,0_ATP2B3,0_ATP6AP1,0_ATP6V1F,0_ATP8A1,0_ATPAF1,0_B4GALNT2,0_BAZ1A,0_BBC3,0_BCAP29,0_BCAR1,0_BCL2L11,0_BCL2L12,0_BCL7A,0_BDH1,0_BICD1,0_BIRC5,0_BLK,0_BLOC1S3,0_BPHL,0_BRAF,0_BRCA1,0_BRD8,0_BRIP1,0_BTF3,0_BTN2A1,0_BTN3A1,0_BYSL,0_C11orf80,0_C17orf97,0_C1orf116,0_C1orf198,0_C2orf49,0_CACNA1H,0_CACYBP,0_CALU,0_CAPZA1,0_CARD11,0_CASP10,0_CASP2,0_CC2D1A,0_CCDC57,0_CCM2,0_CCNA2,0_CCNB2,0_CCNH,0_CCT6B,0_CD47,0_CD74,0_CD86,0_CD9,0_CDC14A,0_CDC37L1,0_CDC42BPB,0_CDCA5,0_CDH1,0_CDH23,0_CDK18,0_CDKN1A,0_CDKN2A,0_CENPV,0_CES2,0_CFB,0_CFHR1,0_CHAC1,0_CHCHD3,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHP2,0_CHRDL1,0_CHST11,0_CHUK,0_CKAP5,0_CKS2,0_CLCC1,0_CLDN4,0_CLDN8,0_CMC1,0_CMPK1,0_CNTNAP1,0_COBLL1,0_COG4,0_COG8,0_COL1A1,0_COX18,0_COX19,0_CP,0_CPE,0_CPNE5,0_CPNE8,0_CRBN,0_CRHBP,0_CRP,0_CRYZ,0_CSAD,0_CSPG5,0_CTAGE1,0_CTDP1,0_CTDSPL,0_CWC15,0_CXCR5,0_CYB5D2,0_CYFIP1,0_CYP2S1,0_CYTH4,0_DAAM2,0_DBI,0_DCLK1,0_DCTN3,0_DDR1,0_DEDD,0_DEPDC1,0_DERL1,0_DERL3,0_DFFB,0_DGKG,0_DGUOK,0_DHX30,0_DKC1,0_DLD,0_DNAJB1,0_DNAJB7,0_DNAL4,0_DNMT3A,0_DNMT3B,0_DPAGT1,0_DPYSL3,0_DPYSL4,0_DSC2,0_DTNBP1,0_DTX4,0_DTYMK,0_DUOXA1,0_DUSP19,0_DYNC2LI1,0_ECM2,0_EEA1,0_EEF2,0_EFTUD2,0_EHBP1L1,0_EIF4A3,0_EIF4EBP1,0_ELMO3,0_ELMOD2,0_ELMOD3,0_EME1,0_ENHO,0_ENPP4,0_ENPP5,0_ENTPD2,0_ENY2,0_EPHA3,0_EPHX2,0_EPS8,0_EPSTI1,0_ERLIN1,0_ESRP1,0_EZH1,0_F2,0_FAM122A,0_FAM135A,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM53B,0_FANCI,0_FBP1,0_FCHO1,0_FCHSD1,0_FCRL1,0_FECH,0_FEN1,0_FGB,0_FGG,0_FHIT,0_FIS1,0_FLAD1,0_FLNB,0_FLOT1,0_FLRT3,0_FNIP2,0_FOXO1,0_FTH1,0_FZD4,0_G6PC,0_GAB2,0_GABPA,0_GALK1,0_GALT,0_GART,0_GAS1,0_GAS8,0_GBE1,0_GBGT1,0_GBP5,0_GCSH,0_GDF15,0_GEMIN6,0_GFM1,0_GGPS1,0_GIT2,0_GLG1,0_GLOD4,0_GLUD1,0_GMFB,0_GMIP,0_GMPR,0_GMPR2,0_GNAI3,0_GNE,0_GNL3,0_GOLGA3,0_GOLGB1,0_GPD2,0_GPR143,0_GPRC5C,0_GRAMD1B,0_GREM2,0_GRIN2D,0_GRK5,0_GSR,0_GTF2E2,0_GTPBP2,0_GTSF1,0_GUF1,0_GUSB,0_HADH,0_HADHB,0_HAGH,0_HAT1,0_HAUS3,0_HAUS5,0_HBP1,0_HCFC1,0_HECTD2,0_HELQ,0_HERC3,0_HIF3A,0_HIRIP3,0_HIVEP3,0_HMGA2,0_HMGN1,0_HMGXB4,0_HMOX2,0_HNRNPA3,0_HNRNPAB,0_HNRNPC,0_HOXC13,0_HP1BP3,0_HSD17B11,0_HSD17B6,0_HSPA12A,0_IDO1,0_IDUA,0_IER5,0_IFI35,0_IFIT3,0_IFNB1,0_IFRD1,0_IL10,0_IL4I1,0_IMPA2,0_ING1,0_INO80D,0_INPP5A,0_INTS8,0_IP6K1,0_IRAK3,0_IRF2BP2,0_IRF3,0_ISG20L2,0_ISL1,0_ITIH3,0_IVD,0_IWS1,0_JUP,0_KAT5,0_KCNA5,0_KCNE3,0_KCNE4,0_KCNJ15,0_KCNK1,0_KCNS3,0_KCTD16,0_KHDRBS3,0_KIAA0232,0_KIAA1614,0_KIAA1671,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF4A,0_KIF7,0_KISS1R,0_KLF3,0_KLHL36,0_KNTC1,0_KPNA3,0_KRBA1,0_KRT7,0_KTN1,0_L2HGDH,0_LAGE3,0_LBP,0_LDHD,0_LENG8,0_LGALS1,0_LGALS8,0_LGI4,0_LGR6,0_LPAR2,0_LRBA,0_LRCH2,0_LRFN3,0_LRP5,0_LRPPRC,0_LRRC25,0_LSM2,0_LSM6,0_LUC7L,0_LUZP1,0_LYPD6,0_MACC1,0_MAF,0_MAGEA4,0_MAGEA8,0_MAGEE1,0_MAGOH,0_MAP1LC3B2,0_MAP3K12,0_MAPK6,0_MAPK8,0_MARK2,0_MBD4,0_MCCC2,0_MDH2,0_MED12,0_MED8,0_MEPCE,0_MFSD6,0_MFSD9,0_MGAT1,0_MGST1,0_MGST2,0_MICAL2,0_MICALL2,0_MIPEP,0_MIS12,0_MLH1,0_MLYCD,0_MME,0_MMP11,0_MMP2,0_MOAP1,0_MOCS2,0_MORC3,0_MOXD1,0_MPV17L,0_MPZL1,0_MRPL18,0_MRPL42,0_MRPL44,0_MRPL49,0_MRPL50,0_MRPL55,0_MRPS15,0_MRPS18C,0_MRPS36,0_MRPS9,0_MS4A6A,0_MSH2,0_MSH6,0_MSRA,0_MTA2,0_MTHFD1,0_MTMR12,0_MTSS1,0_MVP,0_MYBBP1A,0_MYC,0_MYEF2,0_MYO5B,0_NAA35,0_NAGK,0_NAP1L4,0_NAPA,0_NAPSA,0_NASP,0_NAV1,0_NCBP2,0_NCSTN,0_NDRG2,0_NDST2,0_NDUFA4L2,0_NDUFB10,0_NDUFS2,0_NEIL1,0_NEK7,0_NF2,0_NFE2L2,0_NFKB2,0_NIPAL3,0_NKIRAS1,0_NLN,0_NLRP1,0_NME2,0_NME5,0_NMUR1,0_NOL11,0_NOP16,0_NOP56,0_NOS1AP,0_NPLOC4,0_NPM1,0_NR3C2,0_NR4A1,0_NTRK3,0_OCLN,0_ORM1,0_ORM2,0_OSMR,0_OTP,0_OTUD1,0_P2RX4,0_P4HTM,0_PA2G4,0_PABPC1,0_PABPN1,0_PADI1,0_PAFAH1B1,0_PAK1IP1,0_PAPOLG,0_PAQR7,0_PARP1,0_PATZ1,0_PAX9,0_PBXIP1,0_PCBP3,0_PCCA,0_PCDHGA1,0_PCDHGB5,0_PCGF1,0_PCID2,0_PCK1,0_PDCD1LG2,0_PDCL2,0_PDE10A,0_PDE9A,0_PDHA1,0_PDP2,0_PELI2,0_PEX13,0_PEX6,0_PFDN2,0_PGAP3,0_PGLYRP2,0_PHC2,0_PHLDB1,0_PIF1,0_PIGQ,0_PIK3R1,0_PIK3R2,0_PINK1,0_PIR,0_PKIB,0_PKP4,0_PLA2G5,0_PLCD1,0_PLCE1,0_PLCG1,0_PLEC,0_PLEK2,0_PLEKHA2,0_PLEKHA7,0_PLEKHG3,0_PLEKHJ1,0_PLK1,0_PLK2,0_PLRG1,0_PMPCA,0_PMS2,0_PNCK,0_PNPT1,0_POLA2,0_POLD3,0_POLG2,0_POLR2H,0_POU3F3,0_PPAT,0_PPCS,0_PPM1H,0_PPME1,0_PPP1R9A,0_PRAF2,0_PRCC,0_PRDX2,0_PRDX5,0_PREX2,0_PRICKLE4,0_PRKCI,0_PRR16,0_PSEN1,0_PSKH1,0_PSMA4,0_PSMB4,0_PSMC2,0_PSMC3,0_PSMD12,0_PTGES2,0_PTGIS,0_PTHLH,0_PTPN21,0_PTPN22,0_PTPN7,0_PTPRJ,0_PTRH2,0_PUS1,0_PXDN,0_PYCR1,0_RAB11FIP1,0_RAB21,0_RAB32,0_RAB9B,0_RAC2,0_RAD1,0_RAD23A,0_RAD50,0_RAD54L2,0_RAP1GDS1,0_RAPGEF3,0_RASGRF1,0_RBBP7,0_RBL2,0_RBM26,0_RBM38,0_RBM45,0_RBM47,0_RELL1,0_RFC2,0_RFC4,0_RFFL,0_RGPD1,0_RHOA,0_RHOT1,0_RNASET2,0_RNF13,0_RNF180,0_RNF213,0_RNF40,0_RNF7,0_RNPEP,0_RPAP2,0_RPGR,0_RPIA,0_RPL27,0_RPRD1A,0_RPS23,0_RPS27A,0_RPS4X,0_RPS6KB2,0_RRAGD,0_RRP15,0_RUFY3,0_S100A11,0_S1PR2,0_SACM1L,0_SART3,0_SBNO2,0_SCAP,0_SCARA5,0_SCO1,0_SDCCAG8,0_SDR16C5,0_SEC24B,0_SEC24D,0_SEMA3A,0_SENP8,0_SERPINA3,0_SERPINA4,0_SERPINC1,0_SERPINH1,0_SERTAD2,0_SFXN4,0_SH2B3,0_SH3BGRL2,0_SH3RF1,0_SHC1,0_SHISA5,0_SIK3,0_SIPA1L1,0_SIRPA,0_SIRT5,0_SIRT7,0_SLC12A4,0_SLC12A9,0_SLC13A1,0_SLC15A4,0_SLC1A5,0_SLC26A2,0_SLC27A2,0_SLC2A5,0_SLC30A9,0_SLC38A6,0_SLC39A8,0_SLC39A9,0_SLC43A2,0_SLC44A3,0_SLC4A1AP,0_SLC6A12,0_SLC6A2,0_SLC7A1,0_SLC9A2,0_SLMAP,0_SMAGP,0_SMAP1,0_SMARCE1,0_SMC4,0_SMG6,0_SNF8,0_SNRNP40,0_SNRPA,0_SNRPA1,0_SNRPB2,0_SNRPD1,0_SNRPG,0_SNX14,0_SNX15,0_SOCS3,0_SOCS6,0_SPAG5,0_SPATA13,0_SRM,0_SRP19,0_SRPK1,0_SRPX2,0_SRRM2,0_ST3GAL2,0_ST8SIA1,0_STAT3,0_STK24,0_STRN,0_STXBP5,0_SUB1,0_SUDS3,0_SUPT5H,0_SUSD2,0_SV2C,0_SYNCRIP,0_SYNGR3,0_SYPL1,0_TACC3,0_TAP2,0_TAS1R1,0_TBC1D15,0_TBCA,0_TBCE,0_TBP,0_TCEA1,0_TCIRG1,0_TCOF1,0_TDG,0_TEC,0_TFAM,0_TGFBI,0_THTPA,0_TIAM1,0_TIPRL,0_TM2D1,0_TMED2,0_TMEM132E,0_TMEM141,0_TMEM192,0_TMEM25,0_TMEM33,0_TMEM39A,0_TMEM72,0_TMEM8B,0_TMEM9B,0_TMPRSS2,0_TNFSF4,0_TNIP2,0_TOLLIP,0_TOPBP1,0_TPM2,0_TPPP,0_TRAF6,0_TRAK1,0_TRIM11,0_TRIM27,0_TRIM65,0_TRIO,0_TRIP4,0_TSR1,0_TTC17,0_TTC4,0_TTC9C,0_TTLL11,0_TTLL3,0_TUBB,0_TYMP,0_UBE2D3,0_UBE2F,0_UBE2G2,0_UBE2Z,0_UBXN6,0_UFSP2,0_UGT1A6,0_UPK3B,0_UQCRC2,0_UQCRH,0_UQCRHL,0_UROC1,0_USF1,0_USP1,0_USP13,0_USP15,0_USP4,0_UTP6,0_VAPA,0_VAPB,0_VASP,0_VEZT,0_VPS18,0_VPS41,0_VTI1A,0_WDR17,0_WDR24,0_WDR7,0_WDR77,0_WIPF1,0_WLS,0_WT1,0_WWC1,0_XKR9,0_XPO5,0_YIPF1,0_YWHAQ,0_YWHAZ,0_ZBTB4,0_ZBTB42,0_ZC3H18,0_ZCCHC8,0_ZDHHC15,0_ZFPM2,0_ZFYVE1,0_ZIC1,0_ZMYND8,0_ZNF143,0_ZNF19,0_ZNF500,0_ZNF503,0_ZNF514,0_ZNF677,0_ZNF768,0_ZNF83,0_ZNHIT3,0_ZRANB2
0,0,0,0,0,0,0,222,0,0,0,0,0,0,196,9,0,256,0,0,90,0,0,187,0,246,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,21,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,100,0,0,0,95,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,11,94,0,0,0,99,150,22,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,263,39,0,0,93,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,99,0,0,160,0,0,0,0,0,0,0,0,2,0,0,0,0,144,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,86,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,210,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,21,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,97,0,0,214,0,0,0,0,0,0,0,0,30,76,0,0,0,0,0,0,0,0,0,80,0,0,0,0,228,0,0,0,207,166,0,0,0,0,0,0,0,308,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,229,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,131,0,7,0,303,141,0,0,0,0,0,125,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,18,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,271,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,166,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,126,0,99,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,47,1,0,0,0,0,0,80,0,2,0,391,4,1,0,0,1,269,1,0,0,0,0,1,16,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,7,3,0,0,0,1,0,0,1,205,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,10,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,2,14,1,0,0,7,1,2,0,240,0,0,1,0,2,0,0,0,2,0,0,4,4,2,0,0,0,0,0,26,0,1,0,0,0,1,0,0,1,0,2,0,0,0,6,0,0,1,0,0,0,0,61,1,0,0,0,0,0,3,0,3,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,238,0,9,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,1,0,4,0,0,0,0,1,5,0,0,0,0,1,0,1,413,1,0,0,2,1,49,0,0,0,0,0,0,1,0,0,0,0,1,3,0,9,0,0,7,1,1,3,2,0,155,1,11,2,0,0,0,1,1,160,1,0,0,6,0,0,0,3,1,0,0,0,0,1,0,0,0,110,1,1,0,0,0,0,0,1,193,0,13,0,0,0,0,7,0,1,0,0,0,0,0,5,0,0,1,6,21,56,0,0,0,0,0,3,31,0,0,0,0,194,3,1,0,1,0,0,0,0,31,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,2,443,0,0,0,0,0,1,1,0,207,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,456,0,0,0,0,0,0,0,0,1,0,0,0,259,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,12,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,90,0,0,0,0,0,0,3,0,1,0,0,1,3,5,0,0,0,1,0,1,1,5,0,0,8,0,15,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,30,1,0,0,3,0,0,40,2,15,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,1,0,2,0,0,3,1,0,1,2,0,0,2,0,0,0,0,0,0,4,0,0,8,0,0,1,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,64,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,214,0,0,0,248,0,2,36,1,1,1,4,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,3,426,0,0,3,0,2,0,0,1,0,0,23,0,0,26,2,0,0,0,0,0,1,0,0,0,0,2,1,0,2,1,3,0,2,0,0,0,2,2,0,362,0,0,15,0,24,0,3,0,0,0,18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,18,2,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,9,2,1,0,0,1,0,0,1,7,0,0,0,4,0,1,0,1,40,0,1,0,0,1,0,0,0,0,0,9,0
200,1,0,0,0,33,0,0,0,0,0,2,0,114,0,1,0,404,1,0,0,0,0,266,154,0,0,0,0,0,13,0,1,0,1,0,44,0,2,0,1,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,95,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,1,0,252,0,0,0,0,0,80,0,0,0,1,4,1,151,0,1,0,0,0,4,17,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,0,0,1,2,0,1,1,2,0,1,0,4,4,1,0,0,0,3,0,0,1,5,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,0,0,391,3,0,0,0,0,9,3,0,1,0,1,0,0,4,1,0,0,0,0,0,0,45,1,0,0,0,0,0,0,186,0,5,0,0,0,0,0,0,222,0,0,1,0,86,0,44,0,0,0,0,1,0,0,0,2,0,261,0,0,1,1,0,0,0,0,239,0,36,0,0,0,2,0,0,0,0,0,0,0,1,7,0,3,0,50,0,0,1,3,1,0,0,0,0,0,0,0,7,151,0,0,5,0,0,0,0,1,1,0,0,4,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,2,443,0,0,1,0,3,0,0,0,161,0,0,0,0,1,0,1,1,0,0,0,0,0,7,0,6,1,458,5,1,1,0,12,1,0,0,0,0,0,1,295,0,0,0,0,2,4,0,212,0,1,0,0,0,1,0,0,0,0,6,0,5,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,76,8,0,4,0,0,0,0,2,0,0,1,1,3,0,1,1,6,0,0,0,1,0,0,2,7,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,57,0,0,2,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,7,0,0,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,1,249,0,0,42,0,0,53,2,0,20,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,11,0,0,2,0,2,0,0,1,0,0,1,0,388,0,0,4,0,0,0,3,0,2,0,1,0,0,158,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,1,0,1,0,0,1,0,0,1,377,0,1,6,3,161,1,7,0,0,1,163,3,1,0,0,0,1,0,3,1,0,1,0,0,0,0,1,3,0,1,3,0,2,1,0,0,0,0,5,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,1,0,0,0,0,1,0,0,2,1,0,1
300,6,3,0,2,32,0,0,2,1,0,0,1,110,0,0,4,401,0,0,0,0,0,289,201,0,0,2,0,0,7,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,284,0,70,1,1,0,1,6,1,0,1,0,0,0,0,0,4,0,0,2,0,0,1,1,0,7,0,0,0,0,1,0,0,39,0,0,0,1,0,0,0,0,0,0,4,0,2,24,1,25,0,0,2,0,1,1,0,0,1,0,0,1,263,0,0,0,0,0,130,1,0,0,0,0,1,237,0,0,1,2,3,4,38,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,321,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,1,0,2,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,362,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,4,0,130,0,0,0,0,0,0,0,216,0,3,11,0,1,0,0,2,223,0,0,11,0,66,0,19,0,3,0,1,0,0,0,3,1,0,245,0,0,0,1,0,0,0,0,190,0,31,7,0,2,0,0,2,1,0,0,0,0,0,6,0,0,0,19,0,0,3,0,0,0,1,0,0,2,0,5,14,166,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,449,0,0,0,1,0,0,0,1,163,0,0,2,2,0,1,0,0,0,1,1,3,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,1,0,311,0,0,0,1,3,3,0,282,19,0,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,93,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,2,0,0,0,9,0,0,0,2,4,1,5,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,55,0,0,0,2,0,0,1,0,1,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,8,3,0,3,1,1,0,0,0,1,0,0,0,0,1,1,8,1,0,4,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,147,0,0,0,279,1,0,35,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,13,1,1,4,0,2,1,0,0,0,0,0,0,358,0,1,3,0,0,0,0,0,0,0,0,11,0,143,0,0,1,3,0,0,0,0,7,0,27,0,2,0,1,0,0,1,0,0,0,0,0,0,0,382,0,0,5,0,138,0,6,0,2,0,164,0,0,4,10,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,1,0,7,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
