gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,403,403,0.19934718779166902,0.7287657725865094,0.8391063917485072,0.12962097169896683,0.14002800840280097,0.2486513333749549,1.0,0.14890997491739844
1,506,618,621,0.19934718779166902,0.7295468843390217,0.8412597518773938,0.11967147176850383,0.12803687993289598,0.2731686981408062,1.0,0.13640661827639367
2,500,683,851,0.19934718779166902,0.7382462612700967,0.8412597518773938,0.1105221939017482,0.12803687993289598,0.2763381435663245,1.0,0.13657852786599695
3,500,702,1056,0.19934718779166902,0.7457262885685746,0.8412597518773938,0.1072291671254261,0.13483997249264842,0.2758988642400279,1.0,0.136428894337005
4,500,721,1258,0.19934718779166902,0.7518038144170344,0.8412597518773938,0.10008843629562973,0.13483997249264842,0.2776425687907442,1.0,0.13624811256624508
5,500,738,1441,0.19934718779166902,0.7609650054166546,0.8417641118567332,0.09333204642854191,0.13483997249264842,0.2707224405662854,1.0,0.13491031711433527
6,500,749,1621,0.19934718779166902,0.7657653925243262,0.8463461098820403,0.08972250551064134,0.13608276348795434,0.2707249324420884,1.0,0.13530074763296623
7,500,771,1788,0.19934718779166902,0.7661072668728748,0.8463461098820403,0.09146191741780345,0.13608276348795434,0.27495629722015585,1.0,0.13777388855106756
8,500,796,1956,0.19934718779166902,0.7716138730003953,0.8463461098820403,0.08809562969542514,0.13483997249264842,0.27062845351806825,1.0,0.13546778967113798
9,500,783,2094,0.19934718779166902,0.7762423195773965,0.8463461098820403,0.0842776162398189,0.13608276348795434,0.26881823418237666,1.0,0.13585908958328544
10,500,820,2271,0.19934718779166902,0.7783466790688527,0.8463461098820403,0.08342400245575503,0.13736056394868904,0.2698823880571313,1.0,0.13548423510973961
11,500,812,2420,0.19934718779166902,0.7817934456589861,0.8488116968416952,0.08175135506838643,0.13736056394868904,0.2683425033584762,1.0,0.13485831932376252
12,500,798,2573,0.19934718779166902,0.7827357611515486,0.8586462674889253,0.08175449430521117,0.13736056394868904,0.2715328479148218,1.0,0.13498127610482083
13,500,820,2728,0.19934718779166902,0.7852830683112091,0.8586462674889253,0.08057367342903754,0.13608276348795434,0.2716165987810352,1.0,0.1336815507782309
14,500,821,2850,0.19934718779166902,0.7871636695709835,0.8586462674889253,0.08011897839817862,0.13608276348795434,0.27210758124716117,1.0,0.13349592148492073
15,500,814,2975,0.19934718779166902,0.7882044459829899,0.8586462674889253,0.07988339152655875,0.13608276348795434,0.27330401917309305,1.0,0.1334453873245202
