gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,442,442,0.2,0.8134405707600753,0.9254291617294077,0.136666293486286,0.0,0.576991834968444,0.6500307215535399,0.09462949985685017,0.14002800840280097,0.2689271201737961,1.0,0.1546353993242269
1,666,692,695,0.2,0.7982261224741667,0.9253886508876938,0.1315736160943605,0.0,0.5847713562323158,0.6500772663193023,0.05318491430744152,0.14002800840280097,0.31178774279446214,1.0,0.14270465349989303
2,737,693,915,0.2,0.8267401471862512,0.926639423125614,0.09803012028254188,0.0,0.5932351753128919,0.6500307215535399,0.042760573544623245,0.13736056394868904,0.3033413697558379,1.0,0.12810636419313862
3,714,746,1139,0.2,0.807397048431889,0.931596430994845,0.11090178658486544,0.0,0.5925220065055565,0.6567094324556693,0.045941210540497567,0.13736056394868904,0.3349179422951085,1.0,0.14002191728652116
4,713,769,1357,0.2,0.8127695112343395,0.931596430994845,0.11008793620651691,0.0,0.5952571377424688,0.6567094324556693,0.04460522768823031,0.13736056394868904,0.33827596961633993,1.0,0.15052691893818831
5,728,758,1550,0.2,0.8292415147097928,0.9340468305330214,0.09548971432439167,0.0,0.597700380766866,0.6567094324556693,0.04034595365239205,0.13736056394868904,0.32773087083326663,1.0,0.1368249234469338
6,724,769,1741,0.2,0.8195224777702644,0.9340468305330214,0.10347208893803599,0.0,0.5980208353531602,0.6590111834077845,0.04221127940593599,0.1386750490563073,0.34884502032317943,1.0,0.14657650015428053
7,715,784,1927,0.2,0.823737986521666,0.937707491467404,0.09781402150861702,0.0,0.6003301161272002,0.6590111834077845,0.04139360769277971,0.1386750490563073,0.3489698577974292,1.0,0.1423919764593622
8,708,800,2109,0.2,0.8323733399092792,0.937707491467404,0.09711788254402313,0.0,0.6064297865775318,0.6590111834077845,0.04269865141064751,0.1336306209562122,0.33142045335309295,1.0,0.1468494338077058
9,715,788,2262,0.2,0.8341632579148646,0.9383166732496784,0.09620536788851926,0.0,0.6036994487875941,0.6590111834077845,0.041979780951746294,0.13245323570650439,0.34550207845902503,1.0,0.14447360194844455
10,715,788,2402,0.2,0.8164452395168187,0.9464031436413171,0.10373219059545467,0.0,0.6023058046903456,0.6595159581390697,0.04445520763470055,0.125,0.37974871267335236,1.0,0.14766198054623744
11,722,801,2548,0.2,0.8192333968552753,0.9464031436413171,0.10131075755080604,0.0,0.6035481640225868,0.6595159581390697,0.04423807301864304,0.125,0.37432294760383883,1.0,0.14781710381064098
12,723,783,2672,0.2,0.8277226612466929,0.9464031436413171,0.09610544078959375,0.0,0.6061650393913315,0.6595832710540541,0.04342342700314933,0.12598815766974242,0.36516382175488854,1.0,0.14184345602840273
13,711,824,2803,0.2,0.8217250504677942,0.9464031436413171,0.09598279255232506,0.0,0.6030038302163608,0.6595832710540541,0.04288937018550052,0.12598815766974242,0.3873926237593352,1.0,0.14079187096490364
14,718,792,2910,0.2,0.8241767456227683,0.9464031436413171,0.09399467348891086,0.0,0.6084048558769498,0.6595159581390697,0.042283867344103915,0.125,0.38102503431381607,1.0,0.14189928833460233
15,712,816,3049,0.2,0.8181439374465497,0.9464031436413171,0.0946868277585906,0.0,0.6098947706520065,0.6595159581390697,0.04236739641114119,0.125,0.39581817931364055,1.0,0.13861410933536664
16,709,827,3181,0.2,0.8273972247247089,0.9464031436413171,0.09787152674146447,0.0,0.607549850876089,0.6638902316050638,0.04402463066728987,0.14002800840280097,0.38660194043644697,1.0,0.14461833630384074
