gen,evals,gen_feats,explored,expression_subtype naive Bayes balanced accuracy_min,expression_subtype naive Bayes balanced accuracy_avg,expression_subtype naive Bayes balanced accuracy_max,expression_subtype naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,648,648,0.14285714285714285,0.5154653142383713,0.7653896704944165,0.14064964638806024,0.0196078431372549,0.09017529963257254,1.0,0.1704078492155691
1,513,889,906,0.14285714285714285,0.5597414418999814,0.78583853909928,0.14008128826454766,0.01694915254237288,0.0877821701860492,1.0,0.10339407379304562
2,500,928,1139,0.14285714285714285,0.5858791038755697,0.8130084695488885,0.14169056624543236,0.016666666666666666,0.09690061557799481,1.0,0.11295159955586172
3,500,965,1397,0.14285714285714285,0.6107279957790266,0.8130084695488885,0.13621302397886265,0.015873015873015872,0.09626026333712512,1.0,0.1119398795210891
4,500,981,1611,0.14285714285714285,0.632405157949059,0.8194477776665018,0.13385808604486493,0.015151515151515152,0.09375595083323256,1.0,0.1104421585291211
5,500,1016,1841,0.14285714285714285,0.6540152919181396,0.8293918867655404,0.1316922917686197,0.015151515151515152,0.08997367791375131,1.0,0.10918663763925146
6,500,1042,2068,0.14285714285714285,0.6713768821331351,0.8293918867655404,0.12881162216034872,0.014285714285714285,0.08621600451187084,1.0,0.10701178176932648
7,500,1057,2305,0.14285714285714285,0.6793298106877277,0.8328897105971317,0.12896820499065517,0.014285714285714285,0.08619823362592166,1.0,0.10664888530906885
8,500,1054,2520,0.14285714285714285,0.6881147086787045,0.8328897105971317,0.12952892237915245,0.0136986301369863,0.08630010464359125,1.0,0.10692522637182311
9,500,1058,2750,0.14285714285714285,0.7000773401653909,0.8354505456931781,0.12677480264351448,0.013333333333333334,0.08330298759616855,1.0,0.10595549067050261
10,500,1044,2959,0.14285714285714285,0.7069066615046163,0.8354505456931781,0.12609981943485196,0.014492753623188406,0.08232283019761413,1.0,0.10466588797753822
11,500,1055,3161,0.14285714285714285,0.7119372736628058,0.8378470492566835,0.12596423030464537,0.015151515151515152,0.08267639339202189,1.0,0.10479527390438938
12,500,1047,3364,0.14285714285714285,0.7196021137353461,0.8428618757000814,0.1238740451499351,0.014925373134328358,0.0810438870308677,1.0,0.10437126186205029
13,500,1052,3562,0.14285714285714285,0.7189666044734976,0.8428618757000814,0.12384527300414559,0.014492753623188406,0.08350353729593825,1.0,0.10438424020472886
14,500,1024,3752,0.14285714285714285,0.7222511451586775,0.8428618757000814,0.1229241087551344,0.014285714285714285,0.08358975310752918,1.0,0.10428942932010454
15,500,1051,3958,0.14285714285714285,0.7253658163417045,0.8704175870420395,0.1218930829836244,0.014285714285714285,0.08405771622939394,1.0,0.1042158609998601
16,500,1058,4160,0.14285714285714285,0.7305765797716702,0.8752082356958673,0.12181058314532948,0.013888888888888888,0.08338357683787181,1.0,0.10437302266069831
17,500,1082,4373,0.14285714285714285,0.7345399792882121,0.8752082356958673,0.12262278506736987,0.013513513513513514,0.08319928605294925,1.0,0.10450315555158533
18,500,1086,4589,0.14285714285714285,0.739940663959336,0.8752082356958673,0.12236636798435836,0.013513513513513514,0.08202532231936578,1.0,0.1047214800834902
19,500,1061,4766,0.14285714285714285,0.7431467113591554,0.8752082356958673,0.12198977181234834,0.013513513513513514,0.08251534750656646,1.0,0.10486959804338947
20,500,1069,4954,0.14285714285714285,0.751468774791968,0.8752082356958673,0.11841180638311168,0.0136986301369863,0.07894595221775534,1.0,0.10243997879477557
21,500,1042,5124,0.14285714285714285,0.7541849421978977,0.8752082356958673,0.11814517514820472,0.015151515151515152,0.07897498559848737,1.0,0.10239083908980451
22,500,1056,5302,0.14285714285714285,0.7580727046557156,0.8752082356958673,0.11774663591456168,0.015151515151515152,0.07884151071929116,1.0,0.10245774569883903
23,500,1055,5474,0.14285714285714285,0.7614969676335683,0.8752082356958673,0.11848782123047466,0.015151515151515152,0.07845553777763618,1.0,0.10261732841239166
24,500,1034,5626,0.14285714285714285,0.7634705954263252,0.8760514895738,0.1181978749444289,0.014285714285714285,0.0788308730695513,1.0,0.10247112392156281
25,500,1088,5798,0.14285714285714285,0.7670393587438586,0.8842990081550858,0.11914851550288894,0.014084507042253521,0.07842801611538036,1.0,0.10267045422796969
26,500,1044,5972,0.14285714285714285,0.7702067936716037,0.8842990081550858,0.11870157585521175,0.014084507042253521,0.07840031161779773,1.0,0.10269911435601943
27,500,1020,6131,0.14285714285714285,0.7750396806176425,0.885087191973214,0.11884596964605601,0.01282051282051282,0.07701599263377494,1.0,0.1030258847121728
28,500,1044,6297,0.14285714285714285,0.778697117119148,0.8851701547357838,0.11792502367219243,0.01282051282051282,0.07583102463383207,1.0,0.10246643494010234
29,500,1062,6457,0.14285714285714285,0.7820331754341316,0.891335537465257,0.1147400743894676,0.012658227848101266,0.07480517517547171,1.0,0.09988484173608835
30,500,1069,6610,0.14285714285714285,0.784944137441181,0.8914715918870257,0.1153454592526127,0.012658227848101266,0.07453432305922475,1.0,0.1000453980982882
31,500,1054,6773,0.14285714285714285,0.7865058594040722,0.8914715918870257,0.118002094596499,0.0125,0.07512883227717923,1.0,0.1019306405088977
32,500,1047,6917,0.14285714285714285,0.7886815018560692,0.8958968491694258,0.11828187348662685,0.0125,0.07522440224700354,1.0,0.10193761059409144
33,500,1058,7090,0.14285714285714285,0.7886929913402703,0.8958968491694258,0.12076686854478026,0.0125,0.07686928398655375,1.0,0.10317784567624616
34,500,1013,7222,0.14285714285714285,0.7895539273333023,0.8958968491694258,0.12093898701502864,0.01282051282051282,0.07731856032374534,1.0,0.10310447323306127
35,500,1079,7383,0.14285714285714285,0.7955178860883465,0.8969399330696525,0.11708538791831277,0.014084507042253521,0.07430777094059361,1.0,0.10017347674914706
36,500,1043,7527,0.14285714285714285,0.7986942470451525,0.8987539920265686,0.11800930197500016,0.0136986301369863,0.07366075198889148,1.0,0.10043254698890636
37,500,1052,7655,0.14285714285714285,0.799922956614932,0.899541574665258,0.1182085605456407,0.0136986301369863,0.07388082428921959,1.0,0.10035345244153591
