gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,428,428,0.16779170538392668,0.7792104090212677,0.8831881685321457,0.1399418233078731,0.14002800840280097,0.24546210791406287,1.0,0.1432881964137512
1,506,641,648,0.16779170538392668,0.7636315080416398,0.8924952160586992,0.1483474723410074,0.13736056394868904,0.27726672570100097,1.0,0.13421823940569316
2,500,689,872,0.16779170538392668,0.7832191647222637,0.8924952160586992,0.13663533786219234,0.13736056394868904,0.2747028331081046,1.0,0.13705113381232756
3,500,723,1070,0.16779170538392668,0.7969038023708296,0.8928409665095451,0.12327715096130354,0.1386750490563073,0.27141812432954665,1.0,0.13417065151709884
4,500,744,1283,0.16779170538392668,0.8039697539816969,0.8929691249858349,0.11662320001147003,0.13608276348795434,0.27161524363428124,1.0,0.13406594928113066
5,500,767,1488,0.16779170538392668,0.8098179117023542,0.9004494273809884,0.11202721667045543,0.13245323570650439,0.27247785817088166,1.0,0.13472785285927463
6,500,805,1692,0.16779170538392668,0.810750254284735,0.9004494273809884,0.1120066619595809,0.13018891098082386,0.27724185663841294,1.0,0.13591373478452592
7,500,788,1866,0.16779170538392668,0.8140493872131399,0.9004494273809884,0.10986179907573095,0.13018891098082386,0.27847623186525344,1.0,0.13505420369753388
8,500,787,2009,0.16779170538392668,0.8189273740157115,0.9004494273809884,0.10821675591961707,0.13018891098082386,0.27597176325343903,1.0,0.1359193901915126
9,500,779,2151,0.16779170538392668,0.823623720382527,0.9004494273809884,0.10435326021065491,0.13018891098082386,0.274759929509476,1.0,0.13598888810347162
10,500,819,2308,0.16779170538392668,0.8248633872723435,0.9004494273809884,0.10396248863707935,0.13018891098082386,0.27809031307462895,1.0,0.13537626073235134
11,500,799,2461,0.16779170538392668,0.8268699443638119,0.9004494273809884,0.1031028872164328,0.13018891098082386,0.2785698400784537,1.0,0.13527015315068733
12,500,810,2610,0.16779170538392668,0.8301673982301513,0.9009174236370185,0.09997585550583404,0.13736056394868904,0.2802775667545116,1.0,0.13390694074512793
13,500,825,2762,0.16779170538392668,0.8317574651648239,0.9021345532742195,0.09968490360931413,0.13736056394868904,0.2809714190212108,1.0,0.13385954511864553
14,500,825,2885,0.16779170538392668,0.834460117038936,0.9022839722061875,0.09831085881482796,0.13736056394868904,0.28086946776564803,1.0,0.1339045089074793
15,500,834,3005,0.16779170538392668,0.8348725800858117,0.9064902862192268,0.09827248003145346,0.13736056394868904,0.28336285403061373,1.0,0.13419653719737942
16,500,860,3149,0.16779170538392668,0.8370794726319445,0.9064902862192268,0.0974179364150847,0.13736056394868904,0.2828860147979346,1.0,0.1352994573537336
17,500,818,3264,0.16779170538392668,0.8399659095162858,0.9064902862192268,0.0963158749142953,0.13736056394868904,0.280601610209307,1.0,0.13442835079342008
18,500,825,3373,0.16779170538392668,0.838337239914517,0.9064902862192268,0.09880935010707875,0.15249857033260467,0.28631348540617513,1.0,0.1354659393508199
19,500,810,3467,0.16779170538392668,0.8426957621486553,0.9064902862192268,0.09520818773086144,0.15249857033260467,0.2822365822081322,1.0,0.13329091281212796
20,500,826,3559,0.16779170538392668,0.8441863973003721,0.9064902862192268,0.09470886870081878,0.15075567228888181,0.28235705050506604,1.0,0.13329366258944128
21,500,830,3659,0.16779170538392668,0.8456772334165926,0.9064902862192268,0.09471834079013053,0.14907119849998599,0.28096467474692516,1.0,0.13411193267898583
22,500,843,3751,0.16779170538392668,0.8474361965127599,0.9064902862192268,0.09451080620441638,0.14586499149789456,0.27906049093784147,1.0,0.13455934578926407
23,500,807,3838,0.16779170538392668,0.8498840224645963,0.9064902862192268,0.09184735699827948,0.14586499149789456,0.27734800143122024,1.0,0.13295067520630052
24,500,871,3938,0.16779170538392668,0.8484708420799404,0.9074369133475507,0.0935533278597562,0.14586499149789456,0.28220186581324797,1.0,0.1331798280315756
25,500,835,4032,0.16779170538392668,0.8493757223147169,0.9103258152803554,0.09376167577499031,0.14586499149789456,0.2819288468917579,1.0,0.13343843442071396
26,500,825,4112,0.16779170538392668,0.8503896316080749,0.9103258152803554,0.0939598655036707,0.14586499149789456,0.2818469791286311,1.0,0.13337007569548096
27,500,860,4198,0.16779170538392668,0.8485427304393047,0.9103258152803554,0.09667338050159094,0.14586499149789456,0.2861630948900006,1.0,0.13552982253478707
28,500,844,4260,0.16779170538392668,0.8492005316167708,0.9103258152803554,0.09647128061085142,0.14586499149789456,0.2865011086503323,1.0,0.13548981261589035
29,500,839,4326,0.16779170538392668,0.8502300171946745,0.9103258152803554,0.0960934984929059,0.14586499149789456,0.2871806054872026,1.0,0.13490809238487572
30,500,842,4402,0.16779170538392668,0.8504697904100658,0.9103258152803554,0.09593487366982208,0.14586499149789456,0.29041770200659706,1.0,0.13306887316986724
31,500,811,4471,0.16779170538392668,0.8512229568551122,0.9103258152803554,0.0960379314150313,0.14586499149789456,0.2904147116749093,1.0,0.13327194449679444
32,500,854,4538,0.16779170538392668,0.8526400705253815,0.9112857960063065,0.09581912228268377,0.14586499149789456,0.2893098005819754,1.0,0.1338322425233326
