gen,evals,gen_feats,explored,Pam50 logistic classifier (max_iter=100) balanced accuracy_min,Pam50 logistic classifier (max_iter=100) balanced accuracy_avg,Pam50 logistic classifier (max_iter=100) balanced accuracy_max,Pam50 logistic classifier (max_iter=100) balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,200,851,851,0.19866071428571425,0.6366727558077886,0.8236289039907462,0.15565345748076911,0.0196078431372549,0.09198385655104328,1.0,0.16851078685919504
1,143,901,1021,0.19866071428571425,0.6332789003759399,0.8469563331405437,0.16853877961410757,0.016666666666666666,0.09167310454967093,1.0,0.1149720629827225
2,141,805,1186,0.19866071428571425,0.6470677643628301,0.8469563331405437,0.1695592489990358,0.015625,0.09986121393242771,1.0,0.12218715388147877
3,148,770,1356,0.19866071428571425,0.6581557324802391,0.8469563331405437,0.1665304123964314,0.015625,0.10290735417153599,1.0,0.12243428760640346
4,132,699,1527,0.19866071428571425,0.6650099840948525,0.8469563331405437,0.16571402839362737,0.014925373134328358,0.10436114191354857,1.0,0.12197282203136697
5,137,643,1690,0.19866071428571425,0.6721383904472721,0.8469563331405437,0.16677260218593537,0.014925373134328358,0.10633186035499052,1.0,0.12521458426975496
6,152,640,1891,0.2,0.6767643519857336,0.8469563331405437,0.16701475216552664,0.014084507042253521,0.10966009089229611,1.0,0.12788942104720416
7,141,553,2033,0.2,0.6892874036051668,0.8503732889917102,0.1634027415988717,0.014084507042253521,0.10847998579461599,1.0,0.12849810159582695
8,151,589,2188,0.2,0.6925831116252169,0.8503732889917102,0.16065628984415756,0.014705882352941176,0.11082087679324366,1.0,0.12770319993604085
9,140,547,2351,0.2,0.6952331495806825,0.8503732889917102,0.15786433066678476,0.014705882352941176,0.11203535122620795,1.0,0.12702736347272375
10,140,507,2489,0.2,0.7012429559475613,0.8606422305764412,0.15849665145075836,0.014705882352941176,0.11215448205558932,1.0,0.1269619722455302
11,153,503,2651,0.2,0.7059979678764219,0.8606422305764412,0.15810286061844972,0.014705882352941176,0.11214607226628381,1.0,0.1269924993781693
12,147,494,2816,0.2,0.7021323368517449,0.8606422305764412,0.1619583628656695,0.014705882352941176,0.11703314838993283,1.0,0.12793991093489462
13,139,464,2964,0.2,0.7165577682186235,0.8676341093117408,0.15899489439911174,0.013333333333333334,0.11204480431771995,1.0,0.12722217228303623
14,150,470,3108,0.2,0.720966396158666,0.8676341093117408,0.159727749201169,0.013333333333333334,0.11145708399105829,1.0,0.12757554068796986
15,133,459,3249,0.2,0.7258365493059573,0.8676341093117408,0.1593146875820769,0.013333333333333334,0.1106648506428609,1.0,0.12802173532558153
16,146,479,3393,0.2,0.7303896080345095,0.8676341093117408,0.15752206564768426,0.013333333333333334,0.10977526400823939,1.0,0.1280628092792982
17,154,483,3547,0.2,0.7339383952670139,0.8676341093117408,0.15657275073714283,0.013333333333333334,0.10936647818589514,1.0,0.12846048410386257
18,145,453,3689,0.2,0.7398913533834588,0.8755301715828032,0.15583529195293983,0.013333333333333334,0.10770887487641588,1.0,0.12905321300309322
19,138,460,3829,0.2,0.7422108335743205,0.8755301715828032,0.15489495280272111,0.013333333333333334,0.10745291926023841,1.0,0.1290285341052352
20,161,503,3989,0.2,0.7526080507759785,0.8755301715828032,0.14574235617202053,0.013513513513513514,0.10166194756802512,1.0,0.12455903603544084
