gen,0_AARSD1,0_ABCA4,0_ABCC3,0_ABHD10,0_ABHD11,0_ABHD14A,0_ABHD3,0_ABL1,0_ACACA,0_ACAD8,0_ACAD9,0_ACADM,0_ACAP1,0_ACBD6,0_ACIN1,0_ACOX1,0_ACSL6,0_ACSM2A,0_ACSS1,0_ACTG1,0_ACVR2A,0_ACY1,0_ADCY4,0_ADRB1,0_ADSL,0_AFTPH,0_AGA,0_AGFG1,0_AGL,0_AGMAT,0_AGPAT1,0_AGPAT4,0_AHCY,0_AHNAK2,0_AK2,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH3B2,0_ALDH7A1,0_ALDOA,0_ALG9,0_ALKBH8,0_ALOX15,0_ALOX15B,0_ALS2,0_AMBP,0_AMDHD2,0_AMT,0_ANAPC16,0_ANAPC4,0_ANK2,0_ANKRA2,0_ANKRD13A,0_ANKRD22,0_ANKRD31,0_ANP32E,0_ANXA13,0_ANXA3,0_ANXA4,0_ANXA9,0_APEH,0_APLP2,0_APOBEC3D,0_APOBEC3G,0_APOLD1,0_APRT,0_ARAP1,0_ARHGAP32,0_ARHGAP6,0_ARHGEF2,0_ARL10,0_ARMC10,0_ARMC5,0_ARMC8,0_ARMC9,0_ARNT2,0_ARSA,0_ARSD,0_ASAH1,0_ASMTL,0_ATF7IP2,0_ATL1,0_ATP1B3,0_ATP2B1,0_ATP2B2,0_ATP6V0A1,0_ATP6V1C2,0_ATP7A,0_ATPAF2,0_ATXN2L,0_AUP1,0_B3GALT4,0_B3GNTL1,0_B4GALNT2,0_B4GALT1,0_B9D1,0_BAALC,0_BACH1,0_BAG1,0_BAIAP2L2,0_BANF1,0_BAZ1A,0_BAZ1B,0_BCAP29,0_BCHE,0_BDH1,0_BDKRB1,0_BHMT,0_BICD2,0_BIRC6,0_BLK,0_BMPR1A,0_BNIP3,0_BRAF,0_BST2,0_BTF3L4,0_BTN3A1,0_C16orf46,0_C16orf70,0_C1orf174,0_C21orf91,0_C2CD2L,0_C4BPA,0_C5orf22,0_C5orf24,0_C6orf132,0_C7,0_CACNA1H,0_CAP2,0_CAPG,0_CARD10,0_CARM1,0_CASP2,0_CAV1,0_CAV2,0_CBWD5,0_CBWD6,0_CBX5,0_CC2D1A,0_CCDC102A,0_CCDC102B,0_CCDC115,0_CCDC124,0_CCDC127,0_CCDC152,0_CCDC57,0_CCDC59,0_CCDC86,0_CCDC90B,0_CCDC91,0_CCNH,0_CCNJL,0_CCNK,0_CCNY,0_CCNYL1,0_CCT3,0_CD24,0_CD276,0_CD47,0_CD81,0_CD9,0_CDC26,0_CDC42SE2,0_CDC6,0_CDH23,0_CDK18,0_CDK19,0_CDK2AP1,0_CDK5RAP3,0_CDKN2A,0_CDKN2AIPNL,0_CDKN2C,0_CDT1,0_CES3,0_CFB,0_CFDP1,0_CFHR1,0_CFL2,0_CHAC1,0_CHAF1A,0_CHCHD6,0_CHD1,0_CHD4,0_CHI3L2,0_CHP2,0_CHRDL1,0_CHRM3,0_CHST15,0_CHST3,0_CIR1,0_CISD2,0_CITED2,0_CLCN2,0_CLCN7,0_CLDN4,0_CLK2,0_CLK3,0_CLN5,0_CLTCL1,0_CMAS,0_CMPK2,0_CMTM8,0_CNDP2,0_CNIH4,0_CNN3,0_CNOT3,0_CNOT4,0_CNTN2,0_CNTN5,0_COASY,0_COG1,0_COL4A3,0_COMMD3,0_COX4I1,0_CP,0_CPM,0_CPNE1,0_CPNE5,0_CRP,0_CRTAP,0_CRYAB,0_CRYZL1,0_CST3,0_CSTF2,0_CTAGE1,0_CTAGE6,0_CTBP2,0_CTBS,0_CTDSPL,0_CTDSPL2,0_CTNNA1,0_CTNNA2,0_CTNNB1,0_CTNNBL1,0_CTSF,0_CTSS,0_CUL5,0_CWC15,0_CXCR5,0_CYB5A,0_CYFIP1,0_CYFIP2,0_CYP1B1,0_CYP2S1,0_DAAM2,0_DAB2,0_DBI,0_DCAF12L2,0_DCAF8,0_DCBLD2,0_DCHS1,0_DCLK3,0_DDAH1,0_DDB1,0_DDB2,0_DDC,0_DDIT4,0_DDT,0_DDX1,0_DDX10,0_DDX27,0_DDX55,0_DDX58,0_DDX60,0_DENND4C,0_DFFB,0_DHCR7,0_DHRS1,0_DHRS7,0_DHTKD1,0_DHX16,0_DHX29,0_DIAPH1,0_DIRAS3,0_DKC1,0_DLD,0_DLST,0_DMAP1,0_DNAJA2,0_DNAJB12,0_DNAJC19,0_DNAJC5,0_DNAJC7,0_DNPEP,0_DOCK6,0_DPYSL4,0_DSC1,0_DSC2,0_DTX4,0_DUOXA1,0_DUSP23,0_DUSP6,0_DYNLT3,0_DZIP1L,0_E2F1,0_E4F1,0_EAPP,0_EBPL,0_ECHDC2,0_EDEM2,0_EDIL3,0_EFCAB2,0_EFNB2,0_EFR3A,0_EGR1,0_EGR4,0_EHMT1,0_EI24,0_EIF2AK2,0_EIF2B5,0_EIF3CL,0_EIF3F,0_EIF4E,0_EIF6,0_ELF2,0_ELMO3,0_ELOVL7,0_EMX1,0_ENDOD1,0_ENHO,0_ENTPD2,0_EPHA3,0_EPHX2,0_EPN1,0_EPS8,0_ERAP2,0_ERC1,0_ERF,0_ERLEC1,0_ESPL1,0_ETF1,0_ETV4,0_ETV5,0_EVI5L,0_EVPL,0_EXOC4,0_EXTL3,0_F11R,0_F2RL1,0_FADS1,0_FAHD1,0_FAM104A,0_FAM114A2,0_FAM118B,0_FAM13C,0_FAM171A1,0_FAM174A,0_FAM174B,0_FAM20A,0_FAM20B,0_FAM53B,0_FAM53C,0_FANCI,0_FASTKD1,0_FASTKD5,0_FAT4,0_FBLL1,0_FBXL12,0_FBXO33,0_FBXO44,0_FCHO1,0_FGB,0_FGD4,0_FGFR1,0_FGFRL1,0_FIGNL1,0_FLII,0_FLOT2,0_FLRT3,0_FLT4,0_FOXO1,0_FOXP2,0_FOXP4,0_FRK,0_FRY,0_FTH1,0_FZD1,0_FZD4,0_FZD7,0_FZD8,0_G3BP1,0_G6PC,0_G6PD,0_GAA,0_GABARAPL1,0_GABRG3,0_GALC,0_GALK1,0_GALT,0_GAS2L1,0_GBP4,0_GBP5,0_GC,0_GCAT,0_GCC2,0_GCNT3,0_GDAP2,0_GEM,0_GEMIN6,0_GIGYF1,0_GIMAP8,0_GIT1,0_GLB1L,0_GLMN,0_GLRX5,0_GLS,0_GLT8D2,0_GLUD1,0_GLYCTK,0_GMDS,0_GMEB1,0_GMPR,0_GMPR2,0_GNAI1,0_GNB1L,0_GNPTAB,0_GORASP2,0_GPATCH1,0_GPR143,0_GPR27,0_GRB7,0_GRHL3,0_GRHPR,0_GRIN2D,0_GRK6,0_GRPEL1,0_GSPT1,0_GSPT2,0_GSTA4,0_GSTM4,0_GTF3A,0_GTF3C1,0_GTPBP3,0_GUK1,0_GUSB,0_H6PD,0_HAAO,0_HAGH,0_HARS2,0_HAUS5,0_HAX1,0_HBP1,0_HBS1L,0_HDAC1,0_HDAC6,0_HDAC8,0_HERPUD2,0_HIF1A,0_HIF3A,0_HIP1,0_HIP1R,0_HLA-B,0_HMGA1,0_HMGB2,0_HMGCR,0_HMGN5,0_HNF1B,0_HNRNPAB,0_HNRNPD,0_HP1BP3,0_HPCAL1,0_HPS4,0_HSD17B4,0_HSD17B6,0_HSPA1B,0_HSPA6,0_HSPBAP1,0_HTATSF1,0_HTN1,0_HTR1E,0_HTRA4,0_HUNK,0_HUWE1,0_ICA1,0_ICA1L,0_ICAM1,0_ID1,0_ID3,0_IDH3A,0_IDH3G,0_IER3,0_IFIT3,0_IFNB1,0_IKZF2,0_IL18R1,0_IL23A,0_INF2,0_INPPL1,0_IPP,0_IQCK,0_IRAK3,0_IRF2BP1,0_ISCA2,0_ITGA3,0_ITIH3,0_ITIH5,0_ITSN1,0_KANK1,0_KATNAL2,0_KCNA4,0_KCNK10,0_KCNQ5,0_KCNS3,0_KDM1A,0_KDM6B,0_KIF13B,0_KIF21A,0_KIF5B,0_KIF7,0_KIFAP3,0_KLHDC8B,0_KLHL36,0_KLK5,0_KPNA4,0_KRT19,0_KRT4,0_KRT8,0_KRTAP27-1,0_KTN1,0_LARP4,0_LARP7,0_LASP1,0_LAYN,0_LBP,0_LCOR,0_LDB2,0_LETM1,0_LFNG,0_LGALS3,0_LGI4,0_LGR6,0_LIG1,0_LINGO2,0_LIPH,0_LMBR1,0_LMBRD2,0_LMO7,0_LNX1,0_LONRF2,0_LPCAT1,0_LPIN2,0_LRIT3,0_LRP5,0_LRPAP1,0_LRRC45,0_LRRFIP1,0_LRRN3,0_LSM6,0_LXN,0_LYRM7,0_LZTS1,0_MAF,0_MAGEA8,0_MAN1A2,0_MAN2B1,0_MAP3K10,0_MAP3K12,0_MARCKS,0_MATN2,0_MAVS,0_MBTD1,0_MCCC1,0_MDH1B,0_MET,0_METTL4,0_MEX3D,0_MFNG,0_MFSD8,0_MGAM,0_MGRN1,0_MID1,0_MIER1,0_MIF4GD,0_MIPEP,0_MKLN1,0_MLLT1,0_MMP14,0_MN1,0_MOSPD1,0_MPG,0_MPHOSPH8,0_MPI,0_MPP6,0_MRPL10,0_MRPL19,0_MRPL23,0_MRPL4,0_MRPL49,0_MRPL55,0_MRPS2,0_MRPS25,0_MST1R,0_MSTO1,0_MTAP,0_MTHFR,0_MTMR1,0_MUC1,0_MXD1,0_MXI1,0_MYL5,0_MYNN,0_MYO10,0_MYOM2,0_N4BP2L2,0_NAB2,0_NAE1,0_NAF1,0_NANS,0_NBEA,0_NCK1,0_NDRG1,0_NDUFA12,0_NDUFA4L2,0_NDUFAF3,0_NDUFV1,0_NECAB3,0_NEDD4L,0_NEK1,0_NEURL1B,0_NFS1,0_NGB,0_NHEJ1,0_NIPAL3,0_NKX2-2,0_NKX3-2,0_NLE1,0_NLGN1,0_NME7,0_NMT2,0_NOL3,0_NOMO1,0_NONO,0_NPAS3,0_NPM1,0_NPM3,0_NPRL2,0_NPTN,0_NR2C2AP,0_NR4A1,0_NR5A2,0_NRBP1,0_NRG2,0_NSUN4,0_NSUN6,0_NTN1,0_NUDCD3,0_NUDT15,0_NUDT16L1,0_NUDT5,0_NUS1,0_OCLN,0_OGDHL,0_OGFR,0_OPHN1,0_OPTN,0_OSBPL1A,0_OTP,0_P2RX6,0_P4HA1,0_P4HA3,0_P4HB,0_PA2G4,0_PAG1,0_PAM,0_PAQR7,0_PARVA,0_PCBP3,0_PCDH10,0_PCDH11X,0_PCDHB4,0_PCDHB5,0_PCDHGA11,0_PCDHGA12,0_PCDHGA2,0_PCDHGA5,0_PCDHGA7,0_PCDHGB2,0_PCDHGB3,0_PCDHGB5,0_PCDHGB7,0_PCDHGC4,0_PCK1,0_PCNP,0_PCTP,0_PCYOX1L,0_PCYT2,0_PDAP1,0_PDCD2L,0_PDCD5,0_PDE3A,0_PDE5A,0_PDIA3,0_PDIA5,0_PEBP1,0_PER3,0_PEX14,0_PEX3,0_PFDN6,0_PFN1,0_PFN2,0_PGAM2,0_PGAP2,0_PGLYRP2,0_PGRMC2,0_PHC1,0_PHC2,0_PHF1,0_PHF10,0_PHGDH,0_PHLDB1,0_PI16,0_PIBF1,0_PIK3R2,0_PIK3R3,0_PIK3R6,0_PIN1,0_PIN4,0_PIP5K1C,0_PIWIL4,0_PKIB,0_PLA2G12B,0_PLCB4,0_PLCE1,0_PLCG2,0_PLEKHG3,0_PLEKHJ1,0_PLIN2,0_PLOD2,0_PLP2,0_PLS3,0_PLXDC1,0_PML,0_PMS2,0_PNKD,0_PODXL2,0_POGZ,0_POLD1,0_POLDIP3,0_POLG2,0_POLR2C,0_POM121,0_POM121C,0_POP4,0_POR,0_POU2F2,0_PPA1,0_PPA2,0_PPIG,0_PPIP5K1,0_PPP1R14B,0_PPP1R16B,0_PPP1R3B,0_PPP1R9A,0_PPP2CB,0_PPP2R1B,0_PPP2R2A,0_PPP2R2D,0_PRCC,0_PRDM1,0_PRDM11,0_PRKAB1,0_PRKAB2,0_PRKACA,0_PRKCI,0_PRKCSH,0_PRODH,0_PRPF4B,0_PRPF6,0_PRTFDC1,0_PSMB7,0_PSMC2,0_PSMC3,0_PSMC5,0_PSMG4,0_PTBP1,0_PTEN,0_PTGR1,0_PTK2B,0_PTPN11,0_PTPN13,0_PTPN23,0_PTPN3,0_PTPRU,0_PTTG2,0_PUS7,0_PXDN,0_PXK,0_PXMP4,0_RAB11FIP4,0_RAB21,0_RAB30,0_RAB32,0_RAB3D,0_RAB5B,0_RABGGTB,0_RABIF,0_RAD1,0_RAD23A,0_RAF1,0_RAI1,0_RALA,0_RALGAPB,0_RANBP1,0_RANBP2,0_RANBP6,0_RAP1GAP2,0_RAPGEF4,0_RARB,0_RASGRF1,0_RBM17,0_RBM19,0_RBP7,0_RCBTB2,0_REN,0_REPIN1,0_RER1,0_REXO1,0_REXO2,0_RGL1,0_RHOT2,0_RNASE3,0_RNF115,0_RNF14,0_RNF141,0_RNF149,0_RNF180,0_RNF213,0_RNF7,0_RPA1,0_RPL21,0_RPL27,0_RPL28,0_RPS20,0_RPS25,0_RPS4X,0_RPS6KA4,0_RPUSD1,0_RRAGA,0_RRAGB,0_RRAS2,0_RRP15,0_RRP8,0_RUNX1,0_RUVBL2,0_S100A1,0_S1PR1,0_SAA4,0_SAE1,0_SAFB,0_SAFB2,0_SAMHD1,0_SAMM50,0_SAP30,0_SARS2,0_SAT1,0_SBK2,0_SBNO2,0_SCAI,0_SCAP,0_SCAPER,0_SCARA5,0_SCARF2,0_SCO1,0_SCOC,0_SCRN2,0_SDC1,0_SDCCAG8,0_SDR16C5,0_SEC14L1,0_SEC14L2,0_SENP8,0_SERGEF,0_SERPINA3,0_SERPINA4,0_SERPINA7,0_SET,0_SETD3,0_SETD5,0_SETD7,0_SF3B2,0_SFPQ,0_SFRP1,0_SFXN3,0_SFXN4,0_SGK1,0_SGPL1,0_SGSM1,0_SGTA,0_SH2B3,0_SH3BP2,0_SH3GLB1,0_SH3PXD2B,0_SHISA5,0_SHPK,0_SIGMAR1,0_SIK1,0_SIKE1,0_SIM2,0_SIRPA,0_SIRT3,0_SIX5,0_SKP1,0_SLC12A2,0_SLC13A3,0_SLC15A4,0_SLC16A1,0_SLC16A3,0_SLC16A4,0_SLC1A1,0_SLC22A3,0_SLC25A22,0_SLC25A38,0_SLC25A5,0_SLC26A11,0_SLC27A4,0_SLC2A13,0_SLC2A2,0_SLC30A5,0_SLC35D2,0_SLC35E1,0_SLC38A10,0_SLC38A2,0_SLC38A7,0_SLC39A8,0_SLC43A1,0_SLC43A2,0_SLC44A1,0_SLC46A3,0_SLC47A1,0_SMAD7,0_SMAD9,0_SMAP1,0_SMARCA2,0_SMG1,0_SNAP91,0_SNAPC2,0_SNAPIN,0_SNRPD3,0_SNX14,0_SNX21,0_SNX33,0_SOCS6,0_SOS2,0_SP2,0_SPATA18,0_SPOCK2,0_SPP1,0_SPPL2A,0_SPRY1,0_SPRY2,0_SPSB2,0_SPTBN2,0_SRBD1,0_SREBF2,0_SRP19,0_SRP72,0_SRPX2,0_SS18L1,0_SS18L2,0_SSU72,0_ST3GAL1,0_ST3GAL2,0_ST8SIA1,0_STARD5,0_STIM2,0_STK35,0_STK38,0_STRADB,0_STX18,0_STX3,0_SULT1B1,0_SYAP1,0_SYNGR3,0_SYNJ2BP,0_SYS1,0_SYTL1,0_SYTL2,0_TACC3,0_TACO1,0_TAF10,0_TAF12,0_TAF4,0_TAF8,0_TAOK3,0_TAP1,0_TBC1D14,0_TBC1D25,0_TBC1D7,0_TBC1D9B,0_TBCC,0_TBCD,0_TBL1XR1,0_TBL3,0_TCFL5,0_TCHP,0_TDRD5,0_TEC,0_TGFA,0_THEM4,0_THOC2,0_THRSP,0_TIMM44,0_TJP2,0_TLE1,0_TLK1,0_TM4SF18,0_TMCO1,0_TMED2,0_TMED7-TICAM2,0_TMEFF2,0_TMEM106C,0_TMEM126A,0_TMEM132E,0_TMEM14A,0_TMEM159,0_TMEM175,0_TMEM184B,0_TMEM184C,0_TMEM223,0_TMEM53,0_TMEM70,0_TMOD1,0_TMPRSS2,0_TMTC1,0_TNFRSF11B,0_TNFRSF12A,0_TNFSF13B,0_TNIP1,0_TOLLIP,0_TOM1,0_TOMM22,0_TOMM5,0_TOP2B,0_TOR1B,0_TP53BP2,0_TPK1,0_TPM4,0_TPRN,0_TPST1,0_TRA2B,0_TRAF6,0_TRAFD1,0_TRAPPC2,0_TRDMT1,0_TREM2,0_TRH,0_TRIM26,0_TRIM35,0_TRIP4,0_TRMT6,0_TRMT61B,0_TSHZ1,0_TSKU,0_TSNARE1,0_TSPAN1,0_TSPAN6,0_TSSC4,0_TST,0_TTC30A,0_TTC32,0_TTC4,0_TTLL11,0_TUBA1A,0_TUFT1,0_TWF1,0_TXN,0_TXNDC5,0_TXNDC9,0_TYMP,0_UBA3,0_UBAC2,0_UBE2F,0_UBE2K,0_UBE2L3,0_UBE2Z,0_UBOX5,0_UBTF,0_UBXN11,0_UCN,0_UPK1B,0_UPK3B,0_UQCRFS1,0_UROC1,0_USP1,0_USP13,0_USP4,0_UTP6,0_VAPA,0_VBP1,0_VCAN,0_VCP,0_VDAC2,0_VHL,0_VIM,0_VIPR2,0_VPS11,0_VPS52,0_VRK3,0_VSIG2,0_VTA1,0_VTI1A,0_VTI1B,0_WDFY3,0_WDR1,0_WDR18,0_WDR19,0_WDR41,0_WDR6,0_WNK4,0_WRNIP1,0_XKR9,0_XPA,0_XRCC5,0_YAF2,0_YIPF2,0_YTHDF2,0_YWHAG,0_ZBED4,0_ZBTB17,0_ZBTB2,0_ZBTB34,0_ZBTB49,0_ZBTB5,0_ZDHHC24,0_ZDHHC3,0_ZDHHC5,0_ZDHHC6,0_ZFAND5,0_ZFP91,0_ZFYVE1,0_ZKSCAN3,0_ZKSCAN4,0_ZMYM6,0_ZNF217,0_ZNF219,0_ZNF3,0_ZNF326,0_ZNF383,0_ZNF436,0_ZNF503,0_ZNF521,0_ZNF540,0_ZNF559,0_ZNF593,0_ZNF610,0_ZNF672,0_ZNF740,0_ZNF768,0_ZNF777,0_ZNF782,0_ZNF787,0_ZSCAN12
0,0,99,22,0,0,0,40,0,0,0,0,0,0,21,0,0,87,18,22,25,0,0,0,0,8,0,5,0,0,0,0,0,0,50,6,76,110,20,0,8,0,117,0,0,0,32,0,0,33,0,3,0,0,0,0,0,0,52,0,109,40,0,0,0,0,21,0,0,0,0,51,78,0,0,45,22,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,48,25,0,9,0,37,0,0,0,0,0,28,15,44,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,11,36,52,0,0,0,16,12,3,0,0,0,0,4,65,1,0,0,0,1,9,0,20,0,0,0,0,0,0,0,99,0,0,0,0,8,37,2,0,0,6,0,0,3,13,0,0,0,9,0,35,80,78,0,0,0,0,0,8,0,0,5,58,146,0,15,0,0,0,0,0,0,0,1,0,0,0,4,0,6,1,0,0,0,0,0,53,4,0,27,0,22,0,8,0,0,158,1,0,0,0,0,2,36,57,2,0,0,0,42,5,0,0,1,0,0,0,0,0,0,39,6,5,0,0,0,7,28,43,0,33,0,0,49,48,0,0,0,0,65,0,0,0,0,0,62,0,0,0,0,0,0,101,0,0,0,0,0,7,0,0,0,0,20,53,0,0,0,6,0,0,0,26,0,0,0,0,0,0,50,39,163,0,10,20,119,5,0,0,22,0,0,0,0,45,0,6,0,107,0,67,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,45,0,3,0,0,13,0,0,0,0,0,25,0,24,34,0,22,0,0,11,0,0,0,16,14,0,0,0,0,0,0,0,59,0,0,3,0,0,0,0,0,9,18,0,0,21,0,13,19,0,0,0,9,0,1,0,0,8,3,0,0,0,0,1,0,48,3,0,0,64,93,0,0,0,0,0,59,43,0,0,78,0,11,0,0,0,0,37,0,0,0,54,0,0,2,0,0,0,10,0,0,22,18,25,0,0,0,23,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,20,0,0,0,16,10,3,70,44,9,12,9,0,0,0,0,7,24,0,0,0,35,48,24,3,27,0,4,0,1,0,0,0,39,37,29,0,0,0,26,28,1,19,0,0,11,17,0,7,27,9,0,13,84,84,11,0,1,0,5,0,0,37,39,0,0,0,0,18,11,21,0,0,22,0,0,0,0,0,27,0,47,34,0,0,12,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,51,0,0,0,38,0,0,59,0,46,10,0,0,34,37,0,0,0,0,0,0,0,0,13,0,33,0,0,0,0,0,0,0,50,121,0,20,0,0,0,0,0,38,35,26,0,0,34,0,0,2,0,70,15,0,26,0,0,67,38,0,7,11,25,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,13,0,56,11,0,28,0,0,19,11,45,3,96,7,3,71,10,20,1,142,60,21,0,9,17,67,21,22,0,9,0,0,70,19,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,12,0,6,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,26,0,0,15,0,0,0,0,0,36,0,0,5,0,0,0,0,0,0,0,0,29,25,0,0,0,0,0,0,0,0,0,3,0,79,0,9,0,51,76,0,0,0,0,0,0,0,13,0,0,0,0,0,0,64,19,22,0,0,0,0,0,1,0,58,0,0,3,0,30,0,8,0,0,0,64,0,0,0,0,5,24,0,0,3,1,0,62,91,0,0,0,36,0,0,0,0,0,0,0,7,0,1,0,89,14,0,0,72,0,0,0,0,0,0,0,0,0,0,29,0,0,0,20,0,13,0,34,2,0,0,0,0,1,7,0,0,0,0,2,0,0,0,37,1,18,6,0,0,0,0,0,17,14,0,7,0,32,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,36,11,14,18,3,0,0,0,27,130,17,0,59,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,47,0,42,0,0,0,0,6,0,10,0,22,8,0,50,16,24,2,0,31,49,31,0,4,0,0,0,0,0,0,0,8,15,0,0,0,33,10,0,0,48,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,33,49,0,1,40,50,0,45,0,39,50,0,12,0,64,12,0,47,0,76,0,26,0,0,2,16,0,1,114,4,0,15,0,0,0,0,0,0,0,13,27,0,0,32,0,37,0,0,0,0,0,0,10,0,0,0,0,0,29,29,1,14,11,0,77,0,24,0,0,35,0,0,0,0,5,0,0,0,11,0,32,34,8,41,0,22,0,0,0,0,0,0,46,0,6,1,0,0,51,0,0,81,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,14,0,0,119,0,0,0,35,70,0,0,0,6,0,0,31,0,0,0,0,0,22,0,0,35,0,125,0,0,0,47,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,106
100,3,4,0,0,3,0,0,1,0,0,1,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,3,0,4,0,36,2,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,24,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,6,3,0,1,0,0,0,1,0,3,1,0,0,16,4,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,3,3,2,2,0,0,0,0,1,0,0,15,48,0,94,2,0,1,0,10,3,0,0,0,24,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,11,6,0,0,0,0,1,0,10,0,0,1,1,0,0,16,6,0,36,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,279,0,0,0,26,0,0,0,1,1,0,1,3,0,0,0,1,0,2,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,2,0,0,93,0,0,0,1,0,0,2,1,0,0,1,1,0,1,38,0,2,0,1,0,1,0,2,0,6,0,6,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,4,0,1,0,1,0,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,2,0,1,0,0,2,0,0,29,0,0,22,2,3,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,9,0,4,1,5,1,0,28,1,0,0,266,0,1,0,0,1,0,1,0,0,55,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,30,0,1,0,1,1,0,0,0,1,0,172,1,0,11,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,0,2,1,0,0,0,0,3,8,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,57,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,1,1,1,55,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,1,0,2,167,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,26,1,1,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,1,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,8,0,0,1,0,2,0,1,0,1,0,7,1,0,4,0,0,0,1,5,0,4,0,83,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,2,0,72,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0,0,1,0,28,46,2,0,0,1,0,2,0,3,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,2,126,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,1,0,20,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,0,14,0,0,1,1,0,17,2,0,0,0,0,0,0,3,0,2,1,8,0,0,19,0,21,0,0,0,4,266,0,1,0,0,0,2,0,1,0,0,0,0,11,0,0,0,1,1,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,24,0,0,1,1,0,0,0,1,0,0,2,0
