gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,406,406,0.19382336814037351,0.8097101511955757,0.9280364092717773,0.13820421390662094,0.14002800840280097,0.25537327345688193,1.0,0.16346495834293925
1,512,611,620,0.19382336814037351,0.8263908059533991,0.9360624283901771,0.1267147220866211,0.14002800840280097,0.2885198438462787,1.0,0.12048159278211404
2,500,678,854,0.19382336814037351,0.8154824687591646,0.9422636991762612,0.14679543005619494,0.21821789023599236,0.34345097969629934,1.0,0.10981392751280532
3,500,686,1056,0.19382336814037351,0.8005429762472019,0.9422636991762612,0.17409314105061519,0.21821789023599236,0.3750976756947918,1.0,0.12668130349295995
4,500,708,1264,0.19431360614591695,0.8095002642793699,0.9422636991762612,0.16303886412819243,0.21821789023599236,0.38205113265223783,1.0,0.13300614990220913
5,500,725,1454,0.19431360614591695,0.8237262609925066,0.9436343618777995,0.14976315009375005,0.21821789023599236,0.37881847133221574,1.0,0.1325467928353645
6,500,727,1625,0.19431360614591695,0.8294233572575505,0.9449206272615165,0.1464559847166632,0.22360679774997896,0.3797234465209656,1.0,0.1317422608792621
7,500,741,1800,0.19431360614591695,0.8389557269891031,0.9460352370869104,0.13757280692801058,0.22360679774997896,0.37615905316107046,1.0,0.1315648821161418
8,500,773,1984,0.19431360614591695,0.8427386306359115,0.9486661226011802,0.1343270320874854,0.22360679774997896,0.37739434855579285,1.0,0.13238868750595745
9,500,727,2137,0.19431360614591695,0.8479439021744059,0.9486661226011802,0.12831348910743628,0.22360679774997896,0.37628843399711065,1.0,0.13141344672340882
10,500,791,2297,0.19431360614591695,0.8503185385930937,0.9486661226011802,0.12609863553212114,0.22941573387056177,0.37627898249684366,1.0,0.13140480054125478
11,500,782,2443,0.19431360614591695,0.8540737826578144,0.9486661226011802,0.12269144832835621,0.22941573387056177,0.3750795757797349,1.0,0.1315355476152459
12,500,779,2582,0.19431360614591695,0.8562726644200036,0.9503157925967275,0.11888071594978515,0.22941573387056177,0.37598037112036464,1.0,0.13147718402563524
13,500,794,2710,0.19431360614591695,0.8580717637228888,0.9503157925967275,0.11756959100709617,0.22941573387056177,0.3763219354732786,1.0,0.1311400899268997
14,500,757,2834,0.19431360614591695,0.8568249407813436,0.9503157925967275,0.11797900637735094,0.22941573387056177,0.3798867633829193,1.0,0.13122046316081407
15,500,766,2971,0.19431360614591695,0.8602829166309308,0.9512132575391195,0.11641309203977639,0.22941573387056177,0.3760578085556669,1.0,0.1312559274498158
16,500,778,3093,0.19431360614591695,0.8613970640393789,0.9512132575391195,0.11655087503948261,0.22941573387056177,0.375218824849428,1.0,0.1316691510828699
17,500,781,3193,0.19431360614591695,0.8637486008453636,0.9516464804825635,0.11501221035804107,0.22941573387056177,0.3730223943815999,1.0,0.1308998738686015
18,500,779,3311,0.19431360614591695,0.8644828911656011,0.9516464804825635,0.11478841941879998,0.23570226039551584,0.37280567550342314,1.0,0.13098543910719665
19,500,732,3414,0.19431360614591695,0.8635876123479617,0.9544948063524531,0.11512960119129169,0.22941573387056177,0.3754404923714168,1.0,0.13158752444407806
20,500,814,3529,0.19431360614591695,0.8636516168161479,0.9544948063524531,0.11502381096435896,0.22941573387056177,0.37677914324282086,1.0,0.13091754721512042
21,500,776,3622,0.19431360614591695,0.8658492106808514,0.9544948063524531,0.11406658746838524,0.22941573387056177,0.3748543577662905,1.0,0.13150493332504992
22,500,811,3704,0.19431360614591695,0.8637311747843165,0.9544948063524531,0.11536654865001672,0.22941573387056177,0.37875894172441094,1.0,0.13149864707609143
23,500,756,3787,0.19431360614591695,0.865783074932649,0.9544948063524531,0.11388897964361833,0.22941573387056177,0.3770083034735652,1.0,0.13071391948626027
24,500,772,3871,0.19431360614591695,0.8666651390974708,0.9544948063524531,0.11395295177706528,0.22941573387056177,0.37654884117115633,1.0,0.130848504197227
25,500,785,3949,0.19431360614591695,0.8668687842488977,0.9544948063524531,0.1138670931898567,0.23570226039551584,0.37714519530430757,1.0,0.13056779290974702
26,500,773,4028,0.19431360614591695,0.8647294094614563,0.954767848399517,0.11479787364840416,0.23570226039551584,0.3808398962510149,1.0,0.13062563544122188
27,500,783,4112,0.19431360614591695,0.8659481291722265,0.954767848399517,0.11388091171758188,0.23570226039551584,0.3804677974728767,1.0,0.13074466501046053
28,500,770,4197,0.19431360614591695,0.8665716894641541,0.954767848399517,0.11387600922339582,0.23570226039551584,0.38011357882496943,1.0,0.13086134129888902
29,500,816,4265,0.19431360614591695,0.866448040053321,0.9554467725480853,0.11384589902787697,0.23570226039551584,0.38099457043370594,1.0,0.13048142620224457
30,500,799,4329,0.19431360614591695,0.8678178229624384,0.9582821763329479,0.11414823240916873,0.23570226039551584,0.3793975828441039,1.0,0.13097508123883594
31,500,816,4377,0.19431360614591695,0.8679466670622564,0.9582821763329479,0.11382074616010564,0.23570226039551584,0.3799379096302246,1.0,0.13089532898076356
