0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.10b.3p,1_hsa.miR.130b.3p,1_hsa.miR.139.3p,1_hsa.miR.18a.5p,1_hsa.miR.194.3p,1_hsa.miR.22.5p,1_hsa.miR.296.5p,1_hsa.miR.92b.3p,2_ACTN2.88,2_ADCY9.115,2_ADRM1.11047,2_ANKRD56.345079,2_APOC2.344,2_ATP11A.23250,2_BARX1.56033,2_BHMT.635,2_C17orf62.79415,2_C18orf1.753,2_C6orf186.728464,2_CCDC19.25790,2_CDC14B.8555,2_CDC25C.995,2_CDC6.990,2_CDK4.1019,2_CMA1.1215,2_CNP.1267,2_COL4A4.1286,2_CTNNA2.1496,2_DONSON.29980,2_DUSP9.1852,2_FAM136A.84908,2_FLAD1.80308,2_GDF5.8200,2_GLRX3.10539,2_GPR172A.79581,2_GPRC5A.9052,2_GYG2.8908,2_HOMEZ.57594,2_IKBKE.9641,2_ITGAE.3682,2_JTB.10899,2_KCND1.3750,2_KIAA0391.9692,2_KIF14.9928,2_KIF18A.81930,2_LBP.3929,2_LCTL.197021,2_LGALS3BP.3959,2_LOC100128977.100128977,2_LOC153328.153328,2_LOC286467.286467,2_LSM2.57819,2_MPV17L2.84769,2_MYOM1.8736,2_NAGPA.51172,2_NCSTN.23385,2_NEIL3.55247,2_ORC6L.23594,2_OTUD7A.161725,2_PADI3.51702,2_PAQR4.124222,2_PDZRN3.23024,2_PIP5KL1.138429,2_PPAP2A.8611,2_PUS1.80324,2_PYCR1.5831,2_RBM38.55544,2_RGS17.26575,2_RTN4R.65078,2_RUNX1.861,2_SH3BGRL3.83442,2_SLC16A12.387700,2_SLC5A8.160728,2_SNCB.6620,2_STRADA.92335,2_SUSD4.55061,2_SYN3.8224,2_TBCE.6905,2_TJP2.9414,2_TK1.7083,2_TMEM38B.55151,2_TOX4.9878,2_TROAP.10024,2_UBE2S.27338,2_UPK3B.80761,2_WDR72.256764,2_ZFYVE1.53349,2_ZNF615.284370,2_ZNF844.284391
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
