gen,evals,gen_feats,explored,Pam50 naive Bayes balanced accuracy_min,Pam50 naive Bayes balanced accuracy_avg,Pam50 naive Bayes balanced accuracy_max,Pam50 naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,8926,8926,0.2,0.5163987410834779,0.7433800848274533,0.12476527711906472,0.0196078431372549,0.08300333047345711,1.0,0.14007845821842196
1,360,5509,9146,0.2,0.5294378677462889,0.7433800848274533,0.1428145213634184,0.017543859649122806,0.11702892934467485,1.0,0.17198778411713223
2,366,3228,9373,0.2,0.5439751631482552,0.7666178667823405,0.15257343113875718,0.017857142857142856,0.14148840763771753,1.0,0.2101799048493975
3,349,2449,9586,0.2,0.5309427108636977,0.7856006603046077,0.16881917186285236,0.016666666666666666,0.18739941240071553,1.0,0.25853493771608244
4,356,1650,9787,0.2,0.5418870189897821,0.8065158087526509,0.18082782910763187,0.01694915254237288,0.2194623310930898,1.0,0.3049048487067637
5,378,1406,9989,0.2,0.541093308993638,0.8065158087526509,0.1981830749892658,0.016129032258064516,0.26043778020295383,1.0,0.34457404604294645
6,359,1205,10170,0.2,0.52884339888182,0.8145469442837865,0.22025358952592217,0.01694915254237288,0.3284913467159621,1.0,0.40256436295356857
7,337,1074,10356,0.2,0.46087778870252555,0.8154398014266435,0.23780750479145144,0.018518518518518517,0.4747383771559401,1.0,0.4438652120092603
8,340,908,10544,0.2,0.36886004747445544,0.8154398014266435,0.22786794516530595,0.01818181818181818,0.6635119935127376,1.0,0.4318430169824656
9,308,669,10710,0.2,0.22790665365336424,0.8154398014266435,0.11177153988349882,0.021739130434782608,0.9457650513800971,1.0,0.208195577077192
10,312,606,10903,0.2,0.22643924185463662,0.8199332465779834,0.11495789916920639,0.02127659574468085,0.9527589189576835,1.0,0.20028205494545356
11,304,601,11087,0.2,0.22699775544630812,0.827052607480239,0.11548549134096568,0.020833333333333332,0.9516371296358942,1.0,0.20105731867823176
12,312,551,11269,0.2,0.22918734552727976,0.827052607480239,0.12139284258655628,0.020833333333333332,0.9487656549407012,1.0,0.2082879382132693
