0_age_at_initial_pathologic_diagnosis,1_..728603,1_ABCD1.215,1_ACSS2.55902,1_ACVR2B.93,1_ADAM33.80332,1_ADCY6.112,1_ADHFE1.137872,1_AGBL3.340351,1_ALS2CR4.65062,1_ANGPT2.285,1_ANKLE2.23141,1_AQP5.362,1_ARHGEF17.9828,1_ARNTL.406,1_ART3.419,1_B3GALNT2.148789,1_B3GAT1.27087,1_B9D2.80776,1_BCL2L11.10018,1_BLZF1.8548,1_BRIP1.83990,1_BTN3A1.11119,1_C10orf114.399726,1_C10orf119.79892,1_C10orf26.54838,1_C10orf62.414157,1_C12orf48.55010,1_C17orf77.146723,1_C18orf10.25941,1_C1GALT1.56913,1_C1QTNF3.114899,1_C9orf25.203259,1_CABIN1.23523,1_CALML6.163688,1_CCBL1.883,1_CCDC147.159686,1_CCDC67.159989,1_CCL25.6370,1_CCNB1.891,1_CDC20B.166979,1_CDC37L1.55664,1_CDH4.1002,1_CDKN2BAS.100048912,1_CEACAM1.634,1_CELA1.1990,1_CENPI.2491,1_CENPM.79019,1_CENPW.387103,1_CETN4P.729338,1_CLEC18B.497190,1_CNIH.10175,1_COL8A1.1295,1_CRADD.8738,1_CUTC.51076,1_DBNDD1.79007,1_DDX17.10521,1_DDX4.54514,1_DGCR6.8214,1_DLX1.1745,1_DNAH3.55567,1_DNAJB12.54788,1_DUSP21.63904,1_DUSP9.1852,1_EFCAB4B.84766,1_EFHA1.221154,1_EFHB.151651,1_EIF4A2.1974,1_ELF5.2001,1_EMP3.2014,1_EYA1.2138,1_FAM113B.91523,1_FAM128A.653784,1_FAM186B.84070,1_FAM46B.115572,1_FBP1.2203,1_FBXW4.6468,1_FGFR3.2261,1_FIBCD1.84929,1_FRS3.10817,1_GALM.130589,1_GCA.25801,1_GDAP2.54834,1_GDPD2.54857,1_GLTSCR1.29998,1_GLUD1.2746,1_GPI.2821,1_GPRIN2.9721,1_GRID2IP.392862,1_GSTA1.2938,1_GTDC1.79712,1_GTF2H5.404672,1_H2AFZ.3015,1_HBQ1.3049,1_HCFC1R1.54985,1_HILS1.373861,1_HIST1H4D.8360,1_HKDC1.80201,1_HLA.E.3133,1_HMX1.3166,1_HOXB6.3216,1_HOXC8.3224,1_HPS6.79803,1_IL12RB1.3594,1_ISL2.64843,1_ITGB1BP2.26548,1_KERA.11081,1_KIAA1012.22878,1_KIF5B.3799,1_KIF5C.3800,1_KLF1.10661,1_KLK11.11012,1_KRIT1.889,1_KRTAP5.1.387264,1_LCN6.158062,1_LILRA1.11024,1_LMNA.4000,1_LMO7.4008,1_LOC147727.147727,1_LOC254559.254559,1_LOC284276.284276,1_LOC285370.285370,1_LOC400027.400027,1_LOC401010.401010,1_LOC441601.441601,1_LOC80054.80054,1_LOC84989.84989,1_LPAL2.80350,1_LPHN1.22859,1_LRRC27.80313,1_LRRC32.2615,1_MAML3.55534,1_MAST2.23139,1_MCM5.4174,1_MGC29506.51237,1_MMP9.4318,1_MPL.4352,1_MUC6.4588,1_MYH7B.57644,1_MYL3.4634,1_MYO1G.64005,1_N4BP2.55728,1_NAIF1.203245,1_NFIC.4782,1_NKX2.2.4821,1_NT5DC1.221294,1_NTN4.59277,1_NUDT18.79873,1_OPHN1.4983,1_OSGIN2.734,1_OTX2.5015,1_P2RX1.5023,1_PARP15.165631,1_PCDHGA12.26025,1_PCDHGB8P.56120,1_PDLIM4.8572,1_PDZK1IP1.10158,1_PELI3.246330,1_PIAS2.9063,1_PLAT.5327,1_PLBD1.79887,1_PNPLA4.8228,1_POLR2D.5433,1_PPP4R2.151987,1_PRAM1.84106,1_PRPS1.5631,1_PSMD8.5714,1_PSRC1.84722,1_PTEN.5728,1_PTGFRN.5738,1_RAB33B.83452,1_RAB5C.5878,1_RABEPK.10244,1_RASGEF1C.255426,1_RBM46.166863,1_RGPD1.400966,1_RGR.5995,1_RMND5B.64777,1_RNF41.10193,1_RPL29P2.118432,1_RTN4RL2.349667,1_RUNX1T1.862,1_S100A13.6284,1_SCEL.8796,1_SEC22A.26984,1_SECTM1.6398,1_SERPING1.710,1_SFN.2810,1_SFXN4.119559,1_SH3GLB2.56904,1_SLC25A21.89874,1_SLC27A3.11000,1_SLC2A11.66035,1_SLC37A4.2542,1_SLC38A1.81539,1_SLC4A3.6508,1_SMS.6611,1_SNORA62.6044,1_SP140.11262,1_SPRR1A.6698,1_STK11IP.114790,1_STX1B.112755,1_SULF2.55959,1_SYNPO2L.79933,1_SYNRG.11276,1_TAF13.6884,1_TAGLN2.8407,1_TARDBP.23435,1_TELO2.9894,1_TFAP2B.7021,1_TFAP4.7023,1_TIAL1.7073,1_TJP2.9414,1_TMEM165.55858,1_TMEM176A.55365,1_TMEM179.388021,1_TMEM200A.114801,1_TMEM200B.399474,1_TNFSF12.TNFSF13.407977,1_TNMD.64102,1_TNNT1.7138,1_TPM3.7170,1_TRAF7.84231,1_TRDN.10345,1_TTC35.9694,1_TTC9B.148014,1_TTLL10.254173,1_TUBGCP2.10844,1_UBXN1.51035,1_UPF3A.65110,1_VNN1.8876,1_VWA1.64856,1_WEE1.7465,1_YIPF1.54432,1_ZAK.51776,1_ZDHHC18.84243,1_ZIC2.7546,1_ZIK1.284307,1_ZNF155.7711,1_ZNF324.25799,1_ZNF606.80095,1_ZNF749.388567,1_ZNF787.126208,1_ZNF804A.91752,1_ZNF808.388558
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
