
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5888
Features active in total: 5888
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 66
Generations completed = 139
Generations completed = 211
Generations completed = 279
Generations completed = 346
Generations completed = 413
Generations completed = 482
   	     	         	        	       type naive Bayes balanced accuracy       	                 root separation                 	                 root leanness                  
   	     	         	        	------------------------------------------------	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min	avg     	max     	std      	min     	avg     	max	std     
0  	500  	4137     	4137    	0.2	0.765498	0.887356	0.121329    	0  	0.556327	0.630768	0.060438 	0.140028	0.256293	1  	0.125825
1  	396  	3276     	4262    	0.2	0.753335	0.887356	0.12242     	0  	0.558344	0.630768	0.0645834	0.125988	0.292184	1  	0.135143
2  	380  	2063     	4392    	0.2	0.74791 	0.896059	0.1374      	0  	0.56094 	0.63141 	0.0720043	0.138675	0.314248	1  	0.149181
3  	405  	1585     	4535    	0.2	0.717202	0.896195	0.166181    	0  	0.556948	0.632763	0.0771046	0.140028	0.364917	1  	0.169315
4  	379  	1256     	4626    	0.2	0.750524	0.904755	0.125761    	0  	0.56973 	0.641753	0.0723833	0.137361	0.348943	1  	0.153302
5  	387  	1197     	4761    	0.2	0.75045 	0.904933	0.132989    	0  	0.574551	0.643679	0.0772267	0.138675	0.352875	1  	0.159657
6  	369  	1001     	4851    	0.2	0.756204	0.909103	0.142069    	0  	0.582549	0.643884	0.0704043	0.141421	0.352604	1  	0.170908
7  	389  	993      	4927    	0.2	0.757087	0.909103	0.150479    	0  	0.580978	0.645073	0.075854 	0.142857	0.367925	1  	0.177612
8  	373  	947      	5003    	0.2	0.757821	0.909701	0.156043    	0  	0.583799	0.647652	0.0851448	0.141421	0.373143	1  	0.178088
9  	370  	906      	5060    	0.2	0.733003	0.913245	0.170796    	0  	0.57975 	0.653902	0.0943627	0.140028	0.406892	1  	0.184209
10 	366  	858      	5131    	0.2	0.707679	0.913245	0.184506    	0  	0.575109	0.653902	0.0977993	0.140028	0.436213	1  	0.189486
11 	365  	796      	5193    	0.2	0.730674	0.913245	0.183153    	0  	0.579617	0.653902	0.0990733	0.140028	0.423536	1  	0.192943
12 	353  	746      	5245    	0.2	0.732217	0.913245	0.189786    	0  	0.581389	0.654956	0.101948 	0.152499	0.423734	1  	0.191977
13 	374  	759      	5307    	0.2	0.778053	0.915132	0.130713    	0  	0.602958	0.654956	0.0874167	0.152499	0.402608	1  	0.157036
14 	386  	761      	5348    	0.2	0.771571	0.917019	0.131967    	0  	0.603846	0.658229	0.088713 	0.145865	0.418356	1  	0.158715
15 	381  	742      	5388    	0.2	0.756491	0.917019	0.144846    	0  	0.59672 	0.658911	0.0891378	0.152499	0.444694	1  	0.162317
16 	366  	714      	5418    	0.2	0.742793	0.917019	0.160598    	0  	0.593519	0.658229	0.0941089	0.152499	0.464309	1  	0.166446
17 	370  	695      	5456    	0.2	0.756271	0.917019	0.165468    	0  	0.597056	0.658229	0.0989096	0.156174	0.450885	1  	0.176071
